Age,BaCa,Mn,P,Distance
1990.030137,0.00424,0.491502174,28.52357266,131.471
1990.038356,0.0041,0.410199626,29.91836817,131.2
1990.049315,0.00414,0.41473626,32.76742035,130.929
1990.057534,0.00413,0.408416129,35.81780277,130.658
1990.065753,0.00398,0.445890428,37.33184693,130.387
1990.073973,0.00384,0.451210253,41.64140307,130.116
1990.084932,0.00381,0.382537657,28.61670895,129.845
1990.093151,0.00388,0.378238341,23.67930458,129.574
1990.10137,0.00383,0.369902571,31.55057104,129.303
1990.109589,0.004,0.3427559,30.43561069,129.032
1990.120548,0.00405,0.368714748,27.58743899,128.761
1990.142466,0.00408,0.427414561,37.53379625,128.49
1990.164384,0.00403,0.474674865,33.01062222,128.219
1990.186301,0.0045,0.459550064,26.56182781,127.948
1990.208219,0.0049,0.380396629,27.29282619,127.677
1990.230137,0.00605,0.334914147,20.21881748,127.406
1990.252055,0.00704,0.318671453,23.43071383,127.135
1990.273973,0.00708,0.300130752,21.08661362,126.864
1990.29589,0.00691,0.294588538,27.96762687,126.593
1990.317808,0.00623,0.264000217,29.09327714,126.322
1990.339726,0.00565,0.194359095,28.9282029,126.051
1990.361644,0.00529,0.170934844,22.84883252,125.78
1990.383562,0.00556,0.213535674,29.43876213,125.509
1990.405479,0.00554,0.23212547,40.14548207,125.238
1990.427397,0.00558,0.187630547,28.91124424,124.967
1990.449315,0.00573,0.195799465,28.34699005,124.696
1990.471233,0.00535,0.199095602,29.30430063,124.425
1990.49589,0.00485,0.220980546,26.39733692,124.154
1990.536986,0.00448,0.252067363,20.44968274,123.883
1990.578082,0.00443,0.264391611,28.04021989,123.612
1990.619178,0.00448,0.298567353,29.40773437,123.341
1990.663014,0.0044,0.261944805,30.24591724,123.07
1990.70411,0.00443,0.275632514,26.94352404,122.799
1990.745205,0.0044,0.24972561,32.05503106,122.528
1990.789041,0.00458,0.280038108,41.76695625,122.257
1990.830137,0.00454,0.300165548,39.02556179,121.986
1990.871233,0.00447,0.3570367,27.0633791,121.715
1990.915068,0.00419,0.372940461,28.12918051,121.444
1990.931507,0.00417,0.370211327,33.73451977,121.173
1990.947945,0.00401,0.390903385,33.11813779,120.902
1990.964384,0.00433,0.420998915,37.54551642,120.631
1990.980822,0.00481,0.457011893,44.65637557,120.36
1990.99726,0.00427,0.430451891,40.62505739,120.089
1991.016438,0.00457,0.395336904,30.81987882,119.818
1991.032877,0.00434,0.383913676,40.97171653,119.547
1991.049315,0.00425,0.404569882,37.15210116,119.276
1991.065753,0.00419,0.412890256,30.43602521,119.005
1991.082192,0.00395,0.443239647,26.53955445,118.734
1991.09863,0.00387,0.460809353,31.39554028,118.463
1991.117808,0.00378,0.383079862,45.14046819,118.192
1991.126027,0.00389,0.386558315,44.30688239,117.921
1991.134247,0.00413,0.310316454,44.79632405,117.65
1991.142466,0.00496,0.316775673,46.19189421,117.379
1991.150685,0.00655,0.367380722,47.31200197,117.108
1991.158904,0.00971,0.446745799,39.56188421,116.837
1991.167123,0.0111,0.692725836,44.87234377,116.566
1991.175342,0.0111,0.613197996,35.34286587,116.295
1991.191781,0.0109,0.433465722,28.58471832,116.024
1991.208219,0.0122,0.360845986,32.62354512,115.753
1991.224658,0.0111,0.312346369,31.2736933,115.482
1991.241096,0.00818,0.255117875,40.89996809,115.211
1991.257534,0.00675,0.347779336,35.77966518,114.94
1991.273973,0.00663,0.48319766,34.38271553,114.669
1991.290411,0.00645,0.525451233,38.58286886,114.398
1991.306849,0.00614,0.354197618,36.0254716,114.127
1991.323288,0.00617,0.249323826,26.32662088,113.856
1991.339726,0.00583,0.260195435,30.7110623,113.585
1991.356164,0.00593,0.24928386,38.49029284,113.314
1991.375342,0.00595,0.228119917,32.05461627,113.043
1991.391781,0.00607,0.224268861,39.07759894,112.772
1991.408219,0.00616,0.212571023,44.84478755,112.501
1991.424658,0.00578,0.218118881,30.82906896,112.23
1991.441096,0.00586,0.257239001,30.37578384,111.959
1991.457534,0.00591,0.243990333,27.99380475,111.688
1991.473973,0.00574,0.308811988,32.40780928,111.417
1991.490411,0.00569,0.511908234,36.71917367,111.146
1991.506849,0.00544,0.699176703,41.37352844,110.875
1991.523288,0.00516,0.865455509,27.08059013,110.604
1991.539726,0.00529,0.306179077,31.67956541,110.333
1991.558904,0.00532,0.241088304,48.56455313,110.062
1991.589041,0.0052,0.267574429,37.10388451,109.791
1991.619178,0.0053,0.249271746,33.57456089,109.52
1991.652055,0.00548,0.241253725,35.91733389,109.249
1991.682192,0.00542,0.250309746,41.57858539,108.978
1991.715068,0.00473,0.284317053,45.23009367,108.707
1991.745205,0.00451,0.284200547,52.70829448,108.436
1991.778082,0.00382,0.274359963,43.20601396,108.165
1991.808219,0.00385,0.29987088,43.56475722,107.894
1991.841096,0.00374,0.30268425,37.67819,107.623
1991.871233,0.00383,0.324997206,46.3662679,107.352
1991.90411,0.00409,0.345529275,47.00826053,107.081
1991.917808,0.00415,0.355788499,60.10052729,106.81
1991.931507,0.00414,0.358616945,61.92772359,106.539
1991.947945,0.0041,0.399279436,65.3259544,106.268
1991.961644,0.0039,0.417731856,69.56432083,105.997
1991.978082,0.00383,0.342268125,66.64151951,105.726
1991.991781,0.00382,0.374682074,73.32277683,105.455
1992.008197,0.00383,0.417376665,71.73159306,105.184
1992.021858,0.00372,0.45923615,60.14022843,104.913
1992.035519,0.00357,0.448314973,78.04926085,104.642
1992.051913,0.00364,0.485140686,72.70306484,104.371
1992.081967,0.00336,0.529663811,68.75668691,103.8656
1992.095628,0.00331,0.668699061,54.20755308,103.605
1992.112022,0.00345,0.810843014,42.90240817,103.3444
1992.125683,0.00365,0.784180879,39.25033349,103.0838
1992.139344,0.00388,0.659825311,34.11309336,102.8232
1992.155738,0.00385,0.545486151,34.96618676,102.5626
1992.169399,0.00381,0.492650696,27.84184167,102.302
1992.185792,0.00352,0.483444617,49.79521704,102.0414
1992.199454,0.00334,0.490823002,61.38804629,101.7808
1992.215847,0.00344,0.493382491,68.51465295,101.5202
1992.229508,0.00369,0.436561536,64.72049321,101.2596
1992.243169,0.00376,0.407127318,30.60080361,100.999
1992.259563,0.00383,0.397363117,26.4978817,100.7384
1992.273224,0.00388,0.392896626,47.52776589,100.4778
1992.289617,0.00396,0.436488197,50.14022654,100.2172
1992.303279,0.00413,0.457729637,58.75085917,99.9566
1992.319672,0.00425,0.430782781,57.98112444,99.696
1992.333333,0.00452,0.346149185,47.33445661,99.4354
1992.346995,0.00448,0.332017234,35.4463622,99.1748
1992.363388,0.00456,0.226990083,54.08288091,98.9142
1992.377049,0.00446,0.226056546,43.32045586,98.6536
1992.393443,0.00445,0.198748256,34.50579896,98.393
1992.407104,0.00454,0.195135764,47.6430641,98.1324
1992.423497,0.00441,0.26049395,48.19966846,97.8718
1992.437158,0.00444,0.320423181,50.46694887,97.6112
1992.45082,0.0041,0.294372732,40.28834883,97.3506
1992.467213,0.00404,0.291260371,33.71038795,97.09
1992.480874,0.00386,0.276986187,30.29446021,96.8294
1992.497268,0.00384,0.2836188,37.91802363,96.5688
1992.510929,0.00396,0.262523473,45.12528146,96.3082
1992.527322,0.00398,0.272862216,42.71721264,96.0476
1992.540984,0.00408,0.258290185,49.93766221,95.787
1992.554645,0.0042,0.284978342,32.10130497,95.5264
1992.571038,0.00422,0.264723021,38.4160534,95.2658
1992.584699,0.00424,0.260049387,48.00089803,95.0052
1992.601093,0.00412,0.230936609,39.04468758,94.7446
1992.614754,0.00414,0.242202183,36.35778998,94.484
1992.631148,0.00407,0.232729706,36.35528358,94.2234
1992.666667,0.00387,0.297704566,35.14448771,93.9628
1992.702186,0.00382,0.330307813,39.04556675,93.7022
1992.737705,0.00368,0.330485794,44.58997558,93.4416
1992.773224,0.00361,0.322292369,41.96799219,93.181
1992.808743,0.00335,0.34387347,39.11938549,92.9204
1992.844262,0.00327,0.320442578,52.68489009,92.6598
1992.879781,0.00346,0.335122893,44.52704797,92.3992
1992.915301,0.00384,0.357850381,52.19642994,92.1386
1992.953552,0.00414,0.313018328,45.02556111,91.878
1992.961749,0.00415,0.321518712,41.20582349,91.6174
1992.969945,0.00408,0.321693062,41.01523811,91.3568
1992.980874,0.00386,0.321109551,45.93493128,91.0962
1992.989071,0.0037,0.362643677,49.78312006,90.8356
1992.997268,0.00343,0.362226786,45.83377219,90.575
1993.008219,0.00339,0.367410441,39.96652823,90.3144
1993.016438,0.00339,0.379680358,34.91601939,90.0538
1993.024658,0.00338,0.362617925,39.75055104,89.7932
1993.035616,0.0035,0.341311895,31.31598701,89.5326
1993.043836,0.00351,0.342728998,26.87525363,89.272
1993.052055,0.00348,0.289194899,30.25368077,89.0114
1993.063014,0.00364,0.29960365,35.77810834,88.7508
1993.071233,0.00349,0.334299732,39.14376779,88.4902
1993.079452,0.0036,0.366750652,45.3474201,88.2296
1993.090411,0.00372,0.387759856,45.88433934,87.969
1993.09863,0.00379,0.396287957,34.9934601,87.7084
1993.106849,0.00386,0.338324635,29.05576395,87.4478
1993.117808,0.00382,0.303193513,31.52861538,87.1872
1993.126027,0.00385,0.308032253,26.87989934,86.9266
1993.134247,0.00386,0.354332529,33.87598945,86.666
1993.145205,0.00405,0.404308165,30.55250976,86.4054
1993.153425,0.0041,0.531127285,27.2272711,86.1448
1993.161644,0.00409,0.582914541,33.11803196,85.8842
1993.172603,0.00387,0.460185108,42.02484746,85.6236
1993.180822,0.00393,0.367586003,34.29621306,85.363
1993.189041,0.00386,0.325387425,29.84584291,85.1024
1993.2,0.00392,0.315514798,32.00927957,84.8418
1993.208219,0.00408,0.332135657,42.97688139,84.5812
1993.219178,0.00406,0.300505798,44.01933815,84.3206
1993.238356,0.0041,0.356240605,24.80653192,84.06
1993.257534,0.00428,0.34144078,26.90300945,83.7994
1993.276712,0.00421,0.253272861,24.35045658,83.5388
1993.29589,0.00415,0.21955104,23.67774755,83.2782
1993.315068,0.00414,0.205708144,22.48924072,83.0176
1993.334247,0.00407,0.202783275,26.41257792,82.757
1993.356164,0.00405,0.212139824,25.53637503,82.4964
1993.375342,0.00393,0.228765992,35.02933849,82.2358
1993.394521,0.00394,0.201783174,29.27975787,81.9752
1993.413699,0.00378,0.207106287,26.942888,81.7146
1993.432877,0.00385,0.213483841,24.42631749,81.454
1993.452055,0.00397,0.248913321,26.2264777,81.1934
1993.471233,0.00397,0.230868341,31.31327918,80.9328
1993.493151,0.00397,0.233870481,23.82437699,80.6722
1993.512329,0.00402,0.234238425,38.06502419,80.4116
1993.531507,0.00396,0.224190586,35.4905854,80.151
1993.550685,0.0039,0.252226624,33.90343534,79.8904
1993.569863,0.00394,0.309671246,42.1431679,79.6298
1993.589041,0.00393,0.374363882,39.88380157,79.3692
1993.608219,0.00385,0.530355971,29.77208977,79.1086
1993.630137,0.0039,0.384126869,33.68235433,78.848
1993.649315,0.00381,0.298755969,35.23460752,78.5874
1993.668493,0.00383,0.337167142,27.34803073,78.3268
1993.687671,0.00379,0.329807741,28.2103049,78.0662
1993.706849,0.00384,0.316767735,30.40449653,77.8056
1993.726027,0.00374,0.31083383,37.02207644,77.545
1993.745205,0.00387,0.350062465,34.77777439,77.2844
1993.767123,0.00393,0.34805459,45.58605926,77.0238
1993.786301,0.00368,0.335845864,29.80473577,76.7632
1993.805479,0.00372,0.380872899,39.27436926,76.5026
1993.824658,0.00355,0.389406355,32.69713177,76.242
1993.843836,0.00359,0.411218249,32.55305425,75.9814
1993.863014,0.00359,0.354837451,36.80331709,75.7208
1993.884932,0.00362,0.378902072,32.42589985,75.4602
1993.89863,0.00359,0.357271623,38.20650061,75.1996
1993.915068,0.0036,0.343103109,35.99278419,74.939
1993.931507,0.0037,0.334029992,39.76700723,74.6784
1993.947945,0.00365,0.372316088,37.94605551,74.4178
1993.961644,0.00361,0.345046627,37.35857948,74.1572
1993.978082,0.00388,0.457573579,33.91379732,73.8966
1993.994521,0.00377,0.533097515,42.44553209,73.636
1994.010959,0.00359,0.595290822,31.34795003,73.3754
1994.024658,0.00354,0.540268831,30.93210601,73.1148
1994.041096,0.00356,0.636839924,37.44880325,72.8542
1994.057534,0.00362,0.784159104,35.66142544,72.5936
1994.073973,0.0037,0.847790339,27.77596918,72.333
1994.090411,0.00379,0.649374978,26.64771326,72.0724
1994.10411,0.00393,0.425411842,20.03367759,71.8118
1994.120548,0.00411,0.392222459,24.4374081,71.5512
1994.136986,0.00397,0.378860718,31.83686867,71.2906
1994.153425,0.00389,0.370966199,27.64793792,71.03
1994.167123,0.00398,0.36455517,26.52871031,70.7694
1994.183562,0.00392,0.396503975,29.83878712,70.5088
1994.2,0.00392,0.396881953,38.80813964,70.2482
1994.216438,0.00415,0.408700229,28.93893374,69.9876
1994.232877,0.00464,0.387827933,33.30339,69.727
1994.246575,0.00561,0.328562127,31.9109395,69.4664
1994.263014,0.00617,0.28539538,20.94760276,69.2058
1994.279452,0.00588,0.269320545,26.9840099,68.9452
1994.29589,0.00542,0.279999247,30.08937575,68.6846
1994.309589,0.005,0.286722662,35.02382246,68.424
1994.326027,0.00445,0.22586632,27.38901294,68.1634
1994.342466,0.00432,0.231299332,29.29194617,67.9028
1994.358904,0.004,0.18748208,24.49735331,67.6422
1994.372603,0.00397,0.202150806,29.64341171,67.3816
1994.389041,0.00397,0.210525989,30.91656793,67.121
1994.405479,0.00403,0.236307349,28.06971629,66.8604
1994.421918,0.00412,0.237485548,22.17691347,66.5998
1994.438356,0.00399,0.223582268,25.03694287,66.3392
1994.452055,0.00395,0.243284973,32.86385465,66.0786
1994.468493,0.00391,0.226778892,26.23680813,65.818
1994.484932,0.00405,0.2520171,26.50248807,65.5574
1994.50137,0.00399,0.262732455,35.93607134,65.2968
1994.515068,0.00395,0.23820725,34.26043603,65.0362
1994.531507,0.00405,0.258210983,23.14103248,64.7756
1994.547945,0.00397,0.278845723,27.93748366,64.515
1994.564384,0.00395,0.277247584,33.95262025,64.2544
1994.580822,0.00388,0.346173097,37.95114908,63.9938
