Age,Ba138Ca,BaCa,BCa,Cd,CdCa,Ce,CeCa,Eu,EuCa,Gd,GdCa,La,LaCa,LiCa,Lu,LuCa,MgCa,Mn,MnCa,P,PbCa,PCa,Pr,PrCa,Sm,SmCa,SrCa,UCa,Y,Yb,YbCa,YCa,ZnCa,Distance
1979.142646,0.003169487,0.003042197,0.389625411,0.002757104,2.45E-06,19.27616306,1.38E-05,1.776105983,1.17E-06,9.409289644,5.99E-06,30.42035204,2.19E-05,0.00520301,3.259357822,1.86E-06,3.577708833,0.316801335,0.000577138,4.363730847,0.000905037,0.014100223,5.560171043,3.95E-06,3.795483228,2.53E-06,8.819397125,0.001318999,183.74733,16.90551755,9.78E-06,0.00020685,0.002684083,357.5563636
1979.161771,0.003218613,0.003169981,0.405705893,0.000364879,3.25E-07,23.65632168,1.69E-05,2.974453888,1.96E-06,15.70078874,9.99E-06,35.64000407,2.57E-05,0.005414377,3.841764909,2.20E-06,3.649360325,0.382989698,0.000697717,4.002155165,0.001236498,0.012931889,5.984873191,4.25E-06,10.0501609,6.69E-06,8.874820455,0.001310803,200.043465,23.59675721,1.36E-05,0.000225195,0.004021305,357.2653419
1979.180896,0.003480961,0.003446132,0.410786073,0.005248909,4.67E-06,30.8487971,2.20E-05,2.91181683,1.92E-06,12.41660957,7.90E-06,44.2827535,3.19E-05,0.005368228,3.192780704,1.83E-06,3.445391954,0.405937964,0.000739524,7.421751358,0.001123231,0.023981395,8.63902293,6.14E-06,9.996833957,6.65E-06,9.157654694,0.001458739,232.951542,24.023375,1.39E-05,0.000262241,0.003800048,356.9743202
1979.200021,0.003662079,0.003569683,0.383481664,0.01028021,9.15E-06,32.59729769,2.33E-05,3.625617381,2.39E-06,16.34666429,1.04E-05,60.28125434,4.34E-05,0.005021931,5.522253363,3.16E-06,2.763658732,0.343988569,0.000626667,7.127958149,0.000710112,0.023032081,12.56358258,8.92E-06,17.11657473,1.14E-05,9.197021271,0.001661944,273.752305,30.24543644,1.75E-05,0.000308171,0.001910198,356.6832986
1979.219146,0.003577633,0.003519409,0.384538864,0.00509217,4.53E-06,31.72312633,2.27E-05,3.420348558,2.25E-06,16.34927976,1.04E-05,45.46083357,3.28E-05,0.004870288,4.840975901,2.77E-06,2.774178983,0.329097833,0.000599539,6.485192411,0.00091733,0.020955156,8.04420513,5.71E-06,11.48816708,7.65E-06,9.053818329,0.001560435,240.624597,27.14215374,1.57E-05,0.000270878,0.001978876,356.3922769
1979.238271,0.004063079,0.004107328,0.371640084,0.006027937,5.37E-06,35.33495768,2.52E-05,2.960091613,1.95E-06,14.38813414,9.16E-06,50.82990079,3.66E-05,0.004650256,6.060520624,3.47E-06,2.834536931,0.344308788,0.00062725,6.433328814,0.001174827,0.020787573,8.78237274,6.24E-06,8.127009957,5.41E-06,9.194764581,0.001675961,275.673986,26.11144613,1.51E-05,0.000310334,0.002466511,356.1012552
1979.257396,0.004106194,0.00420764,0.387721032,0.002831917,2.52E-06,27.68408484,1.98E-05,3.11785194,2.05E-06,15.95564593,1.02E-05,37.10927196,2.67E-05,0.005422138,3.269012236,1.87E-06,3.217682017,0.355350413,0.000647365,6.503905371,0.001276684,0.021015622,7.132187819,5.07E-06,6.74335456,4.49E-06,9.182746672,0.001485988,181.890304,15.52008099,8.98E-06,0.000204759,0.003834957,355.8102335
1979.276521,0.004025951,0.003959097,0.380351963,0.000442653,3.94E-07,38.61286905,2.76E-05,2.661317038,1.75E-06,16.64602188,1.06E-05,55.42714784,3.99E-05,0.004893536,7.080513913,4.05E-06,2.471943702,0.30290196,0.000551816,6.960379612,0.001158982,0.022490596,11.22256062,7.97E-06,9.740168301,6.48E-06,9.275925009,0.001727757,309.242242,32.9395876,1.91E-05,0.000348123,0.001927865,355.5192119
1979.295646,0.004359257,0.004359097,0.402944344,0.010629675,9.46E-06,31.8991015,2.28E-05,3.123929019,2.06E-06,6.064936077,3.86E-06,42.72937417,3.08E-05,0.005157013,5.683303997,3.25E-06,2.902337765,0.338949464,0.000617486,7.003372756,0.001098079,0.022629517,8.014882472,5.69E-06,9.528531033,6.34E-06,9.23293214,0.001595405,230.847558,21.34296909,1.23E-05,0.000259872,0.002486433,355.2281902
1979.314772,0.004480337,0.004235377,0.405722197,0.006355664,5.66E-06,26.04525178,1.86E-05,1.562317996,1.03E-06,14.51502921,9.24E-06,31.78495632,2.29E-05,0.005390474,5.117740194,2.93E-06,3.220032034,0.327423037,0.000596488,6.508575671,0.000898564,0.021030713,6.121736283,4.35E-06,6.456164597,4.30E-06,8.966352594,0.001503879,188.84008,23.88701933,1.38E-05,0.000212583,0.003258859,354.9371685
1979.333897,0.003960489,0.004057216,0.437023194,0.009475847,8.44E-06,15.92613626,1.14E-05,0.93308968,6.15E-07,8.168340522,5.20E-06,24.73075603,1.78E-05,0.005150603,2.805136104,1.60E-06,3.25684477,0.287846399,0.000524389,4.120949261,0.000725196,0.01331574,2.978884877,2.12E-06,6.609313005,4.40E-06,9.002836271,0.00138023,132.032545,15.41199713,8.91E-06,0.000148633,0.00180625,354.6461469
1979.353022,0.004220216,0.004115019,0.408523151,0.008308862,7.40E-06,23.05745115,1.65E-05,2.011025422,1.32E-06,12.33366354,7.85E-06,33.2581014,2.40E-05,0.005056919,3.390791723,1.94E-06,3.077294231,0.304943371,0.000555535,5.501615691,0.00085582,0.017776993,5.526937654,3.93E-06,5.859815989,3.90E-06,9.081180756,0.001461825,182.736223,19.38222177,1.12E-05,0.000205712,0.002763946,354.3551252
1979.372147,0.004526295,0.004323512,0.413523444,0.006517334,5.80E-06,18.62335979,1.33E-05,2.63977289,1.74E-06,5.690967594,3.62E-06,24.97228886,1.80E-05,0.005334575,2.564999949,1.47E-06,3.294484034,0.337439767,0.000614736,7.555016865,0.001165189,0.024412007,4.651934649,3.30E-06,7.656182983,5.10E-06,8.875628707,0.001404685,146.820439,17.10735261,9.89E-06,0.00016528,0.004139118,354.0641035
1979.391272,0.004302338,0.004217328,0.424535166,0.004813208,4.29E-06,20.4291266,1.46E-05,2.586443039,1.70E-06,10.58899083,6.74E-06,26.1488571,1.88E-05,0.005117975,2.895444307,1.66E-06,3.212371933,0.338273349,0.000616255,7.643404593,0.00106798,0.024697608,4.8932831,3.48E-06,8.351866478,5.56E-06,9.118367526,0.001487632,144.177793,15.36962013,8.89E-06,0.000162305,0.003861156,353.7730818
1979.410397,0.004538982,0.004823779,0.426013473,0.015476902,1.38E-05,21.80916356,1.56E-05,2.278756937,1.50E-06,13.31876741,8.48E-06,26.15618148,1.88E-05,0.006005376,2.423560144,1.39E-06,3.229172946,0.442469585,0.000806076,14.21897418,0.00149482,0.045944794,5.250390567,3.73E-06,6.985332211,4.65E-06,9.144625921,0.001495115,147.100763,15.03825184,8.70E-06,0.000165596,0.006720465,353.4820602
1979.429522,0.004619865,0.004667212,0.429933719,0.010786417,9.60E-06,32.46774515,2.32E-05,3.330559989,2.19E-06,17.79578278,1.13E-05,39.74761988,2.86E-05,0.005439712,6.117025437,3.50E-06,2.488108856,0.330063831,0.000601299,9.354124376,0.000998334,0.030225339,9.273355561,6.59E-06,6.061825439,4.03E-06,9.46526105,0.001885215,234.160274,28.46073019,1.65E-05,0.000263601,0.00278505,353.1910385
1979.448647,0.004146241,0.004329935,0.430675014,0.002746225,2.45E-06,25.42603956,1.82E-05,3.84984434,2.54E-06,14.04941009,8.94E-06,38.12116416,2.75E-05,0.005453403,5.191293664,2.97E-06,2.29066686,0.253537189,0.000461885,6.148015831,0.001079135,0.019865661,7.782570613,5.53E-06,8.672126067,5.77E-06,9.572698267,0.001870153,209.948275,22.21762673,1.29E-05,0.000236345,0.002384654,352.9000168
1979.467772,0.004696179,0.005132289,0.413769893,0.014158363,1.26E-05,30.28869655,2.16E-05,1.717566796,1.13E-06,14.73597937,9.38E-06,43.47756375,3.13E-05,0.005580421,3.829387944,2.19E-06,2.462314941,0.360620551,0.000656966,10.48412947,0.001009631,0.033876647,8.074623424,5.74E-06,10.95958374,7.30E-06,9.56144722,0.001901425,211.717237,19.33345333,1.12E-05,0.000238336,0.004582025,352.6089952
1979.486897,0.005559082,0.005408479,0.416804283,0.000251419,2.24E-07,25.2416331,1.80E-05,2.193469064,1.44E-06,14.93739347,9.51E-06,38.44623676,2.77E-05,0.005643424,5.143711227,2.94E-06,2.821180596,0.404556428,0.000737007,10.41291012,0.001331741,0.033646521,7.389653484,5.25E-06,9.366348031,6.23E-06,9.504551414,0.001782052,200.137498,25.52992772,1.48E-05,0.000225301,0.004430086,352.3179735
1979.506022,0.004093527,0.00407975,0.441618457,0.004627063,4.12E-06,25.9581432,1.85E-05,2.238232891,1.47E-06,18.03546183,1.15E-05,32.33942767,2.33E-05,0.00537075,4.205132386,2.41E-06,2.582879606,0.218532315,0.000398115,3.953895343,0.000990885,0.01277595,7.794364688,5.54E-06,3.649156657,2.43E-06,9.269888657,0.001513976,192.514496,17.41269537,1.01E-05,0.000216719,0.00185101,352.0269518
1979.525147,0.00465756,0.004449433,0.44240115,0.003611057,3.22E-06,32.47538449,2.32E-05,3.348454048,2.21E-06,15.45481644,9.84E-06,45.36728054,3.27E-05,0.005307943,3.909761635,2.24E-06,2.409704728,0.295853287,0.000538975,7.489365248,0.001252813,0.024199871,8.194179586,5.82E-06,9.977559654,6.64E-06,9.346135352,0.001729309,223.05224,18.59867718,1.08E-05,0.000251097,0.002598597,351.7359301
1979.544273,0.004679612,0.004314097,0.437228243,0.009565992,8.52E-06,30.42370666,2.17E-05,3.906557489,2.57E-06,18.25995115,1.16E-05,44.29969294,3.19E-05,0.005321581,5.116230237,2.93E-06,2.275576126,0.273397136,0.000498065,6.584738883,0.001218392,0.021276814,7.806226165,5.54E-06,10.17530961,6.77E-06,9.441346234,0.001759222,201.656159,20.56650836,1.19E-05,0.00022701,0.002792186,351.4449085
1979.563398,0.004386825,0.004712262,0.468390485,0.009646094,8.59E-06,22.67483831,1.62E-05,2.486997959,1.64E-06,10.13962184,6.45E-06,29.95077671,2.16E-05,0.006142498,2.818666822,1.61E-06,2.872839386,0.343620568,0.000625996,7.272556103,0.001443629,0.023499311,6.033800833,4.29E-06,5.200361452,3.46E-06,9.16962391,0.001479149,152.371475,16.90320839,9.78E-06,0.000171529,0.007667329,351.1538868
1979.582523,0.005534259,0.005271994,0.426138364,0.006091404,5.42E-06,31.1525976,2.23E-05,3.915094312,2.58E-06,14.60136737,9.29E-06,42.86062581,3.09E-05,0.0050974,4.828764609,2.76E-06,2.068588289,0.272161584,0.000495815,6.1814874,0.001106211,0.019973815,8.685845962,6.17E-06,8.225386878,5.48E-06,9.515500405,0.00197362,195.905197,22.29510764,1.29E-05,0.000220536,0.002479199,350.8628651
1979.601648,0.004609264,0.004399544,0.440084535,0.000714397,6.36E-07,31.10423092,2.22E-05,3.091953333,2.04E-06,12.83201095,8.17E-06,42.49001644,3.06E-05,0.005179409,5.399413576,3.09E-06,2.038482545,0.261617053,0.000476605,6.584908365,0.001168806,0.021277362,7.513996301,5.34E-06,7.960522736,5.30E-06,9.602944851,0.001876264,200.066843,15.33625903,8.87E-06,0.000225221,0.002001707,350.5718434
1979.618406,0.004604947,0.004663237,0.467670882,0.012994269,1.16E-05,29.21088044,2.09E-05,1.770916296,1.17E-06,10.05822236,6.40E-06,37.91552798,2.73E-05,0.005818275,2.104520823,1.20E-06,2.456801211,0.356810881,0.000650026,8.261355808,0.001338698,0.026694351,8.023885756,5.70E-06,7.326592637,4.88E-06,9.451684016,0.00173228,177.697717,12.21123811,7.06E-06,0.00020004,0.005297241,350.2808218
1979.635164,0.004911006,0.004636581,0.469456909,0.018804325,1.67E-05,22.40790218,1.60E-05,2.797269994,1.84E-06,15.21695566,9.69E-06,28.65053938,2.06E-05,0.005844624,2.405626959,1.38E-06,2.587785847,0.36824823,0.000670862,6.297616944,0.00160287,0.020349057,5.411226464,3.84E-06,5.688977047,3.79E-06,9.344418627,0.001601669,137.819303,11.25383024,6.51E-06,0.000155147,0.004233839,349.9898001
1979.651923,0.004136416,0.004396621,0.455707779,0.013296468,1.18E-05,22.50857067,1.61E-05,2.437756587,1.61E-06,12.69017156,8.08E-06,30.40254723,2.19E-05,0.005144033,4.058218677,2.32E-06,2.29692568,0.335591739,0.000611369,6.342818144,0.001125582,0.020495112,5.96090447,4.23E-06,6.667616186,4.44E-06,9.332322672,0.001685564,170.661762,16.83950115,9.74E-06,0.000192119,0.002374318,349.6987784
1979.668681,0.004349857,0.004292796,0.480996939,0.008129085,7.24E-06,23.94072995,1.71E-05,3.260400045,2.15E-06,14.09144354,8.97E-06,30.33986034,2.19E-05,0.005480917,3.599166069,2.06E-06,2.440397014,0.361881707,0.000659264,7.618765508,0.001051249,0.024617993,6.12243062,4.35E-06,7.959179758,5.30E-06,9.34537545,0.001658845,150.505581,15.74851765,9.11E-06,0.000169429,0.002854606,349.4077568
1979.685439,0.00332986,0.003713331,0.470497203,0.006680933,5.95E-06,20.31340272,1.45E-05,1.450504119,9.55E-07,13.0984426,8.34E-06,29.15038839,2.10E-05,0.005179976,2.905074208,1.66E-06,2.376202783,0.256858654,0.000467936,2.684424271,0.000762149,0.008673996,5.201238724,3.69E-06,11.38962259,7.58E-06,9.30654629,0.001664015,148.084645,13.62303144,7.88E-06,0.000166703,0.001291639,349.1167351
1979.702197,0.003720942,0.003862496,0.474660655,0.006293646,5.60E-06,20.12168742,1.44E-05,2.273497667,1.50E-06,9.081504329,5.78E-06,26.21436326,1.89E-05,0.005637587,2.730746107,1.56E-06,2.628688015,0.305530627,0.000556605,6.991162158,0.001073334,0.022590062,5.68694816,4.04E-06,7.661091181,5.10E-06,8.977721854,0.001431501,134.880241,13.17877066,7.62E-06,0.000151839,0.003697567,348.8257134
