Age,BaCa,BCa,MgCa,SrCa,UCa,Dist
1996.1174,0.005039939,0.388155622,3.606752938,8.724573599,1.192419637,39.47
1996.1236,0.005014463,0.387390361,3.690552781,8.756232746,1.184227509,39.2
1996.1298,0.005006359,0.386622336,3.742250349,8.783591116,1.167954037,38.94
1996.1361,0.004998906,0.389271407,3.782352233,8.792700483,1.162802895,38.67
1996.1423,0.004993347,0.38736082,3.78696753,8.770885584,1.149525153,38.41
1996.1485,0.005035007,0.385713607,3.79593213,8.767117659,1.151877058,38.14
1996.1547,0.005110026,0.387276057,3.802884444,8.839262213,1.172219874,37.88
1996.1609,0.005144801,0.393507153,3.802682604,8.801635135,1.168422632,37.61
1996.1671,0.005180343,0.391733627,3.775994924,8.805878707,1.16798586,37.35
1996.1734,0.005169455,0.388072434,3.774604793,8.738945353,1.155409714,37.08
1996.1796,0.005184106,0.387825183,3.760665759,8.73805762,1.148144761,36.82
1996.1858,0.005205089,0.38743246,3.763993284,8.681022143,1.140482696,36.55
1996.192,0.005206122,0.388103906,3.78942455,8.69495813,1.140757501,36.29
1996.2066,0.004961138,0.418632754,3.98042435,8.564724409,1.225715513,36.02
1996.2213,0.004925166,0.435752675,3.883936088,8.676090549,1.278964053,35.76
1996.2359,0.004836902,0.439733119,3.771107923,8.816105699,1.294437452,35.49
1996.2506,0.004468265,0.442304182,3.377485887,8.97738372,1.401027267,35.23
1996.2652,0.004348868,0.446870575,3.354715825,8.788007634,1.365074439,34.96
1996.2798,0.004498097,0.45163414,3.681605643,8.892173989,1.395249281,34.7
1996.2945,0.00427144,0.442467162,3.517050359,8.832958603,1.35702515,34.43
1996.3091,0.004066064,0.431125167,3.317567711,8.981391841,1.425357965,34.17
1996.3238,0.004110482,0.432385477,3.380906209,8.842025377,1.292171843,33.9
1996.3384,0.004104202,0.429816802,3.565219716,8.912710293,1.249815738,33.64
1996.353,0.003996865,0.415957681,3.548179304,8.814560106,1.194079855,33.37
1996.3677,0.004017772,0.420153395,3.536207677,8.777574531,1.184036522,33.11
1996.3823,0.004195625,0.450272311,3.519585956,8.970907041,1.326449021,32.84
1996.397,0.004129628,0.425830399,3.040359504,9.139908716,1.471765807,32.58
1996.4116,0.00417491,0.436515232,3.314294624,8.900948593,1.370230801,32.32
1996.4262,0.004214931,0.438395149,2.968854552,9.255764564,1.488353083,32.05
1996.4409,0.003973322,0.456577179,2.966036537,9.079135019,1.47343062,31.79
1996.4555,0.003940222,0.440495475,3.002603277,9.066212977,1.453976571,31.52
1996.4702,0.003795103,0.454820439,2.941684358,8.995261684,1.408932602,31.26
1996.4848,0.003869186,0.478540867,3.055340974,9.144118806,1.384531939,30.99
1996.4994,0.00366819,0.454036646,2.896430055,9.057980023,1.382186438,30.73
1996.5141,0.003572641,0.452864779,2.680411136,9.055671176,1.328999911,30.46
1996.5287,0.003469308,0.455810804,2.579611591,9.156277941,1.382033752,30.2
1996.5434,0.002829782,0.450134501,2.466295124,9.206700563,1.448634024,29.93
1996.558,0.002759,0.450744451,2.594803321,9.104059027,1.389076553,29.67
1996.5688,0.002862073,0.448180087,2.431042121,9.138963397,1.411938842,29.4
1996.5796,0.003128111,0.471019029,2.335345693,9.224388761,1.498419774,29.14
1996.5903,0.003311663,0.477624768,2.49521377,9.165746678,1.444296811,28.87
1996.6011,0.003518765,0.462722507,2.387977289,9.266637185,1.480867992,28.61
1996.6119,0.003707473,0.478990997,2.463151164,9.259642268,1.484764139,28.34
1996.6227,0.00381258,0.450251089,2.363901704,9.262451268,1.494245749,28.08
1996.6335,0.003774364,0.472648326,2.546834203,9.215901186,1.430476,27.81
1996.6442,0.003726058,0.455816491,2.66156669,9.19927667,1.357573956,27.55
1996.655,0.0036967,0.450345074,2.692865486,9.0789386,1.289029763,27.28
1996.6658,0.003713902,0.465970749,2.861638298,8.9763255,1.299440493,27.02
1996.6766,0.003628992,0.461299237,2.940469446,8.992023279,1.275796009,26.75
1996.6874,0.003669671,0.439860051,3.290358834,8.933309381,1.237074325,26.49
1996.6981,0.003655884,0.427475177,3.151336459,8.869875128,1.309274849,26.22
1996.7089,0.003639845,0.440744006,3.57735984,9.019573686,1.25408256,25.96
1996.7197,0.003686002,0.426788495,2.918298224,9.086171001,1.352646868,25.69
1996.7305,0.003689112,0.420816375,2.800307609,9.097938858,1.408464472,25.43
1996.7413,0.003688071,0.424761307,3.117632131,9.118884887,1.371880431,25.16
1996.752,0.003756859,0.424208262,2.92226017,9.119879428,1.399467278,24.9
1996.7628,0.003828692,0.444636457,3.100032785,9.134554173,1.479416875,24.63
1996.7736,0.003846938,0.419388605,3.378057253,9.199928697,1.418281761,24.37
1996.7844,0.003726779,0.426466232,3.200559976,9.029076903,1.411175021,24.1
1996.7952,0.003769267,0.428738414,3.209744041,8.960878974,1.376123489,23.84
1996.806,0.003546979,0.41281233,3.619321411,8.71958542,1.248105948,23.57
1996.8167,0.003697675,0.412512252,3.341241316,8.956532949,1.242811456,23.31
1996.8275,0.003606518,0.435336714,3.332094429,9.119510527,1.370403168,23.04
1996.8383,0.00371714,0.450250553,3.4881807,9.071637842,1.323347585,22.78
1996.8491,0.003548233,0.427767377,3.658317544,8.881339709,1.21261729,22.51
1996.8599,0.003708395,0.439414275,3.760550698,8.917683445,1.231262744,22.25
1996.8706,0.003665568,0.413764147,3.439536102,9.031801111,1.286353872,21.98
1996.8814,0.003718237,0.404547389,3.735879729,8.914380729,1.212365536,21.72
1996.8922,0.003678638,0.402011472,3.761773465,9.016189228,1.254453094,21.46
1996.903,0.003742489,0.401736908,3.412820195,9.02012468,1.34292908,21.19
1996.9138,0.003580528,0.397562345,3.802878266,8.904357346,1.257565242,20.93
1996.9245,0.003676076,0.410533763,3.964722603,8.89020735,1.251964373,20.66
1996.9353,0.003647009,0.404568793,3.97529814,8.878269933,1.196407649,20.4
1996.9461,0.003731378,0.41364959,3.972652743,8.873853688,1.2351929,20.13
1996.9569,0.003719975,0.414080052,4.042848842,8.864970986,1.075434697,19.87
1996.9677,0.003702238,0.416583266,3.966867392,8.810826621,1.128741473,19.6
1996.9784,0.003777567,0.405664582,3.631692966,9.054925628,1.247004834,19.34
1996.9892,0.003749689,0.405724312,3.694990255,8.815134316,1.175782444,19.07
1997,0.003803757,0.415363373,3.494312635,8.948581092,1.223075428,18.81
1997.0166,0.004179614,0.404616606,3.47836959,8.873033821,1.219700577,18.54
1997.0333,0.004423998,0.401195002,3.461133956,9.000751687,1.247583588,18.28
1997.0499,0.004423303,0.388771596,3.758627322,8.761873672,1.15574467,18.01
1997.0666,0.004819707,0.378452533,3.600808745,8.79548822,1.173503033,17.75
1997.0832,0.005051163,0.358048448,3.416329719,9.009038651,1.251829373,17.48
1997.0999,0.006488869,0.369965428,3.525767382,8.889451618,1.175041358,17.22
1997.1165,0.007197304,0.39980138,3.493038874,8.808827323,1.205322462,16.95
1997.1332,0.007582507,0.412067479,3.424459826,8.921417208,1.209910629,16.69
1997.1498,0.00746995,0.40535858,3.535762986,8.879977597,1.231141881,16.42
1997.1665,0.007395075,0.400860309,2.783603804,9.185172454,1.432040569,16.16
1997.1831,0.007166377,0.420689999,2.821160419,9.051599723,1.462118587,15.89
1997.1998,0.007694142,0.4317527,3.104807911,9.00717021,1.369348979,15.63
1997.2164,0.007557468,0.424498482,2.952959906,9.011797686,1.348086908,15.36
1997.2331,0.006221343,0.450938024,3.405821766,8.928720179,1.287597439,15.1
1997.2497,0.005189085,0.458584478,3.160993014,9.108139666,1.420304283,14.83
1997.2664,0.004600701,0.447502896,2.929865914,9.265496167,1.441385773,14.57
1997.283,0.004105327,0.451559679,2.968316321,9.076259107,1.347920834,14.3
1997.3229,0.004192921,0.465314115,2.584077363,9.219270911,1.533096033,14.04
1997.3629,0.004070154,0.464908559,2.45187843,9.267505394,1.591164321,13.77
1997.4028,0.004292052,0.477969931,2.465161909,9.471250193,1.585736361,13.51
1997.4428,0.004162457,0.475490592,2.46889314,9.41320842,1.615551517,13.24
1997.4827,0.004243332,0.488146592,2.505719939,9.421542564,1.570561998,12.98
1997.5227,0.004186234,0.476556377,2.599447131,9.373017767,1.581921245,12.71
1997.5626,0.004027653,0.462732397,2.360223059,9.378045369,1.579978968,12.45
1997.6026,0.004100363,0.480226121,2.281833804,9.672616131,1.703654743,12.18
1997.6425,0.003983562,0.464549634,2.141224176,9.664916082,1.691528092,11.92
1997.6825,0.003762338,0.505411867,2.48574865,9.314496717,1.484498423,11.65
1997.7224,0.003943491,0.495893335,2.51118408,9.439747692,1.499503644,11.39
1997.7624,0.00395039,0.515331693,2.632747776,9.258316411,1.461899669,11.12
1997.8023,0.003846862,0.485441149,2.541409876,9.261968477,1.429080106,10.86
1997.8423,0.003902461,0.467917571,2.479602166,9.293353227,1.39175321,10.6
1997.8822,0.004024863,0.468241165,2.555398307,9.299792419,1.388263251,10.33
1997.9222,0.003759713,0.478304334,2.723796831,9.108056444,1.320537475,10.07
1997.9621,0.003955655,0.476540091,2.834277362,9.168935691,1.302103953,9.8
1997.9661,0.003863139,0.48084985,3.013089867,9.04782742,1.267896464,9.54
1997.9701,0.003858865,0.464389907,2.948685392,9.105498759,1.265142615,9.27
1997.9741,0.003849103,0.461779892,3.026219956,9.020763228,1.246079008,9.01
1997.9781,0.00392172,0.453631334,3.34929016,8.943409521,1.246931434,8.74
1997.9821,0.003926092,0.465107204,3.189363072,8.966535688,1.306434354,8.48
1997.9861,0.003864586,0.451782392,3.19319368,8.956039819,1.366862226,8.21
1997.9901,0.003846384,0.413133408,3.25050075,8.897140414,1.264087407,7.95
1997.9941,0.003881721,0.396895562,3.07359494,8.955340662,1.376444494,7.68
1997.9981,0.004033913,0.406621767,3.204381043,9.050676858,1.366592202,7.42
1998.002,0.003935407,0.432710672,3.690930123,8.90423637,1.207652998,7.15
1998.006,0.003938627,0.412872898,3.61821796,8.743650328,1.164525379,6.89
1998.01,0.003862853,0.43477397,3.705523478,8.763503889,1.233050634,6.62
1998.014,0.00385654,0.443645811,3.565852086,8.956304222,1.305219105,6.36
1998.018,0.003757295,0.424404877,3.184221946,9.003955182,1.398275574,6.09
1998.022,0.003682347,0.430010806,3.534047473,8.908346149,1.252872801,5.83
1998.026,0.003779446,0.419719781,3.694180937,8.92044029,1.306220405,5.56
1998.03,0.003708191,0.422274404,3.484759735,9.126265191,1.363335779,5.3
1998.034,0.0038232,0.416157511,3.80479952,8.862732354,1.338474411,5.03
1998.038,0.003753684,0.427179738,4.414156696,8.813616947,1.247308733,4.77
1998.0416,0.003797107,0.444832559,4.120206338,8.742300106,1.290680075,4.5
1998.0451,0.003863676,0.435405642,3.251590902,8.823613557,1.436098818,4.24
1998.0487,0.004230696,0.441677758,3.202919994,8.934363021,1.439316152,3.97
1998.0523,0.00481125,0.431020328,3.114585528,8.961039179,1.45446052,3.71
1998.0558,0.006340039,0.4154784,2.939018779,8.874222557,1.411970298,3.44
1998.0594,0.008279799,0.374122202,3.522152277,8.604902853,1.22801204,3.18
1998.063,0.008299136,0.346710321,3.302997247,8.829689346,1.28284282,2.91
1998.0665,0.008230742,0.344434461,3.07360491,8.946244347,1.410625735,2.65
1998.0701,0.007498179,0.36146882,3.665940084,8.971423665,1.27430589,2.38
1998.1022,0.006326023,0.37632823,3.510089549,8.948048513,1.306798904,2.12
1998.1343,0.006009452,0.388758472,3.619999425,8.688686664,1.161343702,1.85
1998.1664,0.005699842,0.412133032,3.820984979,8.892857808,1.257032747,1.59
1998.1986,0.005192978,0.423177088,3.502627052,8.76366232,1.216814928,1.32
1998.2307,0.004747968,0.412163211,3.290112042,8.726186404,1.268263597,1.06
1998.2628,0.004745997,0.406640954,3.413713451,8.748916887,1.322106473,0.79
1998.2949,0.004439226,0.410806114,3.378416692,8.657354526,1.363418387,0.53
1998.327,0.004526444,0.408131372,3.136397209,8.754595466,1.463577098,0.26
1998.3502,0.004626029,0.449449596,2.698670673,8.991261441,1.67691461,0
