Age,BaCa,Ce,Dy,Er,Eu,Gd,Ho,La,Lu,MgCa,MnCa,Nd,Pr,Sm,SrCa,Tb,Tm,UCa,VCa,Y,Yb,YCa
1960.165301,0.00455,7.4,1.9,2.6,0.8,3.1,0.8,7.8,0.5,4.36,0.00082,5.8,1.5,1.9,8.79,0.5,0.4,0.00104,0.00013084,66.8,2.5,8.49E-05
1960.25,0.00441,7.3,2,2.6,0.8,3.2,0.9,8.2,0.5,4.27,0.00078,6.1,1.6,1.8,8.78,0.5,0.4,0.00108,0.0001284,66.9,2.6,8.65E-05
1960.331967,0.00431,7.7,2.3,2.5,0.7,3.3,0.9,9,0.5,4.17,0.00073,7.4,1.9,2,8.82,0.6,0.5,0.00113,0.00012761,68.4,3,8.86E-05
1960.416667,0.00441,8.5,2.7,2.9,0.8,3.8,1,10.1,0.5,3.93,0.00073,8.4,2.1,2.2,8.9,0.6,0.5,0.00123,0.00013394,76,3.3,9.36E-05
1960.498634,0.00456,8.8,3.1,3.5,1,4.5,1.2,11.1,0.6,3.66,7.00E-04,9,2.2,2.5,9,0.6,0.6,0.00134,0.00014178,89.7,3.6,9.90E-05
1960.583333,0.00394,9.6,2.5,2.8,0.5,3.5,0.9,9.7,0.5,3.93,0.00062,7.2,2.1,1.9,9.21,0.4,0.5,0.00118,0.00011818,72.1,3,8.36E-05
1960.668033,0.00396,7.9,2.4,2.1,0.7,3.1,0.7,8.1,0.4,4.35,0.00056,5.4,1.6,1.7,9.02,0.5,0.3,0.00106,0.0001115,54.4,1.9,7.24E-05
1960.75,0.00382,6.7,3.7,2.7,0.7,2.5,0.8,8.5,0.4,4.33,0.00059,9,1.9,2.2,8.9,0.4,0.4,0.00103,0.00010063,66.5,3,7.55E-05
1960.834699,0.00394,9.1,3.1,2.6,0.7,3.2,0.8,8.4,0.5,4.3,0.00071,7.5,1.8,2.4,8.93,0.5,0.4,0.00103,9.59E-05,64.5,2.3,7.65E-05
1960.916667,0.004,7.8,4.2,3,0.7,3.5,1,10.1,0.4,4.35,0.00088,9.1,1.9,2.2,9,0.6,0.4,0.00101,0.00010732,75.1,2.9,8.48E-05
1961.00137,0.00431,10.3,3.9,3.2,0.7,3,1,9.1,0.5,4.42,0.00099,8.4,2,2,8.95,0.5,0.5,0.00106,0.00011518,73,2.6,8.63E-05
1961.086301,0.00452,8.7,3.3,2.7,0.7,3.4,0.9,8.4,0.5,4.23,0.00105,7.7,1.8,2.4,8.9,0.5,0.4,0.00111,0.0001066,69.8,2.5,9.14E-05
1961.163014,0.00442,8.5,4.2,3.3,0.5,3.4,1.1,10.3,0.6,3.9,0.00098,10.5,2.1,2.1,8.96,0.6,0.6,0.00118,0.00010716,82.8,3.9,9.41E-05
1961.247945,0.00439,9.7,3.6,2.9,0.5,3.2,0.9,8.3,0.5,3.53,0.00085,8.1,2,1.7,9.04,0.5,0.5,0.00133,0.00011516,74.7,3.2,9.75E-05
1961.330137,0.00437,11.3,3.6,3.8,0.7,4,1,9.4,0.6,3.78,0.00073,9,2.2,2.1,9.18,0.5,0.5,0.00124,0.0001097,84.2,3.6,9.75E-05
1961.415068,0.00447,7,3.6,3.2,0.6,3.3,0.8,8.6,0.6,3.46,0.00068,7.6,1.5,1.4,9.31,0.5,0.4,0.00135,0.00010659,68,3.3,9.53E-05
1961.49726,0.00433,7.3,3.3,2.9,0.5,2.9,0.8,7.8,0.5,3.8,0.00068,6.7,1.5,1.5,9.27,0.5,0.4,0.00123,0.00010531,64.6,3.4,9.15E-05
1961.582192,0.0042,6.6,2.9,2.6,0.5,2.4,0.7,6.9,0.5,4.15,0.00064,5.8,1.4,1.5,9.33,0.4,0.3,0.00111,0.00010404,60.6,2.9,8.78E-05
1961.667123,0.00421,6.4,3,2.7,0.5,2.4,0.8,7.2,0.5,4.24,0.00059,6.4,1.4,1.8,9.12,0.5,0.4,0.00109,0.0001089,68.2,3.1,8.79E-05
1961.749315,0.00423,6.4,3,2.8,0.5,2.4,0.9,7.5,0.4,4.31,0.00063,7.1,1.5,2.1,8.97,0.5,0.4,0.00107,0.00011403,73.5,2.9,8.82E-05
1961.834247,0.0048,7.5,3.4,2.7,0.6,2.6,1.1,7.7,0.5,4.32,0.00068,6.9,1.7,1.9,8.94,0.6,0.4,0.00107,0.00010554,84.2,2.9,9.54E-05
1961.916438,0.00542,9.1,3.7,2.6,0.7,2.9,1.3,7.9,0.6,4.31,0.00073,6.7,1.9,1.7,8.91,0.6,0.4,0.00106,9.58E-05,94.8,2.4,0.0001031
1962.00137,0.0048,7.6,3.7,2.6,0.6,3.1,1,7.8,0.5,4.3,0.00069,6.8,1.7,1.7,8.89,0.5,0.4,0.00105,9.86E-05,79.1,2.5,9.08E-05
1962.086301,0.00418,7.2,3.8,2.7,0.5,3.4,0.8,7.6,0.5,4.29,0.00069,7,1.5,1.7,8.87,0.4,0.4,0.00104,0.00010133,64.5,2.1,7.84E-05
1962.163014,0.00424,5.9,3.6,2.6,0.6,2.8,0.7,8,0.4,4.38,0.00077,7.1,1.3,1.9,8.94,0.5,0.4,0.001,0.00010338,59.6,2.3,7.85E-05
1962.247945,0.00425,7.8,3.4,2.6,0.7,3.1,0.8,7.9,0.4,4.47,0.00081,7.2,1.6,1.7,8.93,0.4,0.3,0.00102,0.00010219,63.4,2.2,8.23E-05
1962.330137,0.00424,8.7,3.6,2.8,0.8,3.6,0.9,8.6,0.5,4.19,0.00079,8.1,1.9,2.1,9,0.5,0.4,0.00111,0.00010676,74.6,2.9,8.71E-05
1962.415068,0.00445,7.6,4,2.7,0.7,3.3,1,8.2,0.5,3.79,0.00065,8.3,1.8,2.2,9.14,0.6,0.5,0.00123,0.00010957,81.6,3.3,9.14E-05
1962.49726,0.00438,7.2,3.6,2.9,0.7,3.3,0.9,7.8,0.6,3.48,0.00058,7.3,1.7,1.9,9.3,0.5,0.5,0.00132,0.00011906,78,3.5,8.52E-05
1962.582192,0.00399,6.7,3,2.2,0.5,2.7,0.8,7.1,0.5,4.02,0.00056,5.3,1.5,2,9.49,0.5,0.4,0.00111,0.00011767,62.2,2.5,7.50E-05
1962.667123,0.00379,7.3,3.1,2.3,0.7,2.3,0.8,7.8,0.4,4.28,0.00061,4.8,1.4,1.7,9.33,0.4,0.4,0.00103,0.00012226,66.6,2.3,7.87E-05
1962.749315,0.00455,6.2,3.5,2.7,0.6,2.3,1,8.5,0.5,4.25,0.00066,7.9,1.6,1.6,9.01,0.4,0.4,0.0011,0.00011238,77,3.2,8.71E-05
1962.834247,0.00423,7.2,3.4,2.6,0.7,3.2,0.9,8.2,0.4,4.51,7.00E-04,7.2,1.7,1.9,8.95,0.5,0.4,0.00102,0.00011277,72.7,2.7,8.44E-05
1962.916438,0.00427,7.4,3.7,2.8,0.8,3.2,0.9,8.5,0.5,4.41,0.00075,7.5,1.8,2,8.98,0.5,0.4,0.00105,0.00011517,74.7,2.6,8.73E-05
1963.00137,0.00432,7.7,3.9,2.9,0.8,3.3,1,8.7,0.5,4.29,0.00092,7.8,1.9,2.1,8.98,0.5,0.4,0.00107,0.00011803,79.1,2.7,9.02E-05
1963.086301,0.00439,8,4.1,3.1,0.8,3.4,1,8.9,0.5,4.19,0.00118,8,2,2.1,8.91,0.5,0.4,0.0011,0.00012147,78.3,3.1,9.26E-05
1963.163014,0.00451,8,4.5,3.1,0.8,3.7,0.9,9.1,0.5,4.08,0.00129,7.9,2,2.1,8.93,0.5,0.4,0.00116,0.00012614,73.9,3.1,9.40E-05
1963.247945,0.00464,8.2,4.9,3.2,0.7,4,1,9.1,0.6,3.98,0.00114,7.9,2,2.1,8.97,0.6,0.5,0.00121,0.00013082,77.6,3,9.53E-05
1963.330137,0.00479,8.1,4.9,3.2,0.7,3.9,1.2,9,0.6,3.92,0.00086,7.8,2,2.2,9.06,0.6,0.5,0.00127,0.00013126,85.4,2.8,9.76E-05
1963.415068,0.00496,8.1,4.7,3.1,0.7,3.6,1.4,8.7,0.6,3.89,7.00E-04,7.7,2,2.4,9.2,0.6,0.5,0.00134,0.00012967,100.2,2.9,0.0001003
1963.49726,0.00506,8.7,4.5,3,0.6,3.4,1.4,8.5,0.6,3.86,0.00066,7.7,2,2.6,9.35,0.5,0.5,0.00139,0.00012744,108.6,3.1,0.0001016
1963.582192,0.00358,7.1,3.3,2.8,0.6,3.2,0.9,8.4,0.5,4.06,0.00063,7.8,1.7,2.2,9.24,0.5,0.4,0.001,0.00011196,77,3.1,7.60E-05
1963.667123,0.00406,6.8,3.3,2.7,0.6,2.5,0.9,7.3,0.5,4.32,6.00E-04,6.8,1.5,1.6,9.15,0.4,0.4,0.00108,0.00011224,77.9,2.5,8.31E-05
1963.749315,0.00394,6.9,2.9,2.3,0.5,2.8,0.8,7.2,0.5,4.42,0.00065,6.2,1.4,1.6,9.05,0.5,0.4,0.00103,0.00011199,72.9,2.3,7.85E-05
1963.834247,0.00391,5.5,3.3,2.1,0.4,2.4,0.8,6.9,0.4,4.52,0.00068,6.5,1.3,1.6,8.96,0.4,0.3,0.00102,0.00011206,68.6,2.3,7.65E-05
1963.916438,0.00386,5.4,3.1,2,0.3,2.4,0.7,6.4,0.3,4.62,8.00E-04,6,1.2,1.5,8.89,0.5,0.3,0.00101,0.00011732,60.7,2,7.12E-05
1964.001366,0.00373,5,2.6,1.9,0.4,2.1,0.7,6.2,0.4,4.72,0.00079,5.9,1.2,1.3,8.89,0.3,0.3,0.00099,0.00010672,59.2,2,7.52E-05
1964.086066,0.0037,5.9,2.9,1.9,0.4,2.4,0.6,6.4,0.3,4.72,0.00078,5.8,1.2,1.6,8.82,0.4,0.3,0.001,0.00011282,58.1,1.9,7.15E-05
1964.165301,0.00371,6,2.9,2.3,0.6,2.8,0.7,7,0.3,4.42,0.00069,6.3,1.3,1.2,8.86,0.4,0.3,0.00104,0.00011096,62.4,2.2,7.47E-05
1964.25,0.00384,7.2,3.4,2.7,0.4,3.3,0.8,6.8,0.4,4.29,0.00068,7.1,1.5,1.7,8.9,0.4,0.3,0.00108,0.0001041,68.1,2.3,7.66E-05
1964.331967,0.00396,7.8,3.5,2.6,0.6,2.9,0.8,7.2,0.4,3.95,0.00069,6.9,1.6,1.8,9.03,0.4,0.4,0.00121,0.00010698,70.5,2.4,8.02E-05
1964.416667,0.00405,8.7,3.3,2.8,0.6,3.2,0.9,7.7,0.5,3.64,0.00073,7.4,1.7,2,9.07,0.5,0.4,0.00134,0.00011727,79.3,2.6,8.81E-05
1964.498634,0.00402,6.6,3.9,2.7,0.6,3,0.8,7.5,0.5,3.76,0.00077,7.4,1.4,1.9,9.25,0.5,0.5,0.0013,0.00011564,72.3,2.9,8.63E-05
1964.583333,0.00402,6.7,3.2,2.5,0.5,2.8,0.8,7.2,0.5,4.01,0.00082,6.9,1.3,1.6,9.38,0.4,0.5,0.00123,0.00011244,65.3,2.6,8.50E-05
1964.668033,0.00417,6.2,2.8,2.3,0.5,2.9,0.7,7.1,0.5,4.25,0.00085,6.2,1.3,1.4,9.27,0.4,0.4,0.00115,0.00010854,59.4,2.3,8.02E-05
1964.75,0.00404,6.3,2.6,2.1,0.5,2.9,0.7,6.6,0.4,4.46,0.00086,5.4,1.3,1.4,9.15,0.4,0.3,0.00109,0.00010405,56.1,2,7.66E-05
1964.834699,0.00378,6.6,2.6,1.9,0.5,2.7,0.7,6,0.4,4.62,0.00084,4.9,1.3,1.3,9.02,0.4,0.3,0.00105,0.00010128,56.6,1.9,7.46E-05
1964.916667,0.00389,5,3.2,1.9,0.5,2.4,0.6,5.9,0.3,4.72,0.00083,4.8,1.1,1.2,8.93,0.3,0.3,0.00103,0.00010286,54.8,2,7.20E-05
1965.00137,0.00408,6,2.6,1.9,0.4,2.4,0.7,5.9,0.4,4.77,0.00087,5.3,1.2,1.7,8.89,0.3,0.3,0.00103,0.00010342,61.4,2.3,7.35E-05
1965.086301,0.00414,6,3.2,2.2,0.4,2.7,0.7,6.8,0.4,4.62,0.00094,6.3,1.3,1.4,8.87,0.4,0.3,0.00106,0.00010947,67.6,2.5,7.55E-05
1965.163014,0.0041,6.1,3.1,2.6,0.6,2.7,0.7,6.8,0.5,4.58,0.00096,6.3,1.3,1.6,9,0.4,0.4,0.0011,0.00011387,69.3,2.3,7.95E-05
1965.247945,0.00414,7.4,3.8,2.5,0.6,3.3,0.9,7.1,0.4,4.45,0.00091,6.9,1.5,1.6,9.05,0.4,0.4,0.00112,0.0001118,74.6,2.4,8.21E-05
1965.330137,0.00424,7.7,3.4,2.6,0.6,2.8,1,8,0.4,4.12,8.00E-04,7.1,1.6,1.7,9.07,0.5,0.5,0.00125,0.00011253,78.9,2.5,8.88E-05
1965.415068,0.0055,8.3,4.2,2.8,0.6,2.5,1.1,8,0.5,3.9,0.00069,7.4,1.7,2.4,9.2,0.5,0.4,0.00172,0.00011424,91.7,2.8,0.0001089
1965.49726,0.00427,7.8,3.7,3,0.7,2.7,0.8,8.2,0.5,3.83,0.00065,7.2,1.7,2,9.26,0.5,0.5,0.00132,0.00011615,65.7,2.8,9.02E-05
1965.582192,0.00405,9.6,3.3,2.6,0.6,3.2,0.6,8.6,0.5,4.33,0.00066,5.9,1.6,1.7,9.32,0.4,0.5,0.00111,0.00011063,56.8,2.4,8.27E-05
1965.667123,0.00387,6.9,3.5,2.3,0.5,2.7,0.6,7.7,0.4,4.55,0.00075,7.2,1.5,1.6,9.13,0.5,0.4,0.00107,0.00011129,54.1,3.1,7.97E-05
1965.749315,0.00415,6.6,3.4,2.9,0.8,2.5,0.7,7.4,0.5,4.54,0.00083,6.8,1.4,1.7,9.03,0.5,0.5,0.00107,0.00011637,63.4,3.2,8.20E-05
1965.834247,0.00428,6.1,3.4,2.4,0.6,2.6,0.8,6.7,0.4,4.73,0.00091,6.5,1.4,1.7,8.98,0.4,0.4,0.00105,0.00011049,63.4,3.1,8.07E-05
1965.916438,0.00421,5.6,3.2,2.3,0.5,2.6,0.8,6.5,0.4,4.66,0.00094,6.7,1.4,1.5,9,0.4,0.4,0.00105,0.00010993,60.8,2.9,7.89E-05
1966.00137,0.00414,5.4,3,2.2,0.5,2.6,0.8,6.5,0.4,4.59,0.00093,6.8,1.4,1.4,8.96,0.4,0.3,0.00105,0.00011008,56.9,2.7,7.69E-05
1966.086301,0.0043,5.9,3.4,2.5,0.6,2.8,0.9,7.2,0.4,4.39,0.00088,6.8,1.4,1.8,8.88,0.4,0.4,0.00112,0.00011205,65.9,2.6,8.15E-05
1966.163014,0.00447,6.5,3.8,2.9,0.7,2.9,1,7.9,0.5,4.18,0.00083,6.7,1.4,2.3,8.94,0.5,0.4,0.00119,0.00011419,80.6,2.5,8.66E-05
1966.247945,0.00445,7.1,3.8,3,0.7,3.1,1,7.9,0.5,3.99,8.00E-04,6.9,1.5,2.1,9.05,0.5,0.4,0.00125,0.00011839,87.8,2.5,8.97E-05
1966.330137,0.00443,7.6,3.7,3.1,0.6,3.2,1,8,0.6,3.8,0.00075,7.1,1.6,1.9,9.2,0.5,0.5,0.00131,0.0001226,89.9,2.8,9.28E-05
1966.415068,0.00447,7,3.1,3,0.6,2.8,0.9,7.9,0.5,3.62,0.00071,7.1,1.5,1.8,9.31,0.5,0.5,0.00137,0.00011875,78.5,3.1,8.94E-05
1966.49726,0.00452,6.3,2.6,2.8,0.7,2.4,0.8,7.7,0.4,3.45,0.00068,7.2,1.4,1.7,9.4,0.5,0.5,0.00142,0.00011446,68.1,3,8.57E-05
1966.582192,0.00433,7.8,3.3,2.4,0.5,2.3,0.8,7.7,0.4,3.59,0.00084,7.1,1.6,1.1,9.48,0.4,0.4,0.0013,0.00010862,67.1,2.6,8.03E-05
1966.667123,0.00426,6.7,3.1,2.2,0.5,2.3,0.7,7.1,0.4,4,0.00086,6.3,1.4,1.3,9.29,0.4,0.4,0.00117,0.0001091,63.1,2.2,7.78E-05
1966.749315,0.00414,7,2.7,2.1,0.4,2.3,0.7,7.2,0.4,4.2,0.00095,5.9,1.3,1.4,9.1,0.4,0.4,0.00109,0.00010984,63.6,2.1,7.67E-05
1966.834247,0.00396,7.1,2.7,2,0.4,2.3,0.7,7.3,0.4,4.27,0.00087,5.7,1.3,1.3,8.99,0.4,0.4,0.00105,0.00010919,64.4,2.3,7.51E-05
1966.916438,0.00387,6.3,3,2,0.5,2.4,0.7,7.1,0.4,4.36,0.00096,5.6,1.3,1.3,8.99,0.4,0.4,0.00104,0.00010941,62,2.3,7.43E-05
1967.00137,0.00409,8.5,3.2,2.3,0.4,2.8,0.9,7.2,0.4,4.47,0.00092,6.4,1.6,1.4,8.96,0.5,0.3,0.00105,0.00011631,72.3,2.5,7.96E-05
1967.086301,0.00402,8.9,3.2,2.9,0.7,3.3,1,8.7,0.5,4.42,9.00E-04,8,1.9,1.5,8.97,0.4,0.3,0.00105,0.00012971,77.1,2.9,8.12E-05
1967.163014,0.00413,10.1,3.6,3,0.6,3.4,1,8.6,0.4,4.31,0.00085,7.7,1.9,1.6,8.98,0.5,0.4,0.00108,0.0001337,73.7,2.8,8.42E-05
1967.247945,0.00429,10.5,4.3,3.3,0.6,4.1,1,9.4,0.5,4.12,0.00081,7.8,1.9,2.2,9.03,0.5,0.4,0.00112,0.00013327,77,3.1,8.82E-05
1967.330137,0.00438,10.7,4.5,3.6,0.7,4.7,1.1,10.2,0.6,3.91,0.00077,8.6,1.9,2.6,9.12,0.5,0.5,0.00117,0.00013044,82.5,3.7,9.31E-05
1967.415068,0.00438,10.9,4.2,3.7,0.8,4.7,1.2,10,0.6,3.7,0.00074,9.7,2,2.2,9.19,0.6,0.6,0.00123,0.00012734,86.6,4,9.73E-05
1967.49726,0.00447,10.3,4.5,3.6,0.6,4.2,1.2,10,0.7,3.37,0.00073,10.2,2,2.5,9.25,0.7,0.6,0.00133,0.00012653,93.8,4.2,9.74E-05
1967.582192,0.00414,8.4,3.4,2.7,0.6,3.1,0.8,8.3,0.4,3.83,0.00071,7.1,1.6,1.6,9.41,0.5,0.5,0.00112,0.00011129,64.8,2.9,8.04E-05
1967.667123,0.00424,8.3,4.2,3,0.8,3.3,1,9,0.5,4.21,0.00068,7.9,1.7,2.2,9.26,0.5,0.5,0.00106,0.00010963,77.9,3.4,8.10E-05
1967.749315,0.00501,8.9,4.1,3,0.8,3.1,1.1,10.2,0.5,4.28,0.00071,9.5,2,1.9,9.1,0.6,0.4,0.00104,0.00010526,90.9,3.6,8.74E-05
1967.834247,0.00497,12,5.2,3.6,0.8,4.3,1.3,12.7,0.6,4.45,0.00079,10,2.4,2.5,9.18,0.6,0.5,0.00102,0.00012148,112.8,3.5,9.29E-05
1967.916438,0.0047,12.7,5,3.7,0.8,4.4,1.3,12.9,0.6,4.4,0.00089,10,2.5,2.6,9.04,0.6,0.5,0.00103,0.00012028,106.6,3.3,9.29E-05
1968.001366,0.00447,13.4,4.6,3.7,0.8,4.5,1.2,13,0.6,4.34,0.00093,9.9,2.5,2.7,8.98,0.7,0.5,0.00104,0.00011769,99.2,3.4,9.29E-05
1968.086066,0.00435,13.4,4.4,3.7,0.8,4.5,1.2,12.8,0.6,4.27,9.00E-04,9.9,2.5,2.7,9.01,0.7,0.5,0.00105,0.00011614,90.6,3.6,9.25E-05
1968.165301,0.00446,11.2,4.4,3.6,0.7,4.4,1.1,11.7,0.6,4.18,0.00085,9.8,2.3,2.5,9.04,0.7,0.5,0.00107,0.00011689,82.8,3.6,9.12E-05
1968.25,0.00457,8.8,4.3,3.4,0.6,4.2,1.1,10.6,0.5,4.1,0.00084,9.7,2.1,2.3,9.09,0.8,0.5,0.00109,0.00011765,78.2,3.7,8.98E-05
1968.331967,0.00467,8.2,4.3,3.4,0.7,3.9,1.2,10.2,0.5,3.94,0.00086,9.3,2.1,2.3,9.14,0.7,0.6,0.00116,0.00012039,81.8,3.7,9.09E-05
1968.416667,0.00476,8.4,4.4,3.5,0.8,3.6,1.2,10.3,0.6,3.74,0.00084,8.7,2.2,2.2,9.24,0.7,0.6,0.00125,0.00012411,89.2,3.4,9.32E-05
1968.498634,0.00484,9.9,4.4,3.5,1,3.3,1.2,10.3,0.6,3.55,0.00074,8.1,2.3,2.2,9.34,0.6,0.6,0.00133,0.00012765,100.4,3.2,9.51E-05
1968.583333,0.00465,9.3,5,2.8,0.7,3.8,1,9.7,0.5,3.59,0.00065,7.5,2,1.8,9.31,0.6,0.5,0.00131,0.00012583,93.1,2.8,8.58E-05
1968.668033,0.00424,7.1,3.3,2.6,0.6,3.1,0.8,8.7,0.5,4.23,6.00E-04,7.1,1.6,1.1,9.29,0.4,0.3,0.00107,0.00011282,69.1,2.7,7.44E-05
1968.75,0.00412,6.9,3.8,2.3,0.5,3,0.8,8.6,0.5,4.33,0.00063,7.4,1.6,1.8,9.2,0.4,0.4,0.00106,0.00011245,73.7,2.8,7.87E-05
1968.834699,0.00411,11.1,3.8,2.5,0.6,3,0.9,8.7,0.5,4.45,0.00071,6.9,2,2,9.06,0.5,0.4,0.00104,0.00011044,77.2,2.4,7.82E-05
1968.916667,0.00425,8.5,3.6,3,0.8,3.5,1,10.7,0.6,4.41,0.00078,9.8,2,2.5,8.95,0.5,0.5,0.00105,0.00011641,86.3,3.4,8.12E-05
1969.00137,0.00423,9.4,3.4,2.8,0.7,3.5,0.9,9.5,0.5,4.38,0.00081,8.6,2,2.2,8.91,0.5,0.4,0.00106,0.0001152,82.2,2.8,8.48E-05
1969.086301,0.00396,10,3.7,3,0.7,3.6,1,9.2,0.5,4.34,0.00077,8.3,2.1,1.9,8.87,0.5,0.4,0.00108,0.00011806,85.1,2.8,8.51E-05
1969.163014,0.00385,10.3,4.5,3.3,0.7,3.8,1.1,10.3,0.5,4.17,0.00073,9.1,2.2,1.9,8.94,0.6,0.4,0.00112,0.00012071,91.6,3.2,8.30E-05
1969.247945,0.00402,9.7,5.3,3.3,0.8,4.1,1,11.2,0.5,3.93,7.00E-04,9.4,2,2.1,9.01,0.6,0.5,0.00118,0.00012256,91.7,3.3,8.12E-05
1969.330137,0.00425,9,5.4,2.8,0.8,4.1,1,10.6,0.5,3.77,0.00067,8.7,1.8,2.2,9.18,0.7,0.4,0.00128,0.00013139,87.8,3.3,8.40E-05
