"Age","BaCa"
2004.7529,0.003055029
2004.8366,0.003267188
2004.9203,0.003938536
2005,0.005961712
2005.0833,0.003125853
2005.167,0.003655184
2005.2507,0.003500432
2005.3344,0.003540006
2005.4181,0.003021855
2005.5018,0.003020466
2005.5855,0.003073646
2005.6692,0.002974975
2005.7529,0.002825268
2005.8366,0.00320874
2005.9203,0.00417961
2006,0.007440289
2006.0833,0.004075269
2006.167,0.004283437
2006.2507,0.00428473
2006.3344,0.004539133
2006.4181,0.004520385
2006.5018,0.004676185
2006.5855,0.00428195
2006.6692,0.003627852
2006.7529,0.00455662
2006.8366,0.005597379
2006.9203,0.007788898
2007,0.013920008
2007.0833,0.009249585
2007.167,0.007886599
2007.2507,0.006361935
2007.3344,0.005670064
2007.4181,0.005294756
2007.5018,0.006903773
2007.5855,0.007847818
2007.6692,0.0071781
2007.7529,0.008001446
2007.8366,0.008010255
2007.9203,0.008853301
2008,0.008315564
