Age,BaCa,SrCa,UCa
1763.822,0.00337524,8.48983,0.00143436
1763.856,0.00361272,8.80758,0.00139627
1763.889,0.00379914,8.7374,0.00131603
1763.923,0.00378238,8.88427,0.00135676
1763.957,0.00353447,8.62004,0.00137959
1763.99,0.00374527,8.78377,0.00138368
1764.024,0.00334964,8.32046,0.0013849
1764.058,0.00324439,8.53855,0.0013999
1764.092,0.00336437,9.01463,0.00151134
1764.125,0.00352664,8.6054,0.00153954
1764.159,0.00363164,8.85235,0.00148185
1764.193,0.00393422,8.81571,0.00141598
1764.226,0.00414052,8.88836,0.00149872
1764.26,0.00388713,8.99085,0.0015929
1764.294,0.00372364,9.05483,0.00167624
1764.327,0.00367557,9.1508,0.00167161
1764.361,0.00326002,9.36096,0.00182193
1764.395,0.00319385,9.31019,0.00182509
1764.428,0.00308028,9.2514,0.00192211
1764.462,0.00318158,9.20186,0.00186842
1764.496,0.00347611,9.03289,0.00146107
1764.529,0.00361762,8.84031,0.00133914
1764.563,0.00372501,8.9094,0.0013438
1764.597,0.00349899,8.96749,0.00146335
1764.63,0.00354673,8.77815,0.00136476
1764.664,0.0034679,8.95527,0.00143259
1764.698,0.00364339,9.11232,0.00138533
1764.731,0.00350458,9.04373,0.00147374
1764.765,0.00366091,9.20059,0.0014417
1764.799,0.00348383,9.01072,0.00141273
1764.833,0.0035953,8.7155,0.00141443
1764.866,0.00350752,8.78873,0.00146232
1764.9,0.00370866,9.01881,0.00171006
1764.934,0.00372769,8.94384,0.00158794
1764.967,0.00360411,8.83755,0.00145634
1765.001,0.00361518,9.04623,0.00164837
1765.035,0.00351506,8.87223,0.0016052
1765.068,0.00356776,9.40998,0.00177111
1765.102,0.00355418,9.21831,0.00184216
1765.136,0.00372647,9.0782,0.00172103
1765.169,0.00377464,9.10956,0.0015535
1765.203,0.00402786,9.1055,0.00150043
1765.237,0.00392453,9.02131,0.0014402
1765.27,0.00384653,8.77448,0.00132507
1765.304,0.00371742,8.72696,0.00139254
1765.338,0.00372679,8.95353,0.00145132
1765.371,0.0038422,9.04186,0.00132562
1765.405,0.00380676,8.86009,0.00142533
1765.439,0.00375909,8.83638,0.00145414
1765.473,0.00384005,9.09755,0.00149913
1765.506,0.00439435,9.12175,0.00149325
1765.54,0.00435521,9.06654,0.00157992
1765.574,0.00404888,9.03091,0.00152827
1765.607,0.00397893,8.71786,0.00140555
1765.641,0.00412787,8.95356,0.00132827
1765.675,0.00422688,8.96708,0.00138668
1765.708,0.00415114,8.86888,0.00138346
1765.742,0.00398786,8.75444,0.0015033
1765.776,0.00415086,9.08678,0.00157008
1765.809,0.00426459,9.54042,0.00177112
1765.843,0.00432784,9.49428,0.00159343
1765.877,0.00429367,9.3556,0.00163149
1765.91,0.00449697,9.6024,0.00185615
1765.944,0.00418226,9.53608,0.00178787
1765.978,0.00395893,9.28918,0.00164258
1766.011,0.00368551,9.05981,0.00156991
1766.045,0.00377032,9.2433,0.00152075
1766.079,0.0039111,8.97614,0.00131342
1766.112,0.00364295,8.79364,0.00127181
1766.146,0.00350047,8.70107,0.00130553
1766.18,0.00336643,8.67971,0.00124903
1766.214,0.00319562,8.65666,0.00133226
1766.247,0.00316089,8.61143,0.00127499
1766.281,0.00330879,8.84739,0.00135799
1766.315,0.00325885,8.74284,0.00132682
1766.348,0.00328907,8.98497,0.00136004
1766.382,0.00327954,8.64759,0.00123897
1766.416,0.00337044,8.95523,0.00136065
1766.449,0.00324889,8.76916,0.00128349
1766.483,0.00323648,8.71356,0.00134505
1766.517,0.00339296,8.78466,0.00128696
1766.55,0.00350608,8.87738,0.00126097
1766.584,0.00356193,8.66812,0.00131511
1766.618,0.00348865,8.70343,0.00141457
1766.651,0.00367286,8.85873,0.00137195
1766.685,0.0037544,8.89692,0.00140333
1766.719,0.00388822,8.9322,0.00145602
1766.752,0.00375381,8.87346,0.00136229
1766.786,0.00379939,8.91256,0.00139447
1766.82,0.00387116,8.44541,0.00125933
1766.853,0.00380621,8.79293,0.00136987
1766.887,0.00417611,9.23959,0.00134402
1766.921,0.00404755,8.98153,0.00127656
1766.955,0.00401683,8.93665,0.00133351
1766.988,0.00397687,9.16351,0.00134614
1767.022,0.00381927,8.82098,0.00132129
1767.056,0.00401872,9.10347,0.00149428
1767.089,0.00425632,9.33908,0.00140351
1767.123,0.00399612,9.20389,0.00139558
1767.157,0.00389069,9.11017,0.00147985
1767.19,0.003812,9.26598,0.00145911
1767.224,0.00360105,9.22676,0.00151512
1767.258,0.00337381,9.25258,0.00149601
1767.291,0.0035928,9.19131,0.00143894
1767.325,0.00393799,9.42195,0.00142543
1767.359,0.00341348,9.22714,0.00153553
1767.392,0.00327538,9.2435,0.00167257
1767.426,0.00356859,9.80101,0.00176196
1767.46,0.0036019,9.49429,0.00175688
1767.493,0.00375385,9.33934,0.00168135
1767.527,0.0038018,9.50805,0.00161529
1767.561,0.00361126,9.37709,0.0016139
1767.594,0.00364682,9.11699,0.00155291
1767.628,0.00371815,9.13306,0.00152403
1767.662,0.00359643,9.03246,0.00142516
1767.695,0.00347254,8.8718,0.00138268
1767.729,0.00369174,9.11267,0.00146404
1767.763,0.00360672,9.24316,0.00144475
1767.796,0.0036525,9.19478,0.00138064
1767.83,0.0037257,8.89131,0.00137515
1767.864,0.00365177,8.97127,0.00134153
1767.897,0.00361665,9.10415,0.00130802
1767.931,0.0035847,8.96907,0.00132759
1767.965,0.0035075,9.02603,0.00141611
1767.998,0.00338405,9.07015,0.00145269
1768.032,0.00323765,9.05732,0.00156461
1768.066,0.00327119,9.1683,0.00150726
1768.099,0.00352448,8.90628,0.00132231
1768.133,0.00354889,8.87612,0.0013739
1768.167,0.00350558,8.97201,0.00148157
1768.2,0.00356451,9.36914,0.0016081
1768.234,0.00361403,9.14296,0.00146463
1768.268,0.00347757,9.00147,0.00151609
1768.301,0.00369733,9.08986,0.0015425
1768.335,0.00351547,9.38766,0.001681
1768.369,0.00358226,9.53962,0.0018378
1768.402,0.00345401,9.7085,0.00179646
1768.436,0.00332362,9.5365,0.00176049
1768.47,0.00346086,9.41502,0.00158379
1768.504,0.00369281,9.32045,0.00157781
1768.537,0.00367172,9.00091,0.00146271
1768.571,0.00363701,9.20824,0.00156898
1768.605,0.00354681,9.37923,0.00173143
1768.638,0.00345374,9.50067,0.00175658
1768.672,0.00341825,9.49799,0.00177003
1768.706,0.00346344,9.47501,0.00173742
1768.739,0.00338613,9.51614,0.00174552
1768.773,0.00360938,9.19992,0.00162703
1768.807,0.00361897,9.19226,0.00162016
1768.84,0.00338977,9.37092,0.00172097
1768.874,0.00340441,9.52067,0.0016857
1768.908,0.00338905,9.345,0.00158296
1768.941,0.00329193,8.71025,0.00144141
1768.975,0.00345421,8.77226,0.00148044
1769.009,0.00337037,8.9133,0.00142491
1769.042,0.00349707,8.75996,0.00145915
1769.076,0.00349793,8.46229,0.00133748
1769.11,0.00339702,8.80671,0.00139446
1769.143,0.00327791,8.95377,0.00144351
1769.177,0.00325711,9.13704,0.00167964
1769.211,0.00332134,9.26783,0.00161365
1769.244,0.0034212,8.8862,0.00152171
1769.278,0.00336278,8.94447,0.00142129
1769.312,0.00341026,9.16211,0.00140184
1769.345,0.00377191,9.17294,0.00139346
1769.379,0.00392716,9.06469,0.00133055
1769.413,0.00381838,9.04367,0.00129946
1769.446,0.00375265,9.70111,0.00165935
1769.48,0.00360874,9.20796,0.00161931
1769.514,0.00377343,9.26931,0.00163956
1769.547,0.00392447,9.13634,0.0015962
1769.581,0.00376087,9.0633,0.00145743
1769.615,0.00360606,9.13098,0.0015412
1769.648,0.00370997,9.47236,0.00147786
1769.682,0.00385215,9.25163,0.00162802
1769.716,0.00386302,9.3421,0.00158595
1769.749,0.00393614,9.43473,0.00149098
1769.783,0.00380904,9.03775,0.00152165
1769.817,0.00380202,9.15257,0.00148311
1769.85,0.0037059,8.79351,0.0014437
1769.884,0.0034105,9.19797,0.00148816
1769.918,0.00377426,9.4179,0.00159265
1769.951,0.00399159,9.36869,0.00161454
1769.985,0.00380217,9.79337,0.00182403
1770.019,0.00376076,9.23395,0.00164714
1770.052,0.00392098,8.80817,0.00140333
1770.086,0.00348795,9.26462,0.00153193
1770.12,0.0030127,9.1965,0.00158566
1770.153,0.00328694,9.30466,0.00182095
1770.187,0.00336043,9.33424,0.00175426
1770.221,0.00356155,9.16002,0.00165004
1770.254,0.00352134,9.06447,0.00150251
1770.288,0.00352658,8.79583,0.00141732
1770.322,0.00346964,8.92147,0.00133489
1770.356,0.00327294,9.00253,0.00142279
1770.389,0.0033297,8.92848,0.00135554
1770.423,0.0032903,8.73225,0.00129827
1770.457,0.00361747,8.7938,0.00129268
1770.49,0.00370202,9.13133,0.00149972
1770.524,0.00372489,9.28325,0.00160442
1770.558,0.00402584,9.43441,0.00174948
1770.591,0.00377816,9.37447,0.00170992
1770.625,0.00383056,9.09369,0.00164182
1770.659,0.00389732,9.28686,0.0016847
1770.692,0.00419559,9.47861,0.00160428
1770.726,0.00382406,9.16805,0.00158828
1770.76,0.00330038,8.85937,0.00143625
1770.793,0.00324562,8.87985,0.00138058
1770.827,0.00330935,8.76685,0.0014801
1770.861,0.0035091,8.91209,0.00136468
1770.894,0.00337237,8.79553,0.00143746
1770.928,0.00332912,8.71798,0.00143861
1770.962,0.00335748,9.11876,0.00150355
1770.995,0.0033971,9.34866,0.00156621
1771.029,0.00347691,8.84184,0.00134633
1771.063,0.00367093,8.77776,0.00124864
1771.096,0.00347716,9.07341,0.00149502
1771.13,0.00357028,9.23558,0.00150322
1771.164,0.00351374,8.93804,0.00148081
1771.197,0.00289154,8.91904,0.00154825
1771.231,0.00311745,8.88275,0.00155653
1771.265,0.00305236,8.06514,0.00117559
1771.298,0.00383349,8.71864,0.00135573
1771.332,0.00363288,8.66453,0.00134827
1771.366,0.00365517,8.64818,0.00132855
1771.399,0.00378772,8.83008,0.0013886
1771.433,0.0039089,8.71323,0.00132867
1771.467,0.0038698,8.92542,0.00141045
1771.5,0.00393239,8.43522,0.00114751
1771.534,0.00430499,8.78404,0.00121446
1771.568,0.00395218,8.8043,0.00132961
1771.601,0.0036363,9.1225,0.0016159
1771.635,0.00361903,9.18322,0.00157971
1771.669,0.00341304,9.20833,0.00150389
1771.702,0.00378048,9.05612,0.00132353
1771.736,0.00337154,8.97674,0.001391
1771.77,0.00359618,9.40434,0.00174112
1771.803,0.00384633,9.27678,0.00169183
1771.837,0.00401655,9.45857,0.00163405
1771.871,0.00412828,9.25541,0.00167402
1771.904,0.00398735,8.9867,0.00150951
1771.938,0.00369577,8.93276,0.00136559
1771.972,0.00343016,9.01807,0.00131034
1772.005,0.00344913,9.03481,0.0012709
1772.039,0.00327872,8.85059,0.00120504
1772.073,0.00323243,8.87633,0.00121674
1772.106,0.00344655,8.56668,0.00122021
1772.14,0.0033182,8.58875,0.00119317
1772.174,0.00347484,8.80553,0.00132066
1772.207,0.00380827,8.88567,0.00127232
1772.241,0.00393805,8.72557,0.0012144
1772.274,0.00427162,8.70226,0.00128629
1772.308,0.0046071,8.89262,0.00142529
1772.342,0.0046247,9.00968,0.00138613
1772.375,0.00456687,8.79643,0.0012849
1772.409,0.00427427,8.69833,0.00131363
1772.442,0.00405506,9.22666,0.00145146
1772.476,0.00387794,9.241,0.00172954
1772.51,0.00410937,9.56909,0.00178684
1772.543,0.00419035,9.30835,0.00176192
1772.577,0.00409823,9.46607,0.00173999
1772.61,0.00405639,8.91758,0.00158586
1772.644,0.00411977,9.29949,0.00163839
1772.678,0.00381369,8.89194,0.00145094
1772.711,0.00358354,8.67429,0.00135287
1772.745,0.00366958,8.79712,0.00135641
1772.778,0.00377786,8.8634,0.00128619
1772.812,0.00375668,8.82337,0.00121558
1772.846,0.00365988,8.66351,0.00131679
1772.879,0.00365522,8.71693,0.00135711
1772.913,0.00398937,8.90049,0.00157692
1772.946,0.00423745,9.05722,0.00154181
1772.98,0.00444315,9.10351,0.00152548
1773.014,0.00475189,8.88811,0.00138608
1773.033,0.00503111,9.05906,0.00149409
1773.052,0.00461908,8.98682,0.00176011
1773.071,0.00407099,9.33779,0.00180342
1773.091,0.00396039,9.05133,0.00160497
1773.11,0.00384124,8.77036,0.00141647
1773.129,0.00387589,8.78825,0.00135194
1773.148,0.00398493,8.66911,0.00128707
1773.168,0.0040816,8.87749,0.0013525
1773.187,0.00385603,8.59113,0.00134873
1773.206,0.00423927,9.02278,0.0012693
1773.225,0.00431574,8.63645,0.0012004
1773.245,0.00433366,8.86453,0.0012538
1773.264,0.00428499,8.75147,0.00133525
1773.283,0.00430329,8.94994,0.00149253
1773.302,0.0041685,9.47883,0.00174773
1773.322,0.00428326,9.36407,0.00176928
1773.341,0.00409306,9.4947,0.00183366
1773.36,0.00434445,9.59212,0.00176342
1773.379,0.00408287,9.22235,0.00160295
1773.399,0.00384624,9.28588,0.00154465
1773.418,0.00359278,8.94016,0.00139808
1773.437,0.00342753,8.86212,0.00135136
1773.456,0.00342526,8.6405,0.00131446
1773.476,0.0035992,8.88199,0.00129869
1773.495,0.00364819,8.62672,0.00124633
1773.514,0.00352817,8.70215,0.00133727
1773.533,0.00376995,8.98173,0.00136484
1773.553,0.00375075,8.60098,0.00131415
1773.572,0.00395057,8.89465,0.00134255
1773.591,0.00395311,8.83767,0.0012753
1773.61,0.00400609,8.83267,0.00125957
1773.629,0.00382461,8.58047,0.00127312
1773.649,0.00395832,8.82237,0.0012643
1773.668,0.00396412,8.83069,0.00124549
1773.687,0.00300023,8.93487,0.00140223
1773.706,0.00305746,9.20974,0.0015473
1773.726,0.00337627,9.355,0.0016346
1773.745,0.00360876,9.20897,0.00156447
1773.764,0.00335297,8.59021,0.00145419
1773.783,0.00349118,9.08783,0.00165483
1773.803,0.00369447,9.107,0.0016282
1773.822,0.00377245,8.89867,0.0015864
1773.841,0.00387409,8.92235,0.00148204
1773.86,0.00377512,8.84299,0.00147206
1773.88,0.00357075,8.62909,0.0014306
1773.899,0.00379245,8.6417,0.00135236
1773.918,0.00356356,8.73153,0.00135045
1773.937,0.00351932,8.45468,0.00127603
1773.957,0.00348309,8.7258,0.00134174
1773.976,0.00345342,8.6556,0.00132748
1773.995,0.00355185,8.58084,0.00123343
1774.014,0.00367032,8.60699,0.00134609
1774.034,0.00410507,8.70756,0.00127107
1774.053,0.00460837,8.98899,0.00134419
1774.072,0.00472052,9.08055,0.00149124
1774.091,0.0041793,8.95866,0.0014374
1774.111,0.00422407,8.88831,0.00146825
1774.13,0.00404672,8.95887,0.00146423
1774.149,0.00396512,8.74754,0.00146753
1774.168,0.00325833,8.97618,0.00151482
1774.188,0.0029389,9.30604,0.00157347
1774.207,0.00288245,9.50367,0.00166993
1774.226,0.00300664,9.09512,0.00159797
1774.245,0.00317593,8.93744,0.00155639
1774.265,0.00343794,8.96453,0.00152321
1774.284,0.00396366,9.08948,0.00138921
1774.303,0.00381797,8.81177,0.00135673
1774.322,0.00365249,8.76726,0.00131735
1774.342,0.00368856,8.83172,0.00138071
1774.361,0.00407429,9.12132,0.00140395
1774.38,0.00414909,8.87906,0.00139097
1774.399,0.00406371,8.61528,0.00131362
1774.418,0.00388998,8.92176,0.00141771
1774.438,0.00367759,8.87648,0.00135434
1774.457,0.00354984,8.98115,0.00140738
1774.476,0.00348384,8.66907,0.00150008
1774.495,0.00364949,8.9596,0.00146478
1774.515,0.0036862,8.7173,0.00149136
1774.534,0.00380305,8.7539,0.00141778
1774.553,0.00399947,8.71756,0.00133014
1774.572,0.00396001,8.89113,0.00144103
1774.592,0.00385959,8.98804,0.0016217
1774.611,0.00340417,9.11101,0.00179644
1774.63,0.00343071,9.19381,0.0018411
1774.649,0.00304908,8.63632,0.00134783
1774.669,0.00248604,8.51177,0.00119952
1774.688,0.00279192,8.64096,0.0012412
1774.707,0.00317963,8.52937,0.00124581
1774.726,0.00316045,8.38696,0.00124133
1774.746,0.00360541,8.52784,0.00120664
1774.765,0.00363428,8.53203,0.00122545
1774.784,0.00367658,8.47568,0.00113332
1774.803,0.00349324,8.62847,0.00125439
1774.823,0.00337995,8.07703,0.00120527
1774.842,0.00361384,8.51895,0.00117622
1774.861,0.00376624,8.3732,0.00122228
1774.88,0.00367044,8.51172,0.00127518
1774.9,0.0037628,8.7846,0.00128448
1774.919,0.00364453,8.81153,0.00132591
1774.938,0.00381924,8.70386,0.00127497
1774.957,0.00377007,8.63786,0.0013124
1774.977,0.00393929,9.0854,0.00137977
1774.996,0.00391013,8.62286,0.00126951
1775.015,0.00380742,8.79364,0.00135634
1775.034,0.00359998,8.72354,0.00147736
1775.054,0.00354263,8.99149,0.00161156
1775.073,0.00331986,9.03798,0.0017226
1775.092,0.00337486,9.27786,0.00168393
1775.111,0.00348735,8.8247,0.00157045
1775.131,0.00345134,8.67116,0.00131524
1775.15,0.00366383,8.722,0.00131701
1775.169,0.0038604,8.77447,0.00125091
1775.188,0.00384709,8.712,0.001331
1775.207,0.00370884,8.50594,0.00130998
1775.227,0.0037763,8.84063,0.0013164
1775.246,0.00401755,8.72591,0.00127229
1775.265,0.00423449,8.8841,0.00126354
1775.284,0.00414888,8.80667,0.0013736
1775.304,0.00406975,8.94605,0.00146303
1775.323,0.00403244,9.0495,0.00151829
1775.342,0.00376009,8.86334,0.00154722
1775.361,0.00379043,8.78746,0.00149399
1775.381,0.00366437,8.73071,0.00142036
1775.4,0.00352189,8.74837,0.00146347
1775.419,0.00333662,8.62685,0.00137386
1775.438,0.00366222,8.89643,0.00151192
1775.458,0.00346114,8.66371,0.00137202
1775.477,0.00349303,8.9497,0.00171006
1775.496,0.0035683,8.88912,0.00163005
1775.515,0.00376392,9.13654,0.0016593
1775.535,0.00352515,9.15054,0.00178668
1775.554,0.00353629,8.99815,0.00172186
1775.573,0.00371697,9.40534,0.00179031
1775.592,0.00369435,9.42726,0.0018171
1775.612,0.0037941,9.24829,0.00173359
1775.631,0.00334009,8.95385,0.00144154
1775.65,0.00358917,8.75454,0.00132585
1775.669,0.00370156,8.58599,0.00134125
1775.689,0.00413012,9.07162,0.00150228
1775.708,0.00432814,9.24523,0.00148373
1775.727,0.00418683,8.98922,0.00144658
1775.746,0.00431105,9.15083,0.00154248
1775.766,0.00403084,8.88371,0.00145188
1775.785,0.00400445,8.73066,0.00150434
1775.804,0.0038285,8.74444,0.00148599
1775.823,0.00370527,8.79435,0.00142626
1775.843,0.0035797,8.68968,0.00137621
1775.862,0.00343391,8.73216,0.00123926
1775.881,0.00352048,8.57417,0.00125599
1775.9,0.00355619,8.6728,0.001256
1775.92,0.00368939,8.61736,0.00129914
1775.939,0.00356132,8.69335,0.0012702
1775.958,0.00376545,8.79886,0.00139728
1775.977,0.00369902,8.79977,0.00137745
1775.997,0.00369675,8.71069,0.00132928
1776.016,0.00369595,8.79577,0.00138763
1776.035,0.00368709,8.50337,0.00131244
1776.054,0.00354984,8.63048,0.0013362
1776.073,0.00348622,8.64138,0.00132695
1776.093,0.00361448,8.57181,0.00129362
1776.112,0.00339001,8.59639,0.00129323
1776.131,0.00351122,8.62438,0.00135719
1776.15,0.00351632,8.53093,0.00130472
1776.17,0.00373926,8.53955,0.00133427
1776.189,0.00382681,8.83072,0.00141475
1776.208,0.00381692,8.82441,0.00141185
1776.227,0.00395798,8.98835,0.00145253
1776.247,0.00386411,8.8401,0.00153514
1776.266,0.00368461,9.0354,0.00161157
1776.285,0.00362553,9.03138,0.00160767
1776.304,0.00347004,8.88387,0.00163778
1776.324,0.00377674,9.2463,0.00176625
1776.343,0.00374337,9.39677,0.00182537
1776.362,0.00357428,9.66997,0.00203992
1776.381,0.0035918,9.52831,0.00185919
1776.401,0.00360843,8.89777,0.00156595
1776.42,0.00373098,8.76125,0.0013061
1776.439,0.00383131,8.88164,0.00133768
1776.458,0.00385234,8.62551,0.00130502
1776.478,0.00390029,8.76297,0.00125845
1776.497,0.00373086,8.72238,0.00120956
1776.516,0.00353241,8.54046,0.00122005
1776.535,0.00340447,8.57076,0.0012612
1776.555,0.00316685,8.2447,0.00121991
1776.574,0.00292114,8.34443,0.00128786
1776.593,0.00308722,8.50332,0.0013593
1776.612,0.00312308,8.03998,0.00129542
1776.632,0.00345311,8.40148,0.00138142
1776.651,0.00351242,8.6531,0.00142948
1776.67,0.00365875,8.68915,0.00147365
1776.689,0.00357761,8.8568,0.00152519
1776.709,0.00357987,8.81573,0.00156065
1776.728,0.00378327,8.84677,0.00167431
1776.747,0.0038633,9.06811,0.00175254
1776.766,0.00379304,9.19918,0.00177203
1776.786,0.0040687,9.22451,0.0017012
1776.805,0.00375709,8.86585,0.0014377
1776.824,0.00346317,8.64193,0.00138263
1776.843,0.00345054,8.63656,0.00128562
1776.862,0.00355884,8.66434,0.0013
1776.882,0.00352249,8.36003,0.00119124
1776.901,0.00312796,8.58003,0.00119022
1776.92,0.00309215,8.58991,0.00118635
1776.939,0.00320233,8.76765,0.00124594
1776.959,0.00327471,8.68509,0.00129783
1776.978,0.00334843,8.58919,0.00135257
1776.997,0.00334532,8.58736,0.0013148
1777.016,0.00338451,8.41937,0.00121632
1777.036,0.0034521,8.43527,0.00127526
1777.055,0.00348424,8.36852,0.00122774
1777.074,0.00351126,8.41699,0.00124241
1777.093,0.00345318,8.50875,0.00135821
1777.112,0.00373058,8.89041,0.00141767
1777.131,0.00368185,8.74648,0.00134978
1777.151,0.0035144,8.63672,0.00136457
1777.17,0.00375756,8.80887,0.00126383
1777.189,0.00349684,9.08429,0.00140076
1777.208,0.00343557,9.20141,0.00145827
1777.227,0.00368401,8.99988,0.00140616
1777.246,0.00359905,9.00798,0.00152292
1777.266,0.00365558,9.02986,0.00156898
1777.285,0.00367645,9.38371,0.00169038
1777.304,0.00372944,9.15611,0.00171606
1777.323,0.00380693,9.1874,0.00168709
1777.342,0.00363088,9.10883,0.00162644
1777.361,0.00356318,9.06774,0.00150781
1777.381,0.00360451,8.99936,0.00149489
1777.4,0.00331904,8.5658,0.00138305
1777.419,0.00334141,8.5279,0.00129649
1777.438,0.00346817,8.72214,0.00129764
1777.457,0.00351526,8.59824,0.00122069
1777.476,0.00335953,8.46279,0.00133556
1777.496,0.00323993,8.62556,0.00142678
1777.515,0.00334168,8.78038,0.00139048
1777.534,0.00330996,8.67074,0.00132191
