Age,Ba138Ca,BaCa,BCa,Cd,CdCa,Ce,CeCa,Eu,EuCa,Gd,GdCa,La,LaCa,LiCa,Lu,LuCa,MgCa,Mn,MnCa,P,PbCa,PCa,Pr,PrCa,Sm,SmCa,SrCa,UCa,Y,Yb,YbCa,YCa,ZnCa,Dist
1983.303296,0.002071869,0.002166217,0.514679237,0.001254345,1.12E-06,21.765664,1.55E-05,1.605448,1.06E-06,7.448736,4.74E-06,34.890833,2.51E-05,0.005052773,0.203967,1.17E-07,2.916863722,0.243311607,0.000443257,9.816802854,0.000799558,0.03172036,7.781543,5.53E-06,8.395903,5.59E-06,9.127217507,0.001392933,135.099177,7.502071,4.34E-06,0.000152085,0.004268829,443.1693559
1983.323187,0.002346189,0.002347848,0.508754094,0.025947852,2.31E-05,21.831457,1.56E-05,1.61094,1.06E-06,18.335371,1.17E-05,37.003706,2.67E-05,0.00548465,1.578162,9.03E-07,2.924810952,0.256732679,0.000467707,16.81800848,0.000949212,0.054342875,6.97912,4.96E-06,8.002402,5.33E-06,9.161603864,0.001492619,142.134741,7.416388,4.29E-06,0.000160005,0.004885038,442.8836416
1983.343077,0.002174168,0.002438411,0.51853792,0.004801423,4.27E-06,19.994646,1.43E-05,0.117319,7.73E-08,10.574139,6.73E-06,28.216432,2.03E-05,0.005789661,-0.0467,-2.67E-08,3.202174928,0.348164886,0.000634275,23.5642352,0.001019805,0.076141493,6.202366,4.41E-06,6.885802,4.58E-06,9.060970132,0.001365371,105.395458,5.383893,3.11E-06,0.000118647,0.007282475,442.5979274
1983.362967,0.002590362,0.002622448,0.493644908,0.016856848,1.50E-05,15.007764,1.07E-05,1.806239,1.19E-06,7.56483,4.81E-06,28.820751,2.08E-05,0.005150846,1.255364,7.18E-07,2.970568417,0.324087185,0.000590411,39.49210695,0.00074432,0.12760813,5.651676,4.01E-06,5.092254,3.39E-06,9.233531655,0.001473683,114.06434,3.72413,2.15E-06,0.000128406,0.005123185,442.3122131
1983.382857,0.003361115,0.003468256,0.491520709,0.0202653,1.80E-05,20.321711,1.45E-05,2.618584,1.72E-06,16.913202,1.08E-05,38.401787,2.77E-05,0.00513613,-0.0186,-1.06E-08,2.604712997,0.24665734,0.000449352,21.15089383,0.000679905,0.068343429,5.362304,3.81E-06,6.545057,4.36E-06,9.435059963,0.001664913,149.727144,5.555091,3.21E-06,0.000168552,0.005232691,442.0264988
1983.402747,0.002454115,0.002502546,0.495967562,0.021027641,1.87E-05,24.303994,1.74E-05,1.63352,1.08E-06,22.198636,1.41E-05,39.389235,2.84E-05,0.005246084,1.52716,8.74E-07,2.729521139,0.25178149,0.000458687,14.55461109,0.000597518,0.047029314,5.627523,4.00E-06,7.204674,4.80E-06,9.256438309,0.001596178,164.764918,4.469603,2.59E-06,0.000185481,0.004562439,441.7407845
1983.422637,0.002091698,0.002161352,0.486597706,0.007707039,6.86E-06,16.528841,1.18E-05,1.22152,8.05E-07,7.756495,4.94E-06,33.621778,2.42E-05,0.0054091,1.144496,6.55E-07,2.8177369,0.226278264,0.000412226,13.18976982,0.000572267,0.042619196,6.519823,4.63E-06,7.57371,5.04E-06,9.077907725,0.001616388,136.89653,6.40945,3.71E-06,0.000154109,0.004119377,441.4550702
1983.442527,0.001879561,0.002003916,0.480318882,0.007211344,6.42E-06,20.136784,1.44E-05,0.946467,6.23E-07,12.628837,8.04E-06,30.496659,2.20E-05,0.00493352,0.821431,4.70E-07,2.722714648,0.198204795,0.000361083,11.44944567,0.00061867,0.036995807,6.118154,4.35E-06,6.081192,4.05E-06,9.245486197,0.00155724,136.266618,7.710358,4.46E-06,0.000153399,0.003317025,441.1693559
1983.462417,0.002333868,0.002144767,0.492313901,0.013537728,1.21E-05,21.920203,1.57E-05,3.620949,2.38E-06,22.805322,1.45E-05,45.390379,3.27E-05,0.00524764,2.263383,1.29E-06,2.76930705,0.185502403,0.000337942,10.7767432,0.001036176,0.034822149,6.429711,4.57E-06,6.947545,4.62E-06,9.203399972,0.001571789,150.057012,9.621926,5.57E-06,0.000168924,0.003884784,440.8836416
1983.482307,0.002062568,0.001970914,0.465115189,0.006691919,5.96E-06,20.264075,1.45E-05,1.868401,1.23E-06,12.491525,7.95E-06,33.264305,2.40E-05,0.005224501,1.413858,8.09E-07,2.684169845,0.218832737,0.000398662,12.31978046,0.000851564,0.03980806,5.397515,3.83E-06,4.897544,3.26E-06,9.09449595,0.001487357,125.300594,6.505046,3.76E-06,0.000141055,0.003595812,440.5979274
1983.502197,0.00244653,0.002490973,0.47657979,0.004664448,4.15E-06,24.284364,1.73E-05,1.400928,9.23E-07,14.834406,9.44E-06,47.403538,3.42E-05,0.005292958,0.765348,4.38E-07,2.672220381,0.225204029,0.000410269,15.73601528,0.000940983,0.050846704,7.831294,5.56E-06,11.618046,7.73E-06,9.36217433,0.001592625,163.82562,8.816432,5.10E-06,0.000184423,0.004598456,440.3122131
1983.522087,0.002550457,0.002465586,0.443956303,0.680706405,0.000606061,37.964473,2.71E-05,2.964113,1.95E-06,24.205517,1.54E-05,65.284183,4.70E-05,0.005198311,1.015059,5.81E-07,2.210465419,0.225106294,0.000410091,16.74895634,0.001400239,0.054119751,11.037219,7.84E-06,17.50857,1.17E-05,9.448845818,0.001677151,224.424356,13.869119,8.02E-06,0.000252641,0.005091036,440.0264988
1983.541978,0.00216622,0.002312204,0.469593551,0.025560137,2.28E-05,33.56454,2.40E-05,2.027831,1.34E-06,20.727521,1.32E-05,50.020988,3.60E-05,0.005533389,1.910245,1.09E-06,2.363130442,0.200424626,0.000365127,14.20245287,0.00147774,0.04589141,9.840897,6.99E-06,5.232634,3.48E-06,9.437358176,0.001606121,199.069797,9.164159,5.30E-06,0.000224099,0.006725526,439.7407845
1983.561868,0.002154136,0.00210441,0.40523465,0.007258911,6.46E-06,36.191213,2.59E-05,2.818657,1.86E-06,15.086809,9.60E-06,68.856137,4.96E-05,0.004902298,2.12947,1.22E-06,1.715763531,0.159611051,0.000290774,22.87384936,0.001370524,0.073910697,13.659007,9.70E-06,11.679053,7.77E-06,9.646826063,0.001811701,268.427909,16.98843,9.83E-06,0.000302177,0.00560252,439.4550702
1983.581758,0.002348868,0.002308881,0.411687598,0.015935318,1.42E-05,38.394913,2.74E-05,3.671415,2.42E-06,21.548194,1.37E-05,76.259344,5.49E-05,0.005127514,0.897243,5.13E-07,1.740057463,0.163887321,0.000298564,21.242185,0.001208126,0.068638412,12.313157,8.75E-06,13.791545,9.18E-06,9.627086729,0.001855454,275.674909,10.041826,5.81E-06,0.000310336,0.005460224,439.1693559
1983.601648,0.002082585,0.001881252,0.474066903,0.013218652,1.18E-05,33.491675,2.39E-05,3.280046,2.16E-06,27.773217,1.77E-05,52.887028,3.81E-05,0.004761038,1.767899,1.01E-06,1.859919611,0.17503963,0.000318881,14.06831995,0.000893274,0.045457995,9.87373,7.01E-06,10.170209,6.77E-06,9.650653955,0.001906425,244.062712,12.225663,7.07E-06,0.000274749,0.003709125,438.8836416
1983.620984,0.002210328,0.002125194,0.484629231,0.01466054,1.31E-05,34.382878,2.46E-05,3.9525,2.60E-06,23.368403,1.49E-05,62.320082,4.49E-05,0.005042964,1.054878,6.03E-07,2.029157553,0.208662323,0.000380134,15.99804851,0.001184326,0.051693394,11.967306,8.50E-06,12.750762,8.49E-06,9.590033895,0.001748303,249.987763,12.353358,7.15E-06,0.000281419,0.004917751,438.5979274
1983.640321,0.00209378,0.002423011,0.477753336,0.014637651,1.30E-05,28.790176,2.06E-05,2.784004,1.83E-06,18.834406,1.20E-05,53.52164,3.86E-05,0.005322298,1.485331,8.50E-07,2.058102981,0.185619289,0.000338155,18.62012556,0.001119991,0.060165932,9.374569,6.66E-06,15.113612,1.01E-05,9.630243305,0.001751238,225.144924,13.787142,7.97E-06,0.000253452,0.005604552,438.3122131
1983.659657,0.002560146,0.002658181,0.491784035,0.027147547,2.42E-05,25.295207,1.81E-05,2.401432,1.58E-06,16.421765,1.05E-05,44.420137,3.20E-05,0.005717747,1.318799,7.54E-07,2.065422256,0.264778015,0.000482363,18.93536304,0.001182474,0.061184537,6.883315,4.89E-06,10.648581,7.09E-06,9.59519258,0.001749514,182.639471,9.20799,5.33E-06,0.000205603,0.007178269,438.0264988
1983.678994,0.002479319,0.002570035,0.474747711,0.010991229,9.79E-06,26.143088,1.87E-05,2.488552,1.64E-06,17.164818,1.09E-05,57.415028,4.14E-05,0.005116922,1.064495,6.09E-07,1.86808163,0.241399055,0.000439772,25.85618495,0.001062313,0.083547313,8.411066,5.97E-06,8.531815,5.68E-06,9.61184939,0.00182008,213.764416,9.676176,5.60E-06,0.000240641,0.005145686,437.7407845
1983.69833,0.00233986,0.002544254,0.468078986,0.000570692,5.08E-07,32.229253,2.30E-05,3.935495,2.59E-06,17.364579,1.11E-05,54.763511,3.95E-05,0.005044196,2.02427,1.16E-06,1.76886923,0.2259587,0.000411644,23.45559501,0.001050678,0.075790452,11.382073,8.08E-06,9.438669,6.28E-06,9.835048077,0.001859462,246.555112,14.983312,8.67E-06,0.000277555,0.004314123,437.4550702
1983.717667,0.002629517,0.002401831,0.424159626,0.005797369,5.16E-06,24.490636,1.75E-05,2.602492,1.71E-06,12.776205,8.13E-06,49.765753,3.59E-05,0.005215724,0.606698,3.47E-07,1.54646922,0.203518434,0.000370763,23.58107974,0.001054231,0.076195922,7.881129,5.60E-06,14.319536,9.53E-06,9.636464829,0.001795038,196.513775,11.384997,6.58E-06,0.000221221,0.005070927,437.1693559
1983.737003,0.002137287,0.002396731,0.419081171,0.014285759,1.27E-05,28.176532,2.01E-05,1.523692,1.00E-06,15.543902,9.89E-06,48.339771,3.48E-05,0.004728409,2.247337,1.29E-06,1.451771107,0.177720255,0.000323765,18.34607475,0.00088407,0.05928041,7.945232,5.64E-06,6.476658,4.31E-06,9.586177894,0.001869109,193.60923,7.253004,4.20E-06,0.000217952,0.004064051,436.8836416
1983.756339,0.002632111,0.002539035,0.437282786,0.007161391,6.38E-06,17.508326,1.25E-05,1.840022,1.21E-06,10.225027,6.51E-06,39.753212,2.86E-05,0.004749222,1.700436,9.73E-07,1.644258776,0.207011268,0.000377126,21.21466052,0.000901481,0.068549474,5.217599,3.71E-06,7.268933,4.84E-06,9.575193888,0.001773568,147.953107,7.474705,4.32E-06,0.000166555,0.003918563,436.5979274
1983.775676,0.002741368,0.002588059,0.383373433,0.01482752,1.32E-05,28.788048,2.06E-05,0.966487,6.37E-07,14.743786,9.38E-06,43.907941,3.16E-05,0.004824706,2.072221,1.19E-06,1.504129005,0.220967968,0.000402552,34.13959311,0.001146422,0.11031292,8.075217,5.74E-06,4.976799,3.31E-06,9.62491852,0.001729137,177.341184,10.823749,6.26E-06,0.000199638,0.004494597,436.3122131
1983.795012,0.00235742,0.002557514,0.398556254,0.003386787,3.02E-06,28.966744,2.07E-05,2.184749,1.44E-06,12.71704,8.09E-06,45.604802,3.29E-05,0.00478408,0.895771,5.12E-07,1.639579319,0.192007707,0.000349793,27.47146331,0.001006456,0.088766651,8.781904,6.24E-06,7.253098,4.83E-06,9.701723827,0.001681808,192.303056,10.320126,5.97E-06,0.000216481,0.00394268,436.0264988
1983.814349,0.002607742,0.00258951,0.452016879,0.010205854,9.09E-06,18.453569,1.32E-05,1.986068,1.31E-06,14.04042,8.94E-06,30.829426,2.22E-05,0.005144778,1.288751,7.37E-07,2.086984675,0.232658951,0.00042385,19.25837475,0.000935444,0.062228262,6.500124,4.62E-06,4.290036,2.86E-06,9.191369723,0.001593374,130.754683,9.000675,5.21E-06,0.000147194,0.005495655,435.7407845
1983.833685,0.002833927,0.002797612,0.439271518,0.007148901,6.36E-06,22.156772,1.58E-05,1.442063,9.50E-07,11.371697,7.24E-06,34.603032,2.49E-05,0.005651698,0.59865,3.42E-07,2.074910183,0.261053881,0.000475579,30.73981191,0.001046752,0.099327441,5.796487,4.12E-06,5.665747,3.77E-06,9.570393106,0.001577557,151.699685,6.322752,3.66E-06,0.000170773,0.005598626,435.4550702
1983.853022,0.002930146,0.002898801,0.423211277,0.001048483,9.34E-07,27.768266,1.98E-05,1.656229,1.09E-06,11.524843,7.34E-06,37.033531,2.67E-05,0.005309613,1.010873,5.78E-07,2.140777757,0.256642269,0.000467542,37.21108792,0.000922892,0.12023763,7.375208,5.24E-06,6.33005,4.21E-06,9.478559373,0.001547189,148.036618,9.062403,5.24E-06,0.000166649,0.006309653,435.1693559
1983.872358,0.002938442,0.003019233,0.422245366,0.023059175,2.05E-05,20.071055,1.43E-05,1.436754,9.46E-07,7.29081,4.64E-06,35.089054,2.53E-05,0.00501753,0.997112,5.70E-07,2.04600547,0.272707438,0.000496809,37.80913591,0.000943072,0.122170062,5.992587,4.26E-06,4.505191,3.00E-06,9.494742781,0.001539726,126.653058,6.945027,4.02E-06,0.000142577,0.006367316,434.8836416
1983.891695,0.002787185,0.00265024,0.389348616,0.014877261,1.32E-05,21.400073,1.53E-05,1.948678,1.28E-06,15.199598,9.67E-06,33.936752,2.45E-05,0.004789376,0.124649,7.13E-08,1.992593642,0.23131123,0.000421395,33.23243851,0.000993266,0.107381694,7.178947,5.10E-06,7.061216,4.70E-06,9.40717276,0.001459698,124.933884,10.224054,5.91E-06,0.000140642,0.006425401,434.5979274
1983.911031,0.002580273,0.002597665,0.339641921,0.004865599,4.33E-06,28.080844,2.01E-05,1.10142,7.25E-07,10.211138,6.50E-06,37.00654,2.67E-05,0.004730677,1.479889,8.47E-07,1.679684443,0.184830934,0.000336719,41.54498427,0.001068885,0.134241452,7.466899,5.30E-06,10.861369,7.23E-06,9.593078124,0.001489249,141.103985,7.715358,4.46E-06,0.000158845,0.005125085,434.3122131
1983.930368,0.002535046,0.002612816,0.351309655,0.011916669,1.06E-05,24.876142,1.78E-05,1.227236,8.08E-07,16.709291,1.06E-05,37.227327,2.68E-05,0.004721361,0.0738,4.22E-08,1.720919156,0.180119625,0.000328136,35.71406661,0.000961302,0.115400408,7.593885,5.39E-06,9.353418,6.23E-06,9.71016149,0.001581464,139.981946,7.267917,4.20E-06,0.000157582,0.005592766,434.0264988
1983.949704,0.003046252,0.002834738,0.325656449,0.012329629,1.10E-05,22.500016,1.61E-05,2.77167,1.83E-06,5.436183,3.46E-06,33.803391,2.44E-05,0.005440838,1.026273,5.87E-07,1.614073143,0.188309196,0.000343055,41.34759291,0.0013201,0.133603634,8.102611,5.76E-06,5.745195,3.82E-06,9.613202918,0.001462259,126.793891,7.617135,4.41E-06,0.000142736,0.008090328,433.7407845
1983.96904,0.002691062,0.002657502,0.298148544,0.01314272,1.17E-05,27.531649,1.97E-05,2.338666,1.54E-06,8.055428,5.13E-06,40.277492,2.90E-05,0.004809763,1.200578,6.87E-07,1.278577255,0.164158246,0.000299058,44.66058286,0.001125226,0.144308671,8.561866,6.08E-06,10.383476,6.91E-06,9.906818589,0.001686752,139.106545,8.095585,4.68E-06,0.000156596,0.005932039,433.4550702
1983.988377,0.002932448,0.002954611,0.32116339,0.01710851,1.52E-05,21.491864,1.54E-05,1.896268,1.25E-06,9.323034,5.93E-06,32.717717,2.36E-05,0.004955067,1.571311,8.99E-07,1.470296585,0.202001756,0.000368,43.45492704,0.00126111,0.140412918,7.823151,5.56E-06,4.886923,3.25E-06,9.722910333,0.001583133,143.101737,10.24143,5.92E-06,0.000161094,0.005998068,433.1693559
1984.007713,0.002428921,0.002494684,0.305170102,0.015469177,1.38E-05,20.421238,1.46E-05,1.455806,9.59E-07,8.448918,5.38E-06,33.533255,2.42E-05,0.004769989,2.176354,1.24E-06,1.457697356,0.165068485,0.000300716,45.70689515,0.001282732,0.147689548,4.73064,3.36E-06,5.52924,3.68E-06,9.75541433,0.001465094,116.458266,6.624717,3.83E-06,0.000131101,0.005358338,432.8836416
1984.02705,0.002573746,0.002387979,0.312180006,0.016266771,1.45E-05,17.754473,1.27E-05,1.082098,7.13E-07,6.227176,3.96E-06,24.541205,1.77E-05,0.004723455,0.76649,4.38E-07,1.563546361,0.189544967,0.000345306,46.24263473,0.001074553,0.149420647,6.347296,4.51E-06,3.235006,2.15E-06,9.68142952,0.001520862,123.144625,6.754566,3.91E-06,0.000138628,0.005084567,432.5979274
1984.046386,0.002390292,0.002455119,0.31781725,0.007157664,6.37E-06,19.467692,1.39E-05,0.698457,4.60E-07,12.794464,8.14E-06,32.556402,2.35E-05,0.005037745,1.217907,6.97E-07,1.64844867,0.190828723,0.000347645,43.00117235,0.00099651,0.138946732,6.208558,4.41E-06,4.966934,3.31E-06,9.485842945,0.001488034,126.973509,6.6765,3.86E-06,0.000142938,0.005340108,432.3122131
1984.065723,0.002226777,0.002181198,0.446491659,0.017157959,1.53E-05,16.57984,1.18E-05,1.023564,6.74E-07,8.342206,5.31E-06,25.357187,1.83E-05,0.005373687,0.708176,4.05E-07,2.671366564,0.237325996,0.000432352,18.70783235,0.000910048,0.060449333,5.135891,3.65E-06,2.255886,1.50E-06,9.100961144,0.001360328,99.099961,4.69627,2.72E-06,0.00011156,0.005473318,432.0264988
1984.085059,0.002130739,0.00232237,0.401623847,0.015309493,1.36E-05,25.482517,1.82E-05,0.810786,5.34E-07,16.621969,1.06E-05,42.512868,3.06E-05,0.00492648,0.986417,5.64E-07,2.149807495,0.252874626,0.000460678,28.41672349,0.001221296,0.091821005,7.491046,5.32E-06,4.092809,2.72E-06,9.534233193,0.001509145,149.676883,8.529158,4.93E-06,0.000168496,0.006173641,431.7407845
1984.104396,0.002641359,0.002636962,0.43020968,0.012999998,1.16E-05,16.045603,1.15E-05,0.187457,1.23E-07,10.592318,6.74E-06,26.531894,1.91E-05,0.005598781,0.94154,5.39E-07,2.797206813,0.301680145,0.000549591,24.84182746,0.001070353,0.080269689,4.389952,3.12E-06,5.075775,3.38E-06,9.103309837,0.001278704,103.152698,6.612389,3.82E-06,0.000116122,0.010078622,431.4550702
1984.123521,0.002828,0.002789476,0.38701423,0.012757516,1.14E-05,24.678019,1.76E-05,2.045247,1.35E-06,8.012856,5.10E-06,35.690511,2.57E-05,0.005327598,0.405996,2.32E-07,2.099784364,0.269033609,0.000490116,34.48386972,0.001009786,0.111425358,6.92683,4.92E-06,5.675591,3.78E-06,9.663441068,0.001512635,141.075203,8.512904,4.92E-06,0.000158813,0.006254795,431.1693559
1984.142646,0.002631659,0.002876608,0.400154787,0.003200666,2.85E-06,21.525942,1.54E-05,1.373537,9.05E-07,3.456819,2.20E-06,27.751587,2.00E-05,0.0054541,1.644409,9.41E-07,2.312814744,0.297095322,0.000541238,29.41552885,0.001082104,0.095048376,5.380997,3.82E-06,5.627545,3.75E-06,9.289219542,0.00138902,115.006953,5.763982,3.33E-06,0.000129467,0.006950641,430.8836416
1984.161771,0.002844663,0.002866231,0.394335508,0.028299497,2.52E-05,18.055621,1.29E-05,1.545748,1.02E-06,6.787943,4.32E-06,25.267563,1.82E-05,0.005371082,0.856606,4.90E-07,2.256911936,0.364201264,0.000663489,27.97009766,0.001159187,0.090377854,5.477303,3.89E-06,5.162169,3.44E-06,9.247463206,0.001483255,109.391044,6.213007,3.59E-06,0.000123145,0.009407066,430.5979274
1984.180896,0.00264731,0.002926286,0.432881338,0.042953743,3.82E-05,18.098228,1.29E-05,1.527033,1.01E-06,10.25208,6.53E-06,27.814061,2.00E-05,0.005498282,1.078615,6.17E-07,2.371660651,0.366881714,0.000668372,24.77948399,0.000971631,0.080068243,4.841931,3.44E-06,3.630173,2.42E-06,9.433511209,0.00156057,107.690916,6.013955,3.48E-06,0.000121231,0.008230495,430.3122131
1984.200021,0.002707628,0.002659759,0.381515205,0.040361303,3.59E-05,23.360347,1.67E-05,1.304077,8.59E-07,6.821995,4.34E-06,31.283492,2.25E-05,0.004874927,1.416918,8.11E-07,1.927581938,0.35234471,0.000641889,28.50478516,0.00101961,0.092105553,6.753654,4.80E-06,6.696059,4.46E-06,9.466433509,0.001628802,131.277708,7.55219,4.37E-06,0.000147783,0.005894966,430.0264988
1984.219146,0.002673586,0.002478101,0.350699566,0.005515778,4.91E-06,23.950903,1.71E-05,1.895371,1.25E-06,16.247899,1.03E-05,36.673023,2.64E-05,0.004603377,1.144831,6.55E-07,1.654089069,0.259066833,0.000471959,33.04141008,0.00083102,0.106764437,6.208336,4.41E-06,7.934106,5.28E-06,9.465209615,0.001660689,148.154672,9.079186,5.25E-06,0.000166782,0.003959455,429.7407845
1984.238271,0.002902342,0.002641174,0.293223923,0.013982105,1.24E-05,25.070439,1.79E-05,1.961057,1.29E-06,9.996973,6.36E-06,33.079553,2.38E-05,0.004666416,2.17645,1.24E-06,1.418516318,0.209694896,0.000382015,52.78818525,0.001082191,0.170570834,6.272708,4.46E-06,6.155462,4.10E-06,9.809341993,0.00157576,137.17042,9.12505,5.28E-06,0.000154417,0.004704872,429.4550702
1984.257396,0.002166045,0.002434873,0.337257792,0.018694931,1.66E-05,17.490949,1.25E-05,0.548833,3.61E-07,7.055722,4.49E-06,27.542701,1.98E-05,0.005271568,1.149476,6.58E-07,1.729197501,0.22796358,0.000415296,45.3235015,0.001129254,0.146450714,6.081004,4.32E-06,6.59354,4.39E-06,9.342443815,0.001466147,107.355535,5.803002,3.36E-06,0.000120853,0.005534824,429.1693559
1984.276521,0.002385643,0.00262601,0.313731793,0.002777386,2.47E-06,24.256951,1.73E-05,1.356542,8.93E-07,11.504331,7.32E-06,31.687438,2.28E-05,0.004542816,2.300507,1.32E-06,1.344603338,0.176037595,0.000320699,43.26145469,0.001097958,0.139787764,7.465712,5.30E-06,4.901268,3.26E-06,9.803395867,0.001627063,137.429434,8.208053,4.75E-06,0.000154708,0.004020509,428.8836416
1984.295646,0.002499674,0.002692174,0.302138808,0.00457056,4.07E-06,24.774742,1.77E-05,1.183326,7.79E-07,13.991586,8.91E-06,36.428529,2.62E-05,0.004972048,1.189338,6.80E-07,1.300788079,0.19777152,0.000360293,50.66304527,0.001375615,0.163704015,7.161287,5.09E-06,10.957373,7.29E-06,9.804149505,0.001566491,146.057268,5.471373,3.16E-06,0.000164421,0.003738137,428.5979274
1984.314772,0.002501505,0.002668841,0.299227525,0.024706301,2.20E-05,25.471217,1.82E-05,1.712828,1.13E-06,9.936333,6.32E-06,35.491178,2.56E-05,0.004685902,0.511203,2.92E-07,1.394283432,0.218816002,0.000398631,51.32804442,0.001359668,0.165852781,7.374236,5.24E-06,6.047229,4.03E-06,9.721545867,0.001541131,148.508013,9.024658,5.22E-06,0.00016718,0.004072105,428.3122131
1984.333897,0.002688223,0.002595958,0.373906191,0.012277252,1.09E-05,21.622442,1.54E-05,1.056579,6.96E-07,10.823269,6.89E-06,32.598082,2.35E-05,0.004877135,0.637996,3.65E-07,1.824319625,0.239615145,0.000436523,35.58041734,0.00109625,0.114968556,5.401887,3.84E-06,3.864907,2.57E-06,9.502051043,0.001597067,145.77042,8.125107,4.70E-06,0.000164098,0.003633003,428.0264988
1984.353022,0.002626912,0.002561095,0.345463371,0.009148824,8.15E-06,14.124053,1.01E-05,1.123887,7.40E-07,5.10657,3.25E-06,24.014001,1.73E-05,0.005559282,0.723731,4.14E-07,1.978492955,0.418170528,0.000761809,51.02350922,0.001376487,0.164868758,5.099202,3.62E-06,3.960144,2.64E-06,9.575722967,0.0014682,107.059541,8.593105,4.97E-06,0.00012052,0.005869426,427.7407845
