Age,BaCa,Ce,CeCe_anom,Dy,Er,Eu,Gd,Ho,La,Lu,MnCa,Nd,NdYb_paas,Pr,REEsCa,Sm,SrCa,Tb,Tm,Y,Yb,YCa,YHo
2000.416667,0.00218,25.18,0.36,11.61,8.77,2.06,11.41,2.83,41.83,1.8,0.00084,31.3,0.252,7.91,0.000000423,7.61,8.78,1.84,1.37,167.57,10.32,0.000193,59.21
2000.498634,0.00228,24.13,0.37,11.8,8.81,1.95,10.65,2.78,38.61,1.73,0.00066,29.23,0.238,7.41,0.000000416,7.57,8.91,1.6,1.35,159.78,10.21,0.00019,57.47
2000.583333,0.00184,22.95,0.38,11.63,8.77,1.78,9.6,2.71,35.03,1.66,0.00046,26.97,0.223,6.83,0.000000413,7.52,9.05,1.26,1.34,149.46,10.04,0.000188,55.15
2000.668033,0.00145,19.9,0.4,8.99,6.84,1.49,7.9,2.12,29.63,1.44,0.00074,23.57,0.241,5.79,0.000000344,5.65,8.88,1.25,1.18,127.92,8.15,0.00016,60.34
2000.75,0.00165,19.13,0.35,9.94,6.48,1.52,7.89,2.04,30.5,1.32,0.00076,23.88,0.246,6.1,0.000000344,5.48,8.78,1.18,1.01,125.37,8.06,0.000156,61.46
2000.834699,0.00201,19.29,0.35,8.82,6.69,1.62,7.62,2.03,30.18,1.43,0.00077,22.45,0.229,5.98,0.000000376,6.06,8.64,1.11,1.11,126.69,8.17,0.000175,62.41
2000.916667,0.00228,21.22,0.38,9.37,7.23,1.61,8.66,2.23,34.39,1.62,0.00094,26.06,0.235,6.45,0.000000392,5.49,8.59,1.53,1.18,132.5,9.22,0.000172,59.42
2001.00137,0.0022,20.87,0.38,8.81,7.66,1.72,8.79,2.54,36.09,1.76,0.00103,27.67,0.25,6.59,0.00000036,6.11,8.59,1.28,1.26,143.37,9.2,0.000166,56.44
2001.086301,0.0022,17.2,0.35,8.12,6.14,1.26,8.08,1.95,31.5,1.32,0.00091,20.61,0.227,5.44,0.000000335,5.11,8.45,1.19,1,121.01,7.55,0.000157,62.06
2001.163014,0.00204,17.57,0.36,8.69,7.3,1.45,8.44,2.2,32.8,1.58,0.00089,23.05,0.238,5.7,0.000000334,5.54,8.56,1.36,1.23,127.5,8.07,0.000154,57.95
2001.247945,0.00198,19.46,0.39,10.35,7.6,1.64,7.88,2.31,32.53,1.54,0.00114,25.06,0.256,6.05,0.000000365,6.54,8.72,1.41,1.17,131.84,8.15,0.000165,57.07
2001.330137,0.00178,21.2,0.32,9.45,7.21,1.93,9.55,2.3,36.44,1.41,0.00071,25.95,0.248,7.02,0.00000038,6.92,8.73,1.56,1.11,142.3,8.71,0.000173,61.87
2001.415068,0.00152,21.33,0.39,9.14,6.26,1.73,9.28,2.29,32.5,1.47,0.00046,25.63,0.253,6.33,0.000000373,6.38,8.88,1.5,1.1,126.67,8.42,0.00016,55.31
2001.49726,0.00136,21,0.43,7.66,6.56,1.37,7.32,2.2,29.94,1.32,0.00063,22.87,0.258,5.7,0.000000366,5.57,9.01,1.15,1.01,120.57,7.38,0.000164,54.8
2001.582192,0.00117,20.97,0.4,9.6,7.33,1.42,8.22,2.36,32.46,1.58,0.00063,26.07,0.245,6.27,0.000000359,6.45,8.95,1.5,1.16,134.34,8.85,0.000162,56.92
2001.667123,0.0012,18.82,0.39,9.25,6.92,1.37,7.76,2.15,29.79,1.44,0.00067,23.68,0.226,5.72,0.000000335,6.38,8.91,1.42,1.18,129.15,8.72,0.000156,60.07
2001.749315,0.00165,16.78,0.39,8.71,6.15,1.37,7.11,1.96,27.09,1.29,0.00077,21.07,0.222,5.13,0.000000319,5.99,8.85,1.21,1.15,121.41,7.89,0.000155,61.94
2001.834247,0.00199,15.73,0.38,8.87,5.43,1.47,6.76,1.94,26.42,1.29,0.00094,20.41,0.249,4.92,0.000000324,5.56,8.73,1,1.12,118.02,6.82,0.00016,60.84
2001.916438,0.00214,18.29,0.37,8.55,7.26,1.42,7.72,2.17,31,1.51,0.00114,23.32,0.233,5.77,0.000000347,6.08,8.63,1.23,1.24,131.11,8.34,0.000166,60.42
2002.00137,0.00231,20.87,0.36,9.82,8.4,1.69,8.58,2.47,35.07,1.58,0.00122,25.63,0.211,6.6,0.000000371,6.53,8.63,1.37,1.39,144.86,10.09,0.000173,58.65
2002.086301,0.00266,22.64,0.34,11.01,8.63,1.93,9.26,2.67,38.49,1.53,0.00126,27.8,0.215,7.28,0.000000388,6.74,8.66,1.48,1.45,152.32,10.75,0.000176,57.05
2002.163014,0.00291,22.94,0.34,10.75,7.86,1.81,9.75,2.65,41.03,1.4,0.00128,30.22,0.27,7.71,0.000000395,6.62,8.67,1.58,1.3,148.21,9.32,0.00017,55.93
2002.247945,0.002,22.93,0.37,10.24,7.97,1.75,10.48,2.55,40.4,1.46,0.00119,32.53,0.288,7.64,0.000000416,7.02,8.68,1.78,1.22,147.59,9.38,0.000176,57.88
2002.330137,0.00142,21.71,0.32,9.59,7.95,1.66,10.28,2.37,38.39,1.43,0.00108,32.24,0.304,7.91,0.000000422,6.81,8.71,1.79,1.14,140.57,8.82,0.000176,59.31
2002.415068,0.0013,18.34,0.19,8.67,7.69,1.48,8.4,2.02,33.96,1.25,0.00091,27.34,0.318,8.81,0.000000396,5.52,8.78,1.46,1.06,122.15,7.16,0.000164,60.47
2002.49726,0.00132,16.37,0.2,7.97,6.78,1.34,7.36,1.84,29.79,1.17,9.00E-04,22.43,0.287,7.35,0.000000362,4.88,8.88,1.3,1.01,113.23,6.51,0.000159,61.54
2002.582192,0.00161,15.05,0.33,7.38,5.56,1.22,6.72,1.73,25.75,1.14,0.00097,17.53,0.23,4.78,0.000000324,4.56,9,1.22,0.97,108.78,6.33,0.000159,62.88
2002.667123,0.00185,18.88,0.42,9.12,6.44,1.44,7.28,2.12,29.51,1.5,0.00063,20.63,0.214,5.21,0.000000335,5.31,8.93,1.19,1.05,123.93,8.02,0.000159,58.46
2002.749315,0.00192,18.48,0.43,8.36,6.36,1.38,7.41,2.11,28.23,1.42,0.00082,21,0.212,5.09,0.000000323,5.3,8.81,1.23,1.14,121.77,8.23,0.000153,57.71
2002.834247,0.00186,16.62,0.36,7.5,6.3,1.25,6.63,1.98,26.76,1.33,8.00E-04,19.17,0.2,5.04,0.000000295,4.57,8.71,1.2,1.05,118.97,7.99,0.000147,60.09
2002.916438,0.00192,16.72,0.35,8.89,6.35,1.3,7.01,1.88,27.38,1.31,0.00092,19.61,0.205,5.19,0.000000272,5.24,8.71,1.14,1.14,125.17,7.95,0.000138,66.58
2003.00137,0.00231,15.27,0.34,7.63,5.57,1.39,5.89,1.85,24.31,1.15,0.00092,17.61,0.214,4.79,0.000000279,4.25,8.66,1.02,0.98,108.43,6.86,0.000138,58.61
2003.086301,0.00276,17.03,0.35,9.79,7.2,1.4,7.8,2.31,28.82,1.41,0.00088,23.04,0.231,5.73,0.000000336,6.1,8.71,1.48,1.15,126.45,8.29,0.000158,54.74
2003.163014,0.00289,21.79,0.32,10.8,8.1,2.03,10.17,2.63,36.19,1.68,0.00075,28.24,0.246,7.42,0.00000039,7.43,8.85,1.61,1.22,148.18,9.56,0.000175,56.34
2003.247945,0.0021,19.94,0.39,9.89,8.1,1.88,10.62,2.57,33.57,1.66,0.00071,27.64,0.233,6.36,0.000000423,6.89,8.96,1.59,1.28,140.41,9.87,0.000189,54.63
2003.330137,0.00187,20.43,0.34,9.85,7.31,1.79,9.76,2.55,32.95,1.82,0.00061,27.58,0.22,6.91,0.000000401,7.31,9.01,1.52,1.28,142.19,10.42,0.000182,55.76
2003.415068,0.00156,22.83,0.38,10.82,8.32,1.77,10.27,2.87,35.83,1.87,0.00047,29.21,0.228,7.14,0.000000405,7.01,9.09,1.64,1.44,153.97,10.65,0.000185,53.65
2003.49726,0.00186,21.75,0.41,10.38,8.29,1.71,10.66,2.34,33.04,2.02,0.00048,25.79,0.21,6.32,0.00000041,6.62,9.09,1.64,1.36,143.06,10.22,0.000186,61.14
2003.582192,0.00224,21.76,0.39,10.52,7.98,1.48,9.11,2.59,33.25,1.93,0.00067,26.02,0.196,6.48,0.000000382,6.12,8.92,1.47,1.34,143.05,11.03,0.000175,55.23
2003.667123,0.00235,20.09,0.41,9.27,7.38,1.59,8.25,2.36,31.23,1.69,0.00086,23.26,0.216,5.75,0.000000345,5.72,8.83,1.38,1.2,138.25,8.97,0.000168,58.58
2003.749315,0.00217,21.46,0.38,10.72,8.72,1.72,10.27,2.51,33.44,1.84,0.00083,25.08,0.197,6.41,0.000000328,6.18,8.78,1.53,1.54,159.4,10.6,0.000166,63.51
2003.834247,0.0021,16.99,0.37,9.53,6.71,1.46,7.79,2.13,27.33,1.58,0.00138,20.84,0.199,5.24,0.00000033,5.22,8.79,1.18,1.17,130.78,8.7,0.000168,61.4
2003.916438,0.00239,16.31,0.38,8.64,6.55,1.4,7.56,2.07,26.74,1.39,0.0015,19.42,0.184,4.9,0.000000319,4.94,8.77,1.22,1.14,125.27,8.76,0.000162,60.52
2004.001366,0.00229,15.14,0.35,7.43,5.83,1.14,6.73,1.91,25.64,1.31,0.0014,18.43,0.189,4.79,0.000000322,4.09,8.7,1.05,1.05,113.25,8.1,0.00016,59.29
2004.086066,0.00247,18.81,0.39,8.57,7.04,1.41,8.56,2.21,30.35,1.51,0.0012,22.3,0.206,5.61,0.000000329,6.11,8.68,1.36,1.31,130.68,9.01,0.000156,59.13
2004.165301,0.00225,18.78,0.38,8.66,7.18,1.46,8.2,2.15,31,1.5,0.00088,24.99,0.228,5.97,0.000000338,6.19,8.8,1.41,1.19,131.57,9.14,0.000157,61.2
2004.25,0.00173,21.53,0.38,10.48,8.1,1.73,8.84,2.48,33.33,1.66,0.00059,24.87,0.229,6.38,0.000000378,7.15,8.89,1.4,1.28,135.02,9.04,0.000166,54.44
2004.331967,0.00171,21.51,0.43,8.96,6.89,1.66,8.69,2.2,32.26,1.51,0.00052,24.59,0.235,5.98,0.00000038,6.82,8.87,1.4,1.2,125.97,8.7,0.000163,57.26
2004.416667,0.00166,22.61,0.39,9.23,7.3,1.87,9.97,2.39,32.73,1.53,0.00059,26.28,0.243,6.65,0.000000385,6.37,8.95,1.53,1.25,133.2,9.01,0.000167,55.73
2004.498634,0.00169,24.69,0.4,10.52,8.07,1.77,10.13,2.6,36.16,1.78,0.00052,28.39,0.229,7.15,0.000000418,7.11,9.05,1.72,1.48,143.92,10.32,0.000179,55.35
2004.583333,0.00197,21.92,0.49,9.42,7.55,1.73,9.12,2.33,30.93,1.69,7.00E-04,25.09,0.216,5.68,0.000000381,6.28,8.84,1.46,1.23,135.81,9.67,0.000174,58.29
2004.668033,0.00203,18.73,0.38,9.06,7.49,1.54,8.05,2.13,28.4,1.57,0.00082,21.79,0.2,5.58,0.000000349,5.35,8.78,1.32,1.23,128.99,9.08,0.000167,60.56
2004.75,0.00194,17.34,0.38,8.41,7.11,1.31,7.47,2.13,27.65,1.5,0.00083,19.73,0.193,5.12,0.000000328,5.29,8.73,1.07,1.15,124.17,8.52,0.000161,58.3
2004.834699,0.00179,19.31,0.43,9.4,7.29,1.68,8.37,2.36,31.8,1.75,0.00103,24.79,0.206,5.65,0.00000034,6.12,8.67,1.43,1.41,140.64,10.02,0.000164,59.59
2004.916667,0.00187,17.94,0.4,7.59,7.15,1.38,8.1,2.27,28.42,1.51,0.00102,21.08,0.192,5.21,0.000000347,5.27,8.71,1.3,1.11,123.39,9.11,0.000164,54.36
2005.00137,0.00268,17.7,0.42,8.45,7.02,1.31,7.7,2.2,29.98,1.55,0.00084,21.99,0.22,5.2,0.000000326,5.69,8.65,1.29,1.31,134.75,8.32,0.000165,61.25
2005.086301,0.00233,16.56,0.41,9.52,7.28,1.49,8.72,2.35,28.36,1.5,0.0011,23.05,0.213,5.18,0.000000348,5.54,8.71,1.33,1.18,133.98,9,0.000174,57.01
2005.163014,0.00231,23.37,0.46,9.84,8,1.65,9.53,2.59,34.64,1.6,0.00076,28.22,0.245,6.41,0.000000397,5.79,8.83,1.51,1.27,146.86,9.59,0.000183,56.7
2005.247945,0.00206,21.25,0.41,9.37,7.9,1.72,9.65,2.41,32.06,1.63,0.00052,24.89,0.223,6.11,0.000000385,6.28,8.9,1.48,1.33,141.43,9.28,0.000181,58.68
2005.330137,0.00202,21.13,0.45,9.83,7.66,1.47,8.97,2.41,31.99,1.64,0.00057,24.39,0.222,5.77,0.000000391,6.29,9.06,1.47,1.25,136.43,9.14,0.00018,56.61
2005.415068,0.00186,23.08,0.37,10.9,8.33,1.94,10.26,2.68,35.04,1.76,0.00057,28.59,0.248,7.21,0.000000417,6.38,9.06,1.49,1.43,147.34,9.57,0.000186,54.98
2005.49726,0.00162,23.54,0.4,9.86,8.09,1.86,9.49,2.41,32.73,1.86,0.00058,24.79,0.211,6.52,0.000000382,5.89,9.16,1.58,1.38,144.6,9.77,0.000178,60
2005.582192,0.00145,21.54,0.42,9.22,7.39,1.53,8.2,2.4,31.87,1.73,0.00053,24.02,0.204,6,0.00000035,6.7,9.05,1.47,1.39,139.67,9.8,0.000166,58.2
2005.667123,0.00162,19.31,0.39,8.82,7.18,1.46,8.71,2.41,32.08,1.46,0.00089,25.08,0.24,6.03,0.000000328,6.08,8.81,1.29,1.25,133.98,8.69,0.000152,55.59
2005.749315,0.00221,19.15,0.36,8.66,7.09,1.25,8.14,2.36,29.38,1.5,0.00095,22.06,0.191,5.81,0.000000302,5.66,8.77,1.28,1.13,132.95,9.61,0.000147,56.33
2005.834247,0.00164,14.43,0.38,6.35,5.25,1.15,6.35,1.5,23.47,1.14,0.00115,17.57,0.233,4.38,0.000000298,4.31,8.72,1,0.85,96.74,6.28,0.000138,64.49
2005.916438,0.00178,13.76,0.35,6.24,4.81,1.11,6.02,1.58,22.58,0.95,0.00122,15.59,0.205,4.19,0.000000321,3.5,8.76,0.94,0.78,90.1,6.33,0.000148,57.03
2006.00137,0.00188,14.52,0.46,6.9,5,1.26,6.52,1.61,25.27,1.01,0.00111,19.85,0.274,4.26,0.00000033,3.98,8.64,1.04,0.89,94.88,6.02,0.000144,58.93
2006.086301,0.00178,17.55,0.36,8.05,5.89,1.34,6.99,1.83,28.88,1.22,0.00107,20.43,0.264,5.37,0.00000037,4.28,8.64,1.26,0.92,109.9,6.45,0.000166,60.05
2006.163014,0.00179,11.6,0.46,4.43,4.19,0.85,4.77,1.16,17.49,0.76,0.00075,14.45,0.25,3.25,0.000000366,3.29,8.59,0.85,0.61,75.13,4.81,0.000171,64.77
2006.247945,0.00201,18.84,0.44,7.29,6.18,1.25,6.98,1.75,26.91,1.25,0.00077,18.47,0.219,4.77,0.000000407,4.88,8.67,1.16,0.98,107.17,7,0.000182,61.24
2006.330137,0.00194,23.26,0.43,9.62,7.92,1.81,8.68,2.44,34.97,1.75,0.00069,28.73,0.242,6.73,0.000000391,6.21,8.76,1.35,1.3,142.36,9.87,0.000174,58.34
2006.415068,0.00188,22.43,0.43,9.64,7.74,1.77,9.09,2.61,33.66,1.62,0.00048,26.24,0.242,6.32,0.000000393,6.52,8.97,1.54,1.19,140.41,9.02,0.000178,53.8
2006.49726,0.00175,22.22,0.45,9.42,7.42,1.65,8.24,2.45,32.25,1.51,0.00045,24.87,0.242,5.98,0.00000037,6.61,9.07,1.2,1.18,133.14,8.57,0.000166,54.34
2006.582192,0.0015,20.58,0.47,8.63,6.13,1.47,7.89,2.18,28.31,1.43,6.00E-04,22.34,0.246,5.32,0.000000345,5.72,9.03,1.25,1.09,119.12,7.54,0.000154,54.64
2006.667123,0.00136,19.9,0.41,8.78,6.53,1.59,8.15,1.99,28.88,1.55,0.00067,21.7,0.23,5.5,0.000000336,5.12,8.9,1.32,1.11,122.13,7.85,0.000154,61.37
2006.749315,0.00137,19.28,0.39,9.04,6.33,1.47,8.23,2.23,30.12,1.26,0.00061,22.21,0.227,5.65,0.000000349,5.26,8.84,1.19,0.96,113.65,8.16,0.000147,50.96
2006.834247,0.00132,19.02,0.42,7.53,6.53,1.27,7.55,2.05,27.53,1.29,0.00077,20.21,0.232,5.17,0.000000319,5.52,8.73,1.17,1,114.62,7.26,0.000146,55.91
2006.916438,0.00157,18.24,0.46,7.04,6.15,1.31,6.44,1.81,26.14,1.34,0.00083,19.81,0.222,4.77,0.00000031,5.18,8.65,1.2,0.96,115.38,7.42,0.000149,63.75
2007.00137,0.00178,17.38,0.42,8.87,6.65,1.41,7.87,2.02,28.59,1.28,9.00E-04,23.66,0.254,5.34,0.000000347,5.84,8.69,1.24,1.07,117.98,7.74,0.000155,58.41
2007.086301,0.00213,19.14,0.38,8.48,7.03,1.51,7.45,2.01,30.5,1.43,0.00082,23.83,0.23,5.86,0.000000349,5.03,8.63,1.32,1.1,123.9,8.61,0.000158,61.64
2007.163014,0.00208,18.97,0.4,9.16,7.19,1.44,8.44,2.28,32.62,1.48,0.00076,24.97,0.249,5.85,0.000000363,5.92,8.71,1.34,1.26,134.06,8.33,0.00017,58.8
2007.247945,0.00225,19.16,0.38,8.08,6.83,1.5,8.45,2.25,30.31,1.45,0.00065,23.38,0.235,5.8,0.000000382,5.82,8.87,1.19,1.09,126.12,8.29,0.000176,56.05
2007.330137,0.00186,18.45,0.39,9.29,6.6,1.37,7.43,1.92,29.82,1.39,0.00063,21.57,0.237,5.42,0.000000369,5.91,8.9,1.26,1.02,116.72,7.58,0.000163,60.79
2007.415068,0.00246,20.32,0.37,9.15,7.08,1.52,8.32,2.17,32.56,1.39,0.00063,24.5,0.259,6.28,0.000000378,5.91,8.85,1.39,1.23,128.66,7.86,0.000169,59.29
2007.49726,0.00237,23.27,0.41,8.97,6.68,1.6,9.64,2.39,33.31,1.39,0.00054,25.91,0.252,6.49,0.000000398,6.26,9.19,1.34,1.22,132.67,8.54,0.000174,55.51
2007.582192,0.00168,21.13,0.47,9.27,7.08,1.61,8.7,2.13,31.36,1.45,0.00068,25.34,0.248,5.72,0.000000391,5.93,9.02,1.4,1.11,125.42,8.5,0.000169,58.88
2007.667123,0.00192,18.83,0.41,8.5,6.17,1.6,8.69,2.03,30.65,1.28,0.00082,25.02,0.295,5.75,0.000000367,6.09,8.9,1.24,1.1,120.72,7.06,0.000161,59.47
2007.749315,0.00216,18.96,0.39,8.25,6.13,1.43,7.59,2.08,28.83,1.11,0.00094,22.93,0.283,5.66,0.00000036,4.99,8.75,1.34,0.95,113.19,6.74,0.000157,54.42
2007.834247,0.00204,17.55,0.4,7.79,5.84,1.25,7.33,1.79,28.59,1.27,0.00093,21.9,0.247,5.29,0.000000354,4.77,8.76,1.03,0.97,112.8,7.39,0.00016,63.02
2007.916438,0.00202,18.19,0.43,6.58,5.43,1.21,6.7,1.62,29.32,1.04,0.00116,20.35,0.268,5,0.000000344,4.82,8.6,1.14,0.88,105.19,6.31,0.00015,64.93
2008.001366,0.00223,18.66,0.32,7.68,5.7,1.16,7.38,1.78,38.49,1.28,0.00117,26.81,0.353,6.7,0.000000381,5.59,8.61,1.17,0.88,112.5,6.31,0.000149,63.2
2008.086066,0.00321,19.35,0.42,8.62,6.52,1.3,8.56,1.82,34.43,1.16,0.0012,25.82,0.303,5.89,0.000000363,6.01,8.73,1.28,0.96,123.84,7.09,0.000157,68.04
2008.165301,0.00239,20.72,0.37,9.43,7.01,1.59,9.87,2.43,42.61,1.59,0.00139,32.36,0.295,7.22,0.000000443,6.53,8.68,1.52,1.23,144.65,9.12,0.000188,59.53
2008.25,0.00222,23.87,0.35,12.01,8.78,2.03,9.88,2.78,45.45,2.06,0.00105,35.18,0.257,8.3,0.00000046,7.6,8.7,1.72,1.52,148.44,11.38,0.000178,53.4
2008.331967,0.00191,21.56,0.4,10.57,8.32,1.88,9.69,2.72,37.82,1.76,0.00092,29.02,0.252,6.75,0.00000041,6.72,8.84,1.68,1.37,130.5,9.59,0.000162,47.98
2008.416667,0.00171,20.44,0.35,11.11,8.32,1.7,10.9,2.52,37.74,1.68,0.00064,30.31,0.285,7.14,0.000000437,7.02,9.04,1.43,1.35,131.68,8.85,0.000172,52.25
2008.498634,0.00192,22.72,0.39,11.13,8.7,1.57,10.41,2.86,38.68,1.73,6.00E-04,28.48,0.238,6.92,0.000000421,6.39,9.11,1.64,1.37,132.46,9.96,0.000165,46.31
2008.583333,0.00215,22.75,0.44,9.76,8.28,1.63,10.21,2.74,35.64,1.73,0.00073,28.73,0.236,6.57,0.000000395,5.88,9,1.65,1.23,128.01,10.15,0.000155,46.72
2008.668033,0.00207,21.94,0.44,8.81,7.54,1.71,9.31,2.53,35.39,1.61,0.00075,26.73,0.244,6.18,0.000000379,5.65,8.84,1.42,1.28,121.49,9.13,0.000149,48.02
2008.75,0.0019,20.86,0.38,9.19,7.39,1.67,9.38,2.45,35.89,1.55,0.00095,26.49,0.245,6.47,0.000000385,5.76,8.75,1.4,1.27,120.34,8.99,0.000151,49.12
2008.834699,0.00189,20.02,0.34,9.64,7.32,1.55,9.36,2.37,39.8,1.5,0.00148,27.02,0.253,6.78,0.000000401,5.95,8.73,1.43,1.2,118.73,8.88,0.00015,50.1
2008.916667,0.00215,20.16,0.34,9.61,7.23,1.51,8.95,2.3,44.3,1.41,0.00195,27.97,0.284,6.95,0.000000413,6.24,8.72,1.41,1.17,115.25,8.19,0.000146,50.11
2009.00137,0.00232,22.06,0.33,9.95,7.72,1.77,9.28,2.43,42.2,1.38,0.00164,30.84,0.342,7.67,0.000000423,6.94,8.7,1.51,1.23,116.8,7.51,0.000146,48.07
2009.086301,0.00243,25.77,0.35,11.47,8.67,1.94,10.96,2.74,50.14,1.61,0.00174,36.99,0.346,8.93,0.000000494,8.1,8.72,1.74,1.33,131.43,8.89,0.000163,47.97
2009.163014,0.00224,29.3,0.35,12.94,9.59,2.1,12.54,3.03,57.63,1.83,0.00182,42.82,0.348,10.11,0.000000559,9.19,8.73,1.96,1.43,145.63,10.23,0.000179,48.06
2009.247945,0.00204,28.31,0.36,13.56,9.86,2.1,11.81,3.1,54.2,1.95,0.00133,41,0.322,9.66,0.000000514,8.64,8.77,1.9,1.5,149.67,10.61,0.000175,48.28
2009.330137,0.00185,26.86,0.37,13.8,9.9,2.06,10.96,3.1,49.99,2.02,0.00094,38.53,0.297,9.04,0.000000473,8.03,8.82,1.8,1.53,150.85,10.78,0.000171,48.66
2009.415068,0.0018,22.04,0.38,11.29,8.2,1.7,9.25,2.64,40.07,1.72,0.00093,31.32,0.275,7.23,0.000000431,6.9,8.93,1.48,1.36,131.06,9.48,0.000165,49.64
2009.49726,0.00175,17.74,0.4,8.95,6.67,1.37,7.82,2.23,31,1.45,9.00E-04,24.79,0.249,5.61,0.000000384,5.87,9.03,1.19,1.22,113.33,8.3,0.000158,50.82
2009.582192,0.0017,19.31,0.39,8.6,6.98,1.42,9.48,2.29,31.68,1.56,0.00084,26,0.255,6.08,0.000000389,5.91,8.98,1.35,1.28,119.35,8.5,0.00016,52.12
2009.667123,0.00193,18.99,0.39,8.47,6.95,1.44,9.24,2.41,31.74,1.5,0.00083,25.95,0.251,6.01,0.000000376,5.88,8.91,1.36,1.22,120.51,8.61,0.000157,50
2009.749315,0.00201,17.87,0.4,8.55,6.85,1.44,8.14,2.49,31.3,1.41,0.00086,25.22,0.241,5.7,0.000000356,5.67,8.83,1.31,1.13,119.41,8.7,0.000152,47.96
2009.834247,0.002,17.82,0.39,9.02,7.27,1.42,7.86,2.3,30.27,1.55,0.00089,24.6,0.228,5.67,0.000000342,4.93,8.74,1.41,1.15,120.28,8.97,0.000149,52.3
2009.916438,0.00219,18.73,0.38,9.16,7.47,1.52,8.05,2.3,32.85,1.53,0.0011,25.71,0.239,6.04,0.000000343,5.48,8.74,1.37,1.17,124.25,8.96,0.000147,54.02
2010.00137,0.0025,19.85,0.38,9.74,7.68,1.65,9,2.33,35.51,1.59,0.00118,27.68,0.249,6.5,0.000000363,6.2,8.73,1.46,1.27,127.33,9.23,0.000149,54.65
2010.086301,0.00269,21.05,0.37,10.93,7.93,1.79,10.84,2.38,37.68,1.78,0.00107,30.45,0.255,7.03,0.000000407,6.91,8.7,1.74,1.47,128.7,9.92,0.000156,54.08
2010.163014,0.00304,22.83,0.31,10.46,7.86,1.76,10.19,2.42,42,1.72,0.00104,30.2,0.263,8,0.000000427,7,8.68,1.69,1.38,129.9,9.54,0.000159,53.68
2010.247945,0.00262,22.04,0.33,10.57,7.93,1.66,9.67,2.4,39.53,1.72,0.00092,29.48,0.261,7.51,0.000000425,6.8,8.73,1.55,1.36,125.53,9.41,0.000159,52.3
2010.330137,0.00179,21.89,0.37,10.89,8.04,1.66,9.97,2.54,38.44,1.84,0.00081,29.62,0.248,7.12,0.000000423,6.83,8.81,1.54,1.38,128.46,9.94,0.000161,50.57
2010.415068,0.0018,22.25,0.4,10.71,7.84,1.77,10.21,2.7,38.43,1.89,7.00E-04,29.56,0.237,6.93,0.000000418,6.69,8.88,1.58,1.38,132.79,10.38,0.000164,49.18
2010.49726,0.00177,20.64,0.43,9.28,6.96,1.81,8.33,2.47,33.32,1.53,0.00051,26.79,0.245,6.08,0.000000394,5.48,8.96,1.38,1.26,118.46,9.09,0.000156,47.96
2010.582192,0.00185,22.46,0.44,10.23,7.63,1.68,9.18,2.63,36.52,1.59,0.00059,29.51,0.256,6.62,0.000000403,6.8,8.95,1.53,1.31,126.9,9.58,0.000157,48.25
2010.667123,0.00199,22,0.42,9.61,7.43,1.57,8.98,2.44,35.81,1.42,0.00067,29.01,0.282,6.6,0.000000389,6.63,8.85,1.38,1.19,123.01,8.57,0.000151,50.41
2010.749315,0.00203,20.48,0.4,8.6,6.81,1.51,8.34,2.18,33.43,1.2,0.00075,27.21,0.314,6.36,0.000000367,5.87,8.73,1.14,1.02,114.14,7.21,0.000144,52.36
2010.834247,0.00278,19.8,0.37,9.53,6.51,1.55,8.32,2.39,33.15,1.27,0.00082,27.44,0.293,6.48,0.000000375,6.1,8.7,1.18,1.02,113.11,7.78,0.000144,47.33
2010.916438,0.00331,21.74,0.38,9.04,6.59,1.66,8.9,2.33,36.92,1.19,0.00107,30.46,0.343,7.06,0.000000415,6.52,8.65,1.33,1.04,112.43,7.4,0.000148,48.25
2011.00137,0.00332,24.74,0.38,10.01,7.39,1.87,10.38,2.58,44.21,1.29,0.0014,34.81,0.362,8.11,0.000000475,7.55,8.6,1.56,1.17,121.19,7.99,0.000159,46.97
2011.086301,0.00324,28.65,0.36,13.1,9.03,2.21,12.9,3.26,55.3,1.66,0.00176,40.37,0.336,9.67,0.00000055,9.33,8.54,1.88,1.44,141.9,9.99,0.000177,43.53
2011.163014,0.00316,27.2,0.38,12.53,9.68,1.99,13.33,3.33,52.34,2.05,0.00175,41.62,0.294,9.33,0.000000533,8.25,8.64,1.92,1.55,149.85,11.78,0.000183,45
2011.247945,0.00292,27.76,0.38,12.91,9.94,2.22,12.91,3.29,51.37,2.11,0.00097,41.41,0.296,9.35,0.000000511,9.14,8.69,2.04,1.71,155.56,11.64,0.000181,47.28
2011.330137,0.00268,27.7,0.39,12.53,10.28,1.95,12.01,3.13,47.73,1.92,0.00083,39.85,0.299,9.02,0.000000497,9.45,8.75,1.97,1.54,149.98,11.09,0.000177,47.92
2011.415068,0.00268,26.49,0.41,12.64,9.54,1.75,11.57,3.13,44.73,1.93,0.00123,34.79,0.25,8.08,0.000000495,7.84,9,1.95,1.53,150.54,11.59,0.000189,48.1
2011.49726,0.00268,25.27,0.45,12.16,8.65,2.14,11.06,3.02,40.89,1.91,0.00063,32.75,0.243,7.32,0.000000444,7.75,9.04,1.67,1.42,151.05,11.23,0.000181,50.02
2011.582192,0.00241,21.56,0.41,10.62,8.59,1.73,9.36,2.63,36.1,1.67,0.00066,28.79,0.254,6.62,0.000000419,6.9,8.93,1.63,1.26,136.76,9.44,0.000176,52
