Age,BaCa,BCa,MgCa,Mn,SrCa,UCa,Distance
1990.3029,0.002541,0.435109,3.855952,0.146114,8.72586,0.00093464,37.79
1990.3324,0.002724,0.442365,3.867606,0.170064,8.928098,0.001019719,37.54
1990.3618,0.002909,0.466489,3.826245,0.158768,9.023612,0.001122712,37.28
1990.3913,0.002788,0.459652,3.79662,0.163254,9.036919,0.001080663,37.02
1990.4207,0.002717,0.465911,3.82824,0.181535,9.069242,0.001093367,36.76
1990.4501,0.002635,0.47811,3.791411,0.18121,9.008671,0.001103346,36.51
1990.4796,0.002521,0.4859,3.985337,0.155532,8.986517,0.001029508,36.25
1990.509,0.002872,0.490459,3.639453,0.212507,9.026135,0.001156718,35.99
1990.5813,0.00268,0.484888,3.53123,0.153027,8.901239,0.001134667,35.74
1990.6537,0.002853,0.480796,3.557384,0.147065,8.988826,0.001107538,35.48
1990.726,0.002932,0.452559,3.604448,0.121173,8.994642,0.001130926,35.22
1990.7983,0.003673,0.472076,3.582009,0.161785,8.991309,0.001177267,34.96
1990.8707,0.003218,0.449501,3.655341,0.190438,8.969957,0.001105869,34.71
1990.943,0.003197,0.403076,3.488312,0.166496,8.764182,0.001044173,34.45
1990.9695,0.003629,0.411575,3.603394,0.178218,8.829885,0.001065569,34.19
1990.9961,0.003499,0.400935,3.955756,0.13945,8.712011,0.000986768,33.94
1991.0226,0.003869,0.418252,3.789344,0.272265,8.882406,0.001068039,33.68
1991.0492,0.003416,0.427004,3.910632,0.167681,8.843396,0.001035121,33.42
1991.0757,0.002464,0.439047,4.117477,0.150417,8.792936,0.000992952,33.17
1991.1022,0.002354,0.421601,3.985859,0.160434,8.759229,0.000993656,32.91
1991.1288,0.002255,0.419301,3.415018,0.178091,8.828739,0.00103865,32.65
1991.1553,0.002141,0.439174,3.72873,0.179181,8.750875,0.00101795,32.39
1991.1818,0.002,0.432747,3.845161,0.159877,8.832666,0.000997605,32.14
1991.2084,0.00218,0.440271,4.067197,0.167748,8.793381,0.00098311,31.88
1991.2349,0.002327,0.44915,4.220791,0.194348,8.870086,0.000954032,31.62
1991.2615,0.002548,0.453316,4.218723,0.176308,8.988275,0.001058293,31.37
1991.288,0.002487,0.436019,4.217851,0.164686,8.836761,0.001033788,31.11
1991.332,0.002702,0.439511,4.352203,0.176031,8.953371,0.001029912,30.85
1991.376,0.00297,0.464561,4.405163,0.174181,8.912561,0.001018771,30.59
1991.42,0.002673,0.467646,3.886799,0.158277,8.95598,0.001087097,30.34
1991.464,0.002684,0.494496,3.781667,0.162756,9.034627,0.001171151,30.08
1991.508,0.002483,0.494399,3.588596,0.159993,9.07711,0.001184186,29.82
1991.552,0.002514,0.509939,3.793979,0.190845,8.978136,0.001086404,29.57
1991.596,0.002714,0.511944,3.824751,0.128838,8.986386,0.001146793,29.31
1991.6505,0.003024,0.483102,3.54046,0.130011,9.149473,0.001180262,29.05
1991.705,0.003245,0.49879,3.68227,0.112312,9.113885,0.001203775,28.79
1991.7595,0.002836,0.48285,3.709111,0.13503,8.998634,0.001154553,28.54
1991.814,0.002737,0.467954,3.642316,0.167936,8.998796,0.001161801,28.28
1991.8685,0.003213,0.484928,3.743682,0.176317,9.017316,0.001157157,28.02
1991.923,0.004859,0.442481,3.482473,0.172255,8.908983,0.001174076,27.77
1991.9775,0.006612,0.432859,3.67563,0.14848,8.92737,0.00117081,27.51
1992.032,0.003984,0.415653,3.631536,0.341736,8.856899,0.001127362,27.25
1992.0865,0.00287,0.419898,3.373688,0.170549,8.800243,0.001147932,26.99
1992.141,0.002528,0.431239,3.36019,0.1319,8.720719,0.001165439,26.74
1992.1955,0.002577,0.4388,3.491894,0.150377,8.840252,0.001165672,26.48
1992.25,0.002722,0.458184,3.906297,0.124807,8.902456,0.001076285,26.22
1992.3045,0.002585,0.460219,4.004887,0.127914,8.901931,0.00106514,25.97
1992.359,0.002636,0.449831,4.119153,0.152021,8.913034,0.001001336,25.71
1992.4135,0.00293,0.477261,3.954342,0.145432,8.973496,0.001050377,25.45
1992.468,0.002843,0.475892,3.589934,0.163623,9.00578,0.001112428,25.2
1992.5225,0.002835,0.498355,3.626182,0.3193,8.993548,0.001106537,24.94
1992.577,0.002847,0.517692,3.760545,0.21044,8.944341,0.001083036,24.68
1992.605,0.002844,0.498781,3.699573,0.144547,8.987911,0.001060574,24.42
1992.6329,0.00275,0.487192,3.816043,0.164189,8.941921,0.001037173,24.17
1992.6609,0.002783,0.483074,3.796366,0.137074,8.886109,0.001055779,23.91
1992.6889,0.002922,0.482403,3.761362,0.180136,9.033969,0.001078819,23.65
1992.7168,0.003041,0.459471,4.050396,0.164759,8.85666,0.001002211,23.4
1992.7448,0.003167,0.46436,4.261388,0.180167,8.831668,0.001010646,23.14
1992.7728,0.003493,0.45769,4.167207,0.141376,8.877623,0.001039673,22.88
1992.8008,0.003462,0.445602,4.367629,0.126173,8.86498,0.001000432,22.62
1992.8287,0.003908,0.440666,4.076258,0.125906,8.881327,0.001096501,22.37
1992.8567,0.003898,0.436627,4.220889,0.127457,8.803644,0.0010474,22.11
1992.8847,0.003675,0.420584,3.993105,0.127923,8.897113,0.001090076,21.85
1992.9126,0.002878,0.390241,3.547304,0.12099,8.784016,0.001080769,21.6
1992.9406,0.00241,0.40186,3.631887,0.129212,8.758077,0.001049514,21.34
1992.9686,0.002764,0.4143,3.796111,0.145271,8.744632,0.001044241,21.08
1992.9965,0.002567,0.440907,3.961538,0.148422,8.841726,0.001014584,20.82
1993.0245,0.002631,0.42659,3.925974,0.211339,8.82104,0.001013914,20.57
1993.0525,0.003101,0.4215,4.106953,0.153754,8.863346,0.000977488,20.31
1993.0805,0.002719,0.423777,4.200023,0.144504,8.742009,0.000974958,20.05
1993.1084,0.002976,0.421032,4.102309,0.186172,8.836912,0.001060758,19.8
1993.1364,0.003202,0.406976,4.564476,0.17874,8.752785,0.000976556,19.54
1993.1644,0.003311,0.39795,4.148461,0.188252,8.793143,0.000979502,19.28
1993.1923,0.002662,0.414526,3.971424,0.206813,8.898539,0.000996398,19.03
1993.2203,0.002603,0.423322,3.966016,0.211796,8.892048,0.001031629,18.77
1993.2483,0.002755,0.444734,4.032853,0.215442,8.876957,0.001010706,18.51
1993.2762,0.002983,0.471253,3.952738,0.158732,8.928078,0.001011296,18.25
1993.3042,0.002738,0.467163,4.05852,0.14432,8.97032,0.001000138,18
1993.3322,0.003065,0.496427,4.211532,0.122951,9.103044,0.001000541,17.74
1993.3602,0.003078,0.488853,4.238981,0.129409,8.981884,0.001046812,17.48
1993.3881,0.00299,0.508472,4.291788,0.129015,9.073783,0.001032149,17.23
1993.4161,0.002949,0.512386,4.074248,0.121904,9.154145,0.001104752,16.97
1993.4441,0.003202,0.497228,4.124915,0.144488,9.081493,0.001078199,16.71
1993.472,0.00343,0.513854,4.07696,0.1323,9.159077,0.001103674,16.45
1993.5,0.003067,0.531043,4.117274,0.132243,9.169763,0.001101283,16.2
1993.5538,0.003031,0.489369,3.652281,0.13154,9.103326,0.001152011,15.94
1993.6076,0.002835,0.478998,3.724403,0.14002,8.980432,0.001170303,15.68
1993.6614,0.002983,0.491132,3.984271,0.134078,8.997587,0.001110088,15.43
1993.7152,0.002883,0.487633,4.219355,0.12431,8.966334,0.001062758,15.17
1993.769,0.002895,0.461864,4.092122,0.136537,8.871782,0.001031592,14.91
1993.8228,0.003286,0.47311,4.375887,0.148349,8.967302,0.001006933,14.65
1993.8766,0.002949,0.435271,4.083265,0.187349,8.708078,0.00097969,14.4
1993.9304,0.00229,0.42877,3.998624,0.195502,8.695433,0.001019714,14.14
1993.9842,0.00243,0.433577,3.912769,0.180128,8.799397,0.001081641,13.88
1994.038,0.002217,0.417701,4.009401,0.187058,8.907503,0.001023617,13.63
1994.0839,0.002235,0.434498,3.999312,0.182215,8.716232,0.001007448,13.37
1994.1298,0.002348,0.445337,4.121558,0.161134,8.772055,0.001007223,13.11
1994.1758,0.00241,0.430506,4.087307,0.156038,8.807043,0.000980675,12.85
1994.2217,0.002625,0.455813,4.081888,0.141709,8.937927,0.001076842,12.6
1994.2676,0.002633,0.482202,4.155906,0.132242,8.898987,0.001021711,12.34
1994.3135,0.002737,0.470523,4.203199,0.138126,8.963424,0.001029043,12.08
1994.3595,0.002749,0.463355,4.139528,0.151358,8.933987,0.001006186,11.83
1994.4054,0.002856,0.482378,4.000545,0.115069,9.026631,0.00113609,11.57
1994.4513,0.003365,0.483538,3.895828,0.149083,9.068454,0.001196359,11.31
1994.4972,0.003285,0.486126,4.134533,0.141143,9.022499,0.001047672,11.06
1994.5432,0.003126,0.483759,4.221481,0.141505,9.156564,0.00106819,10.8
1994.5891,0.0033,0.493004,4.152323,0.13337,9.097654,0.001075484,10.54
1994.635,0.002968,0.520872,3.834752,0.125954,9.204487,0.001150026,10.28
1994.695,0.002528,0.513893,3.722316,0.129534,9.068137,0.001131317,10.03
1994.755,0.002639,0.504745,3.718738,0.128808,9.10585,0.001189365,9.77
1994.815,0.002822,0.490838,3.593686,0.122317,9.106905,0.001253485,9.51
1994.875,0.003056,0.473765,3.54613,0.128328,9.076706,0.00123876,9.26
1994.935,0.002871,0.464042,3.558318,0.140198,9.05452,0.001252968,9
1994.995,0.002599,0.444785,3.669742,0.160227,8.796947,0.001105044,8.74
1995.055,0.002626,0.424178,3.633073,0.138638,8.790689,0.001079922,8.48
1995.115,0.003131,0.406696,3.790964,0.143254,8.860144,0.001064543,8.23
1995.1483,0.002916,0.410461,3.940735,0.17344,8.683996,0.001004536,7.97
1995.1817,0.002959,0.424849,4.240285,0.149584,8.722207,0.000958395,7.71
1995.215,0.002644,0.433863,4.392698,0.170818,8.788004,0.000997448,7.46
1995.2483,0.002785,0.422418,4.492552,0.177895,8.701767,0.000968624,7.2
1995.2817,0.003338,0.441934,4.295675,0.166888,8.777142,0.001009253,6.94
1995.315,0.003194,0.44726,4.077623,0.176228,8.940642,0.001045685,6.68
1995.3483,0.003259,0.454833,4.298678,0.166515,8.912327,0.001000918,6.43
1995.3817,0.003769,0.453813,4.218031,0.14283,8.891799,0.001016081,6.17
1995.415,0.003263,0.459851,4.189543,0.151474,8.813838,0.001011587,5.91
1995.4483,0.004081,0.471947,4.13079,0.153299,8.906123,0.001042216,5.66
1995.4817,0.004926,0.482612,4.283785,0.166141,9.003329,0.001058176,5.4
1995.515,0.00482,0.488216,4.430902,0.16874,9.04123,0.000973433,5.14
1995.5483,0.004072,0.498996,4.353484,0.154384,9.06663,0.001013721,4.88
1995.5817,0.003497,0.511307,4.022377,0.151166,9.032609,0.001114136,4.63
1995.615,0.003279,0.512445,3.770414,0.127986,9.065109,0.001173247,4.37
1995.6584,0.003837,0.480096,3.956641,0.118295,8.984063,0.001114085,4.11
1995.7018,0.003403,0.451302,3.782488,0.102224,8.967271,0.001047509,3.86
1995.7451,0.002819,0.448289,3.774117,0.117214,8.824195,0.001103066,3.6
1995.7885,0.003235,0.452124,3.880462,0.128958,8.779649,0.001134585,3.34
1995.8319,0.003262,0.442437,3.864242,0.116794,8.840355,0.001055435,3.09
1995.8753,0.002738,0.431108,3.780648,0.102642,8.893948,0.00105276,2.83
1995.9186,0.002969,0.422208,3.637301,0.097212,8.834431,0.001102537,2.57
1995.962,0.003222,0.410643,3.655405,0.126385,8.739156,0.001082136,2.31
1996.0028,0.003601,0.433532,3.92954,0.120442,8.843755,0.001092512,2.06
1996.0435,0.003995,0.444143,4.039993,0.116481,8.746779,0.001051106,1.8
1996.0843,0.004161,0.411517,4.121904,0.162549,8.623481,0.000993102,1.54
1996.125,0.003862,0.430988,4.36793,0.159662,8.815254,0.000996399,1.29
1996.1658,0.004605,0.435928,4.403193,0.156775,8.82917,0.001004947,1.03
1996.2065,0.006625,0.431868,4.356829,0.185974,8.610818,0.00102056,0.77
1996.2473,0.007555,0.411207,4.500471,0.148759,8.710575,0.001049498,0.51
1996.288,0.008717,0.395164,4.663805,0.135899,8.687666,0.000987141,0.26
1996.3288,0.008747,0.4126,4.568912,0.167539,8.699803,0.00097874,0
