Age,BaCa,SrCa,UCa
1961.224,0.00264238,8.62401,0.00129245
1961.237,0.00250447,8.51909,0.00122754
1961.25,0.00242849,8.25133,0.00120671
1961.263,0.00256049,8.48935,0.00114728
1961.276,0.00270625,8.31765,0.00115871
1961.289,0.00254083,8.49852,0.00117891
1961.302,0.00241829,8.59689,0.00117628
1961.315,0.002341,8.63715,0.00124672
1961.328,0.00208483,8.76868,0.00126419
1961.341,0.00204683,8.72695,0.00127839
1961.354,0.00226612,8.67415,0.00129283
1961.366,0.00212852,8.52104,0.00123732
1961.379,0.00235616,8.62228,0.00125564
1961.392,0.00200997,8.52861,0.00133656
1961.405,0.00203465,8.66091,0.00140045
1961.418,0.00214864,9.13497,0.00141484
1961.431,0.00217424,8.75392,0.00147998
1961.444,0.00230597,8.89565,0.00142975
1961.457,0.00225574,8.70045,0.00140237
1961.47,0.00252494,8.82733,0.00153337
1961.483,0.00220414,8.96452,0.00138903
1961.496,0.00242723,8.7641,0.00148113
1961.509,0.00237484,8.83558,0.00151184
1961.522,0.00222073,9.00383,0.00158836
1961.535,0.00227816,8.89568,0.00141725
1961.548,0.00246464,8.99575,0.00153197
1961.561,0.00207806,9.05214,0.00146132
1961.574,0.00234284,8.96086,0.00157715
1961.587,0.0024067,8.96187,0.00159947
1961.6,0.00230404,9.04162,0.00155435
1961.613,0.00215646,9.10147,0.00147465
1961.627,0.0022015,8.97937,0.00144733
1961.64,0.00208236,8.83506,0.00141544
1961.654,0.0024263,9.10986,0.00137927
1961.668,0.00237604,8.9222,0.00133003
1961.682,0.00243296,8.60543,0.00129993
1961.695,0.00240249,8.65309,0.00138791
1961.709,0.00232473,8.75956,0.00129081
1961.723,0.00255555,8.57833,0.00126732
1961.736,0.00257801,8.78367,0.00139286
1961.75,0.00312631,8.78184,0.00136622
1961.764,0.00348016,8.87112,0.00143475
1961.778,0.00387741,8.93441,0.00158155
1961.791,0.00421797,8.51838,0.00137019
1961.805,0.00377691,8.3721,0.00139413
1961.819,0.00327009,8.51649,0.00133859
1961.833,0.00281014,8.56421,0.0013728
1961.846,0.00227083,8.60711,0.00123382
1961.86,0.00239683,8.44992,0.00134633
1961.874,0.00230357,8.36557,0.00129169
1961.887,0.00251016,8.52295,0.00138364
1961.901,0.00252909,8.6255,0.00128141
1961.915,0.0023229,8.5329,0.00128261
1961.929,0.00225388,8.6408,0.00136577
1961.942,0.00235621,8.72429,0.00141312
1961.956,0.00234135,8.72381,0.00134861
1961.97,0.00284959,8.65585,0.0012822
1961.984,0.00237703,8.40214,0.00120446
1961.997,0.0022136,8.61235,0.00130348
1962.011,0.00224682,8.46842,0.00117345
1962.025,0.00231674,8.34084,0.00118054
1962.038,0.0024852,8.68092,0.00121181
1962.052,0.00246992,8.44466,0.00117013
1962.066,0.00254359,8.62717,0.00124131
1962.08,0.00234563,8.47019,0.00118897
1962.093,0.00237939,8.43083,0.00111926
1962.107,0.00227696,8.22919,0.00113005
1962.126,0.00240027,8.38208,0.001134
1962.144,0.00245765,8.31807,0.0012042
1962.163,0.00260785,8.50985,0.00123816
1962.182,0.00283233,8.52198,0.00119952
1962.201,0.00243874,8.30774,0.00117449
1962.219,0.00232151,8.47238,0.001252
1962.238,0.00250653,8.78859,0.00129405
1962.257,0.00245125,8.76958,0.00131525
1962.276,0.0023569,8.54269,0.00127196
1962.294,0.00234612,8.57306,0.00126419
1962.313,0.00235345,8.68397,0.0012861
1962.332,0.00242455,8.46531,0.00133592
1962.351,0.00228677,8.55613,0.0013311
1962.369,0.00235035,8.78784,0.00130941
1962.388,0.00240112,8.85695,0.00127551
1962.407,0.0026963,8.7425,0.0013508
1962.426,0.00252857,8.59279,0.00127958
1962.444,0.00232557,8.58792,0.00133711
1962.463,0.00262793,8.73856,0.00142528
1962.482,0.0024233,8.72548,0.00143717
1962.501,0.00221732,8.77371,0.00150392
1962.519,0.00215604,8.87571,0.00145503
1962.538,0.00197674,8.80282,0.00154968
1962.557,0.00200732,8.90644,0.00160078
1962.576,0.00234965,8.91396,0.00152521
1962.594,0.00223461,8.75788,0.00146309
1962.613,0.00233056,9.25598,0.0014334
1962.624,0.00268644,8.86455,0.00136779
1962.634,0.00226399,9.13858,0.00128772
1962.645,0.00233152,8.76871,0.00137936
1962.656,0.00211268,8.53011,0.00134237
1962.667,0.0022887,8.66236,0.00128473
1962.677,0.00246295,8.82273,0.00135934
1962.688,0.00280299,8.62197,0.00128571
1962.699,0.00250164,8.94306,0.00141111
1962.71,0.00273376,8.59066,0.00135846
1962.72,0.00296136,8.71018,0.00128662
1962.731,0.00291101,8.81526,0.00128314
1962.742,0.00231398,8.66488,0.0012648
1962.753,0.00219761,8.69798,0.00124676
1962.763,0.00212445,8.5866,0.00122391
1962.774,0.00309781,8.49082,0.00117201
1962.785,0.00326061,8.3496,0.00116736
1962.796,0.00432962,8.57584,0.00122393
1962.806,0.00362005,8.5315,0.00129185
1962.817,0.00386271,8.36858,0.0012996
1962.828,0.00256544,8.5136,0.00132077
1962.839,0.00248695,8.62518,0.00127283
1962.849,0.00233108,8.62604,0.00123564
1962.86,0.00200619,8.49173,0.00121697
1962.871,0.00190236,8.56396,0.00123252
1962.881,0.00221487,8.5674,0.00122445
1962.892,0.00240068,8.46234,0.00123768
1962.903,0.00236436,8.39765,0.00127056
1962.914,0.00246059,8.79047,0.00131501
1962.924,0.00265918,8.59293,0.00124217
1962.935,0.00268244,8.34538,0.00117074
1962.946,0.00256561,8.58541,0.00114137
1962.957,0.00263723,8.46496,0.00106417
1962.967,0.00281136,8.29807,0.00106303
1962.978,0.00286688,8.5357,0.00113738
1962.989,0.00229461,8.2952,0.00105143
1963,0.00240633,8.3833,0.00109982
1963.01,0.002352,8.21343,0.00113249
1963.021,0.00222313,8.25572,0.00124488
1963.032,0.00217932,8.70996,0.00143388
1963.043,0.00208888,8.43746,0.00130105
1963.053,0.00216402,8.51148,0.00128276
1963.064,0.00233507,8.39894,0.00122713
1963.075,0.00231445,8.49917,0.00123381
1963.086,0.00231096,8.37457,0.00116321
1963.096,0.00216401,8.37459,0.00110174
1963.107,0.00246771,8.13685,0.00117556
1963.132,0.00235925,8.49485,0.00129861
1963.158,0.00231521,8.63466,0.00129488
1963.183,0.0022116,8.53806,0.00127203
1963.208,0.0023571,8.3371,0.00115719
1963.234,0.00226067,8.16614,0.0012044
1963.259,0.00238671,8.31231,0.00113328
1963.284,0.00242551,8.20903,0.00112178
1963.309,0.00293963,8.3695,0.00120349
1963.335,0.00302455,8.25137,0.00121347
1963.36,0.00296422,8.41165,0.00117578
1963.385,0.00270582,8.13681,0.00111323
1963.411,0.00222372,8.25736,0.00109233
1963.436,0.00207243,8.03099,0.00105818
1963.461,0.00212311,8.67527,0.00140321
1963.486,0.00224022,8.96896,0.0014327
1963.512,0.00206653,9.043,0.00144617
1963.537,0.00213886,8.87559,0.00143231
1963.562,0.00222895,8.75663,0.00144172
1963.588,0.00212904,9.00513,0.0014959
1963.613,0.00221003,9.03055,0.00150093
1963.637,0.00238229,8.95045,0.00146456
1963.66,0.00271524,8.91236,0.0014491
1963.684,0.00246347,8.70824,0.00142616
1963.707,0.00293485,8.81062,0.00146041
1963.731,0.00288054,9.03782,0.00141685
1963.754,0.00277808,8.82761,0.00133781
1963.778,0.00272487,8.76611,0.00139289
1963.801,0.00310721,9.08332,0.00135553
1963.825,0.00307468,8.53102,0.00130508
1963.848,0.00296766,8.89397,0.00130308
1963.872,0.00255216,8.15742,0.00109022
1963.895,0.00299744,8.52664,0.00123617
1963.919,0.00319883,8.59589,0.00121274
1963.942,0.00339185,8.49849,0.00119531
1963.966,0.00318144,8.71329,0.00126632
1963.989,0.00293971,8.58494,0.0012536
1964.013,0.00372041,8.46155,0.00121939
1964.036,0.00418389,8.6964,0.00130102
1964.06,0.00495726,8.56944,0.00121739
1964.083,0.00498625,8.44246,0.00105089
1964.107,0.00426856,8.31909,0.00116487
1964.121,0.0028743,8.47364,0.00114566
1964.136,0.003353,8.55359,0.00116747
1964.15,0.00320448,8.53667,0.00119592
1964.165,0.00340738,8.73114,0.00127368
1964.179,0.00310031,8.47976,0.00121559
1964.194,0.00314488,8.43221,0.00124133
1964.208,0.00341305,8.76997,0.00132899
1964.223,0.00311164,8.59529,0.00126269
1964.237,0.00279181,8.69045,0.00134957
1964.252,0.00330617,8.58664,0.00130483
1964.266,0.00308377,8.65249,0.00127553
1964.28,0.00313208,8.54638,0.00117385
1964.295,0.00302912,8.53767,0.00126445
1964.309,0.0026301,8.26559,0.00118335
1964.324,0.00251662,8.56923,0.00125622
1964.338,0.00255988,8.54252,0.00129747
1964.353,0.00276914,8.54219,0.00123038
1964.367,0.002973,8.56379,0.00133788
1964.382,0.00327177,8.92584,0.00137612
1964.396,0.00357018,9.1016,0.00138165
1964.411,0.00333223,8.72869,0.00139687
1964.425,0.0026213,8.60014,0.00143258
1964.44,0.00280319,8.75157,0.00141724
1964.454,0.00270021,8.76041,0.00144744
1964.468,0.00273278,8.82473,0.00152351
1964.483,0.00253982,8.74627,0.00147681
1964.497,0.00285444,8.80054,0.00145806
1964.512,0.00304747,8.70786,0.00134896
1964.526,0.00300926,8.74712,0.00143543
1964.541,0.00332809,8.76236,0.00141746
1964.555,0.00271768,8.84012,0.00143486
1964.57,0.00246222,8.83786,0.00152906
1964.584,0.0023768,9.08455,0.00155425
1964.599,0.00243171,8.81783,0.00157261
1964.613,0.00265055,9.01958,0.00161345
1964.632,0.00254974,8.82868,0.00147982
1964.651,0.00261175,8.62125,0.00146506
1964.67,0.00257843,8.76109,0.00144554
1964.689,0.00297652,8.79106,0.00150883
1964.708,0.00294108,8.69772,0.00149979
1964.727,0.00272057,8.77992,0.00151125
1964.746,0.00290892,8.85176,0.00154744
1964.765,0.00265163,8.95379,0.00155274
1964.784,0.00261546,9.15602,0.00150403
1964.803,0.00255073,8.92597,0.00138564
1964.822,0.00217966,8.37601,0.0012709
1964.841,0.00257934,8.78452,0.00134838
1964.86,0.00264864,8.57722,0.00127091
1964.879,0.00297736,8.96169,0.00124282
1964.898,0.00360945,8.866,0.00129379
1964.917,0.00328431,8.77495,0.00140639
1964.936,0.00322327,8.62045,0.00124227
1964.955,0.00273502,8.62992,0.00116614
1964.974,0.00268307,8.54441,0.00117642
1964.993,0.00238298,8.53732,0.00116999
1965.012,0.00256021,8.64614,0.0011798
1965.031,0.00249855,8.72676,0.00128464
1965.05,0.00246798,8.51206,0.00118798
1965.069,0.00256117,8.55268,0.0011451
1965.088,0.002693,8.54095,0.00118869
1965.107,0.00281404,8.36726,0.00117234
1965.123,0.00327454,8.74216,0.00120939
1965.14,0.00280679,8.47656,0.00111334
1965.156,0.00304002,8.4668,0.00112136
1965.172,0.00325634,8.47272,0.0011663
1965.189,0.00339359,8.35136,0.00108337
1965.205,0.00389847,8.70806,0.00116596
1965.221,0.00369225,8.60694,0.00125609
1965.238,0.00368045,8.56283,0.00127316
1965.254,0.00407886,8.68564,0.00124938
1965.27,0.00433117,8.61217,0.00128673
1965.287,0.00393764,8.7018,0.001483
1965.303,0.00398414,8.74082,0.00144039
1965.319,0.00392306,8.80252,0.00143962
1965.336,0.00354507,8.3413,0.00118134
1965.352,0.00318169,8.57924,0.00125455
1965.368,0.00306046,8.62718,0.00114507
1965.384,0.00295957,8.61188,0.00116094
1965.401,0.00352945,8.66843,0.00117383
1965.417,0.00348789,8.76547,0.00129374
1965.433,0.00336034,8.88566,0.00147045
1965.45,0.00320638,8.91499,0.0014623
1965.466,0.00298861,8.95294,0.00148091
1965.482,0.00283012,9.11315,0.00148672
1965.499,0.00251368,8.90289,0.00138951
1965.515,0.00258308,8.73364,0.00134372
1965.531,0.00251497,8.86036,0.0013747
1965.548,0.00236937,8.92233,0.0015132
1965.564,0.00255248,9.07919,0.00151002
1965.58,0.00252744,9.20504,0.00150495
1965.597,0.00264962,8.90321,0.00151966
1965.613,0.00254338,8.92628,0.00161848
1965.639,0.00294059,8.93956,0.00177246
1965.665,0.00299798,9.05224,0.00159804
1965.691,0.00287847,8.94301,0.00166389
1965.717,0.00285811,9.13714,0.00162833
1965.743,0.00325922,8.77991,0.00155355
1965.769,0.00349965,8.86375,0.00135988
1965.795,0.00311179,8.57711,0.00142233
1965.821,0.00323026,8.63063,0.00138249
1965.847,0.00340193,8.75121,0.00146691
1965.873,0.0030003,8.78204,0.00137385
1965.899,0.0034564,8.64405,0.00130583
1965.925,0.00308914,8.73363,0.00143755
1965.951,0.0028572,8.53545,0.00147307
1965.977,0.00290183,8.62145,0.00143728
1966.003,0.00346735,8.6931,0.00135632
1966.029,0.00431785,8.67214,0.00115263
1966.055,0.0042388,8.75285,0.00124893
1966.081,0.00336927,8.5624,0.00139946
1966.107,0.00228066,8.3129,0.0011367
1966.121,0.00261789,8.50343,0.00121102
1966.136,0.0027734,8.66444,0.00115798
1966.15,0.00276632,8.82558,0.0013318
1966.165,0.00268115,8.85912,0.00129739
1966.179,0.0027539,8.81858,0.00121062
1966.194,0.00268257,8.58148,0.00120154
1966.208,0.00275463,8.56557,0.0011748
1966.223,0.0026354,8.61425,0.00116651
1966.237,0.00306195,8.73002,0.00119983
1966.252,0.00302284,8.36545,0.00111798
1966.266,0.00312804,8.66646,0.00118783
1966.28,0.00326782,8.56087,0.00110735
1966.295,0.00279741,8.38769,0.00103405
1966.309,0.00290451,8.72311,0.00114996
1966.324,0.00290587,8.69188,0.00121926
1966.338,0.00295445,8.65282,0.00122624
1966.353,0.00264037,8.67608,0.00123506
1966.367,0.00255378,8.62073,0.00120299
1966.382,0.00296737,8.68055,0.00128659
1966.396,0.00261486,8.72279,0.00124247
1966.411,0.00313224,8.67915,0.00120145
1966.425,0.00303226,8.62572,0.00123805
1966.44,0.00302675,8.59969,0.00109412
1966.454,0.00302028,8.65516,0.00111823
1966.468,0.00318521,8.61035,0.00129274
1966.483,0.0027624,8.74871,0.00134621
1966.497,0.0024148,8.68692,0.00137436
1966.512,0.00261355,8.88559,0.00129745
1966.526,0.0025083,8.68604,0.00130619
1966.541,0.0026427,8.86038,0.00126628
1966.555,0.00258275,8.78056,0.00133228
1966.57,0.00238774,8.63402,0.00128442
1966.584,0.002168,8.87477,0.0013842
1966.599,0.00234595,9.08055,0.0015172
1966.613,0.00234621,9.08303,0.0015427
1966.635,0.00255652,8.77711,0.00140667
1966.658,0.00248344,9.05923,0.00149514
1966.68,0.00237981,8.70578,0.00149615
1966.703,0.00252179,8.72846,0.00150251
1966.725,0.00255919,8.95744,0.00142308
1966.748,0.00278094,8.76051,0.00133708
1966.77,0.0027392,8.85082,0.00137328
1966.793,0.00267991,8.69967,0.00136398
1966.815,0.00276855,8.50101,0.00126928
1966.838,0.00271525,8.67309,0.00128386
1966.86,0.00273727,8.51814,0.0013675
1966.882,0.00293529,8.83727,0.00129983
1966.905,0.0033651,8.6996,0.00129737
1966.927,0.00318698,8.62418,0.00124132
1966.95,0.00417777,8.75661,0.0012648
1966.972,0.00384966,8.37385,0.00118771
1966.995,0.00300015,8.55597,0.00120761
1967.017,0.00213576,8.49485,0.00120465
1967.04,0.00219379,8.54104,0.0012906
1967.062,0.00259694,8.61381,0.00134321
1967.085,0.00297575,8.57118,0.00119064
1967.107,0.00323186,8.47004,0.00119049
1967.119,0.00366378,8.57419,0.00124355
1967.131,0.00296578,8.50854,0.00120591
1967.143,0.0027344,8.50265,0.00118908
1967.155,0.00268452,8.50166,0.00117961
1967.167,0.0027865,8.67434,0.00128276
1967.179,0.00278391,8.67512,0.00127175
1967.191,0.00253497,8.7277,0.00124678
1967.203,0.00267794,8.76979,0.00126816
1967.215,0.00280605,8.57934,0.00118908
1967.227,0.00316841,8.73724,0.0012329
1967.24,0.00332077,8.62868,0.00116689
1967.252,0.00344589,8.78978,0.00120572
1967.264,0.00350744,8.51146,0.00118277
1967.276,0.00407996,8.5984,0.00135435
1967.288,0.00436614,8.50998,0.00122326
1967.3,0.00457689,8.78927,0.0012551
1967.312,0.00431105,8.61517,0.00125024
1967.324,0.00379575,8.54979,0.00123458
1967.336,0.00343266,8.7377,0.00126764
1967.348,0.00322979,8.70869,0.0012608
1967.36,0.00306995,8.97295,0.00136552
1967.372,0.00295269,8.82499,0.00135111
1967.384,0.00324284,8.75593,0.00131673
1967.396,0.00312893,8.84446,0.0013215
1967.408,0.00323473,8.59197,0.00123586
1967.42,0.00333886,8.71382,0.00128014
1967.432,0.00295643,8.54486,0.00119843
1967.444,0.00308994,8.79295,0.00113945
1967.456,0.00291334,8.74201,0.00122164
1967.468,0.00237714,8.80802,0.00133068
1967.48,0.00240623,8.90263,0.00129238
1967.493,0.00239847,8.90564,0.00132787
1967.505,0.00243225,8.68884,0.00130445
1967.517,0.00263802,9.17035,0.00142785
1967.529,0.00237431,9.12445,0.0014883
1967.541,0.0026003,9.34668,0.00160074
1967.553,0.00259475,9.19136,0.0016222
1967.565,0.00294244,9.19301,0.00161214
1967.577,0.00305603,9.10837,0.00162157
1967.589,0.00302462,9.22485,0.00169317
1967.601,0.00270589,9.34019,0.00168534
1967.613,0.00257112,9.33457,0.00167031
1967.633,0.00304851,9.24941,0.00170918
1967.653,0.0031475,9.1811,0.00156142
1967.672,0.00317177,9.14628,0.00157322
1967.692,0.0030049,9.04933,0.0015291
1967.712,0.00288262,9.26185,0.00159062
1967.732,0.00312276,8.96123,0.00152878
1967.751,0.00293365,8.69706,0.00143112
1967.771,0.00284514,9.03099,0.00145283
1967.791,0.00310005,8.69317,0.0013206
1967.811,0.00329756,8.81016,0.00127928
1967.83,0.00259059,8.67227,0.00126836
1967.85,0.00257671,8.73587,0.00121396
1967.87,0.00303631,8.7359,0.00124057
1967.89,0.00285963,8.64585,0.00116148
1967.909,0.00281858,8.68785,0.00125312
1967.929,0.00327352,8.7099,0.00129186
1967.949,0.00364338,8.61778,0.00121046
1967.969,0.00366433,8.70066,0.00121752
1967.988,0.00457927,8.80252,0.00117345
1968.008,0.00297103,8.67821,0.00115503
1968.028,0.00286471,8.71457,0.00122421
1968.048,0.00282015,8.76244,0.0012508
1968.067,0.00290925,8.71243,0.00123182
1968.087,0.0029122,8.81492,0.00129126
1968.107,0.00324703,8.7623,0.0013174
1968.122,0.00340532,8.78416,0.00134862
1968.138,0.0033056,8.8501,0.00132256
1968.153,0.00324562,8.86211,0.00125341
1968.168,0.00298117,8.73355,0.00120968
1968.184,0.00305672,8.75256,0.00126536
1968.199,0.00299299,8.52445,0.00130295
1968.214,0.00321709,8.72168,0.00130444
1968.23,0.003165,8.70933,0.0012358
1968.245,0.00329166,8.47461,0.00122847
1968.26,0.00327234,8.44783,0.00128809
1968.276,0.00335844,8.48147,0.00113434
1968.291,0.0032908,8.83154,0.00135897
1968.306,0.00355663,8.6527,0.00126836
1968.322,0.00340141,8.72301,0.00126658
1968.337,0.00339848,8.83588,0.00132611
1968.352,0.00371672,8.68176,0.0012195
1968.368,0.00304773,8.73182,0.00119565
1968.383,0.00335651,8.67396,0.00114639
1968.398,0.00332956,8.64,0.00112862
1968.414,0.00292616,8.7675,0.001173
1968.429,0.00336702,8.59657,0.00107403
1968.444,0.00365197,8.75841,0.00107861
1968.46,0.0036632,8.68301,0.00118598
1968.475,0.00327953,8.85331,0.00122301
1968.49,0.00323362,8.89878,0.00118918
1968.506,0.00319608,8.8766,0.00128707
1968.521,0.0034218,8.84957,0.00130503
1968.536,0.00280347,8.85138,0.00137609
1968.552,0.00253803,8.76065,0.00126762
1968.567,0.00303132,8.94507,0.00127129
1968.582,0.00293376,8.80613,0.00138788
1968.598,0.0030063,9.04951,0.00133184
1968.613,0.0033284,9.02175,0.00137286
1968.631,0.00307882,8.76144,0.0014328
1968.648,0.00279878,9.08237,0.00154593
1968.666,0.00306829,9.14054,0.00153824
1968.684,0.00262221,9.12004,0.00158791
1968.701,0.00264536,9.22753,0.00144675
1968.719,0.00273048,8.82629,0.00141858
1968.736,0.00261815,8.89527,0.00133586
1968.754,0.00306659,8.8862,0.0013198
1968.772,0.00302788,8.79298,0.00129613
1968.789,0.00261401,8.89162,0.00128481
1968.807,0.00239333,8.9408,0.00130997
1968.825,0.00257346,8.65378,0.00126312
1968.842,0.0029932,8.39839,0.0013009
1968.86,0.00330512,8.78316,0.00135177
1968.878,0.00548182,8.95547,0.00154273
1968.895,0.00700407,9.10927,0.00145142
1968.913,0.00526485,8.67634,0.00128368
1968.931,0.00367288,8.61624,0.00121401
1968.948,0.00218765,8.60311,0.00131879
1968.966,0.00231531,8.65377,0.00133802
1968.984,0.00236552,8.83113,0.00132518
1969.001,0.00242249,8.64352,0.00144039
1969.019,0.00257831,8.52164,0.00141728
1969.036,0.00304,8.66853,0.00133615
1969.054,0.003097,8.64019,0.00135342
1969.072,0.00294561,8.58398,0.00139484
1969.089,0.00302636,8.5137,0.00127644
1969.107,0.00325622,8.48591,0.00131151
1969.126,0.00289675,8.5723,0.00135561
1969.144,0.00298668,8.71799,0.00143413
1969.163,0.00287433,8.54427,0.00127069
1969.182,0.00262662,8.56195,0.00127887
1969.201,0.00246811,8.54413,0.00121817
1969.219,0.00249144,8.56798,0.00133929
1969.238,0.00305125,8.48947,0.00131349
1969.257,0.00342281,8.59803,0.00138012
1969.276,0.00313343,8.62703,0.00144073
1969.294,0.00317562,8.76583,0.00145937
1969.313,0.00302985,8.73601,0.00150683
1969.332,0.00302047,8.56603,0.00134042
1969.351,0.00306538,8.85418,0.00141053
1969.369,0.00305942,8.79239,0.00138397
1969.388,0.00338046,8.7119,0.00129476
1969.407,0.00357375,8.87997,0.00134521
1969.426,0.00334721,8.77253,0.00132939
1969.444,0.00334294,8.81249,0.00137464
1969.463,0.00305054,8.77579,0.00132357
1969.482,0.00279083,8.69729,0.00131717
1969.501,0.00295795,8.94059,0.0013479
1969.519,0.00350139,8.72087,0.00135
1969.538,0.00292825,8.91649,0.00135304
1969.557,0.00265191,8.69607,0.00128765
1969.576,0.00264046,8.74583,0.00126085
1969.594,0.00276179,8.95288,0.00130488
1969.613,0.00323059,9.11458,0.00141924
1969.628,0.00289629,8.92076,0.00139205
1969.644,0.00256292,8.8496,0.00132363
1969.659,0.00229279,8.73066,0.00126571
1969.675,0.00268023,8.79444,0.00133887
1969.69,0.00246143,8.94494,0.00139852
1969.706,0.00235026,8.92707,0.00138946
1969.721,0.00229154,8.95263,0.0013805
1969.736,0.00237056,9.01791,0.00140715
1969.752,0.00221672,8.80446,0.00133671
1969.767,0.00261137,8.85237,0.00130656
1969.783,0.00230658,8.90305,0.00138178
1969.798,0.00276227,8.92848,0.001205
1969.814,0.00250053,8.7812,0.00137821
1969.829,0.00275088,8.72471,0.00126085
1969.845,0.00262004,8.76324,0.00134193
1969.86,0.00282203,8.85288,0.00131963
1969.875,0.00242976,8.48895,0.00122053
1969.891,0.00280383,8.70452,0.00128359
1969.906,0.00297212,8.5169,0.00123863
1969.922,0.00322175,8.69402,0.00133626
1969.937,0.00283693,8.63109,0.00128665
1969.953,0.00294944,8.63218,0.0012453
1969.968,0.00212177,8.6838,0.00119959
1969.984,0.001894,8.42868,0.00117447
1969.999,0.00205778,8.4641,0.00117884
1970.014,0.00219182,8.55026,0.00116217
1970.03,0.00248223,8.65671,0.00119829
1970.045,0.00264054,8.54079,0.00118375
1970.061,0.00285487,8.58067,0.0011753
1970.076,0.0029622,8.63903,0.00121564
1970.092,0.00306387,8.49358,0.00112316
1970.107,0.00298018,8.42609,0.00118947
1970.122,0.00296021,8.67663,0.00117316
1970.138,0.00263797,8.67121,0.00113488
1970.153,0.00248856,8.56858,0.00112201
1970.168,0.00257218,8.6068,0.00112602
1970.184,0.002516,8.51376,0.00119446
1970.199,0.00252566,8.51194,0.00112563
1970.214,0.0025838,8.47494,0.00119551
1970.23,0.00273057,8.4342,0.00118843
1970.245,0.00282227,8.39194,0.00120089
1970.26,0.00338929,8.40735,0.00117694
1970.276,0.00260801,8.65794,0.00133478
1970.291,0.00235208,8.66731,0.00128896
1970.306,0.002314,8.64089,0.00135218
1970.322,0.00235385,8.49481,0.00128137
1970.337,0.00254413,8.65552,0.00128215
1970.352,0.00248661,8.49924,0.00124823
1970.368,0.00277929,8.54561,0.00143248
1970.383,0.0025658,8.68881,0.00143198
1970.398,0.0025686,8.78432,0.00134231
1970.414,0.002687,8.7029,0.00128233
1970.429,0.0026996,8.49283,0.00124301
1970.444,0.00284496,8.68761,0.00125737
1970.46,0.00292459,8.76876,0.00129187
1970.475,0.0032373,8.66799,0.00131922
1970.49,0.0029811,8.89153,0.00133863
1970.506,0.00277596,8.60016,0.00129967
1970.521,0.00284651,8.7927,0.00134306
1970.536,0.00246634,8.74622,0.00133738
1970.552,0.00271096,8.61732,0.00132102
1970.567,0.00274995,8.6235,0.00133624
1970.582,0.00282619,8.58998,0.00128803
1970.598,0.00259737,8.91096,0.00143964
1970.613,0.0024649,8.94609,0.00142978
1970.627,0.0030361,8.65597,0.00127478
1970.64,0.00250631,8.65803,0.00142225
1970.654,0.00239508,8.76446,0.00143001
1970.668,0.00209373,8.76128,0.0014362
