Age,Ba138Ca,BaCa,BCa,CdCa,FeCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa
1990.62,0.0096312571,0.0098404448,0.5831933752,0.0000186238,0.1442549428,0.0059022470,2.4582376654,0.0012525186,0.0004546575,0.0353551743,9.5677955166,0.0017671592,0.0000348530
1990.64,0.0090260489,0.0091902392,0.6116126453,0.0000208863,0.1041533967,0.0062066733,2.4513338724,0.0008870522,0.0003963787,0.0252638375,9.5730583173,0.0016623639,0.0000227851
1990.66,0.0094964568,0.0092884627,0.5959720444,0.0000154942,0.1041961036,0.0062209176,2.6298804441,0.0010285850,0.0002613782,0.0308523052,9.4774812358,0.0016405638,0.0000326657
1990.68,0.0090283631,0.0094808731,0.5915761285,0.0000162178,0.1107662986,0.0059105067,2.3969546482,0.0009392061,0.0003111003,0.0187455265,9.3986668368,0.0016703147,0.0000283165
1990.69,0.0093556761,0.0093521502,0.5758331766,0.0000144970,0.1134501723,0.0060069587,2.6254445146,0.0011221094,0.0003821855,0.0233484204,9.2529550637,0.0015429809,0.0000226319
1990.71,0.0094352058,0.0092222499,0.5410833213,0.0000184032,0.1429990770,0.0058475433,2.6433605436,0.0014746540,0.0004716745,0.0252017772,9.2259407515,0.0014957330,0.0000233293
1990.73,0.0084551268,0.0086337866,0.5315976325,0.0000161557,0.1192763197,0.0059516080,2.6675606105,0.0011684364,0.0002808505,0.0200001017,9.1912525729,0.0014645379,0.0000211908
1990.75,0.0089675176,0.0092895959,0.4903908473,0.0000159215,0.1720759190,0.0054275411,2.5988281918,0.0018114453,0.0004292998,0.0272237458,9.0921724314,0.0014600282,0.0000299098
1990.76,0.0091771483,0.0095924018,0.4815824134,0.0000123212,0.1058733565,0.0054109187,2.4949626896,0.0009450383,0.0002887392,0.0194622307,9.1402324442,0.0015238473,0.0000337652
1990.78,0.0101530550,0.0102191152,0.4972977242,0.0000094845,0.1162485320,0.0052416917,2.5921806668,0.0007513114,0.0002420081,0.0200330070,9.1760080886,0.0014692210,0.0000374043
1990.8,0.0094065462,0.0090769266,0.4984097102,0.0000113546,0.1216467070,0.0055232878,2.8372629011,0.0008074736,0.0002561673,0.0188167934,8.9635965249,0.0013185557,0.0000347202
1990.82,0.0090290811,0.0095528664,0.4887317973,0.0000089118,0.1090668177,0.0055710764,2.8917995421,0.0008287554,0.0003292658,0.0206443508,9.0154784920,0.0013032767,0.0000373574
1990.83,0.0090447174,0.0091743714,0.4511298760,0.0000126931,0.1191024225,0.0054331647,2.6610338382,0.0012815902,0.0003672597,0.0251736874,8.9818215014,0.0014113469,0.0000515146
1990.85,0.0092587717,0.0094723261,0.4779393937,0.0000106914,0.1764875099,0.0057399916,3.0169533174,0.0014081605,0.0004121538,0.0265829576,9.0404488785,0.0013485729,0.0000397849
1990.87,0.0099947895,0.0100207693,0.4701130930,0.0000125953,0.1880298939,0.0055893139,2.9843419858,0.0015291943,0.0005565426,0.0282695179,8.9977102948,0.0013485081,0.0000313787
1990.89,0.0093845592,0.0092526716,0.3883806119,0.0000286046,0.1412406831,0.0055538249,2.7602424325,0.0017213602,0.0006963423,0.0405483955,8.8556293741,0.0013184846,0.0000465273
1990.9,0.0088975727,0.0088660282,0.4424769525,0.0000220222,0.1996517331,0.0058805002,3.3050094419,0.0020389894,0.0007170386,0.0371722925,9.0250903987,0.0012855893,0.0000359062
1990.92,0.0080065947,0.0080650471,0.4841224172,0.0000253863,0.1688903022,0.0059291803,3.4290958232,0.0023556185,0.0006658261,0.0282266628,8.9488989155,0.0012764402,0.0000298448
1990.94,0.0087989983,0.0090401491,0.4756462857,0.0000148058,0.1826119126,0.0058992080,3.4108758515,0.0025082139,0.0006751533,0.0353391871,9.0417513814,0.0013097623,0.0000289882
1990.96,0.0093440185,0.0092691773,0.4903447465,0.0000317940,0.1930849079,0.0059734133,3.5859895913,0.0025330892,0.0005622173,0.0284463515,9.0699917396,0.0012496988,0.0000246832
1990.97,0.0092790079,0.0096321707,0.4748901485,0.0000269914,0.1990450061,0.0061108508,3.6305901247,0.0032930356,0.0008366106,0.0338748648,8.9265285478,0.0011607031,0.0000237320
1990.99,0.0096522044,0.0101253956,0.4742315304,0.0000268932,0.2008467383,0.0061515887,3.6934804856,0.0031265919,0.0007954275,0.0324632400,8.9582083551,0.0011559021,0.0000226432
1991.01,0.0101924040,0.0103987637,0.4607327890,0.0000252070,0.1673276442,0.0057607234,3.4128656765,0.0028605742,0.0006708630,0.0308339547,8.8404452506,0.0011711459,0.0000214338
1991.03,0.0082971176,0.0084551639,0.4488842190,0.0000126461,0.1310972677,0.0055650743,3.2337981630,0.0018066659,0.0005377401,0.0225188847,8.8753146157,0.0012337250,0.0000240267
1991.05,0.0080742543,0.0080967609,0.4660231649,0.0000239926,0.1677059928,0.0057094668,3.4619010203,0.0024419316,0.0007507002,0.0292209737,8.9873609420,0.0012942209,0.0000278928
1991.06,0.0076657128,0.0076466858,0.4680021527,0.0000290825,0.2130405693,0.0057483930,3.3612686944,0.0027189902,0.0012683909,0.0366920771,8.9392451974,0.0013095606,0.0000266230
1991.08,0.0074118542,0.0074684726,0.4490067028,0.0000140349,0.1294863628,0.0056634191,3.2554381413,0.0020905790,0.0018750098,0.0285985143,8.7344098153,0.0012202639,0.0000286256
1991.1,0.0075846096,0.0078286454,0.4388361677,0.0000296473,0.2085500817,0.0054846996,3.1619405213,0.0042055380,0.0068283048,0.0473156450,9.0719840102,0.0013271737,0.0000284029
1991.11,0.0075443630,0.0074048108,0.4437189110,0.0000210249,0.1495337677,0.0057675079,3.2454120664,0.0023668968,0.0025459655,0.0408687262,9.1255380779,0.0012405941,0.0000248820
1991.13,0.0073186476,0.0072751052,0.4047582209,0.0000188698,0.1583905409,0.0056534696,2.7838878348,0.0028382300,0.0025860874,0.0463464023,9.0387226850,0.0012196578,0.0000238721
1991.14,0.0076492235,0.0080583306,0.4661924222,0.0000408750,0.2307864871,0.0063343351,3.2452581263,0.0054829964,0.0052006147,0.0506022743,9.0328043140,0.0012814062,0.0000186407
1991.16,0.0075167333,0.0075318059,0.5107784110,0.0000175691,0.1015418241,0.0059942494,3.2610437155,0.0020307812,0.0011399697,0.0268747161,8.9974072753,0.0013342200,0.0000228468
1991.18,0.0070252118,0.0072272330,0.4889802649,0.0000292291,0.1119947425,0.0057232123,2.8782821486,0.0024927880,0.0019228057,0.0406469461,9.1008566137,0.0014335690,0.0000322930
1991.19,0.0068833031,0.0071042487,0.4859225945,0.0000249175,0.1399454028,0.0055355332,2.8550341855,0.0033463821,0.0020599278,0.0321559271,8.9613852130,0.0014003681,0.0000248909
1991.21,0.0060555317,0.0059451806,0.4986709526,0.0000060512,0.1202986420,0.0054230180,2.8261731166,0.0015404800,0.0008144046,0.0219072791,8.9461158271,0.0014691491,0.0000257898
1991.22,0.0058933746,0.0059591559,0.4760422044,0.0000224742,0.1659814466,0.0055607961,2.8033085996,0.0030279701,0.0013364689,0.0280675385,9.0791214697,0.0013840525,0.0000232447
1991.24,0.0067220912,0.0064162827,0.4902852292,0.0000452756,0.2297779107,0.0056511502,2.9026191743,0.0063394641,0.0019610138,0.0355080161,9.1124640386,0.0014585824,0.0000243607
1991.26,0.0057708255,0.0057908879,0.4883038327,0.0000114786,0.0900773831,0.0054437730,2.7094495894,0.0010675718,0.0004046464,0.0166426832,9.0456674623,0.0014062698,0.0000233060
1991.27,0.0062795243,0.0062818440,0.4537405745,0.0000086694,0.0915554537,0.0055928860,2.6197686676,0.0014691702,0.0004345257,0.0222355377,9.0499150729,0.0014219448,0.0000324638
1991.29,0.0067177830,0.0068580345,0.4523566138,0.0000075539,0.1022760809,0.0052155108,2.2789627813,0.0016708011,0.0005139733,0.0268916589,9.2845480482,0.0015341685,0.0000501014
1991.3,0.0081210497,0.0081608660,0.4161736173,0.0000308602,0.1426948659,0.0049288769,2.1378687455,0.0041533073,0.0009484448,0.0453477579,9.2518285077,0.0015014874,0.0000509298
1991.32,0.0069697734,0.0070558024,0.4924931322,0.0000164568,0.1536154400,0.0059060484,2.8836747340,0.0047231842,0.0012159908,0.0396287786,9.1354358552,0.0014191596,0.0000336020
1991.34,0.0057219428,0.0056762791,0.5313522198,0.0000088221,0.0948076211,0.0060271975,2.8351284757,0.0020492144,0.0004218421,0.0206328357,9.3183410386,0.0014834639,0.0000245897
1991.35,0.0059016012,0.0056876249,0.5148251638,0.0000119010,0.1183094606,0.0058617223,2.7188838538,0.0024046755,0.0003630410,0.0265122462,9.2837843555,0.0015155653,0.0000318007
1991.37,0.0062192243,0.0065261702,0.5018479120,0.0000198623,0.1224839354,0.0053972211,2.4965788481,0.0036926779,0.0005847709,0.0339257147,9.5175760614,0.0016069065,0.0000411436
1991.38,0.0064862851,0.0067951445,0.4897168983,0.0000153351,0.1004453987,0.0057956122,2.5124363610,0.0029930081,0.0003491745,0.0290119151,9.3247948141,0.0014903139,0.0000351344
1991.4,0.0082438994,0.0082193477,0.4084277693,0.0000143534,0.1284231493,0.0052710049,2.2026838418,0.0034512476,0.0003301697,0.0385734480,9.3228936348,0.0014489840,0.0000353215
1991.42,0.0094350617,0.0092783744,0.4103338539,0.0000234418,0.1228455707,0.0054694304,2.4907429114,0.0047706615,0.0004588252,0.0394701045,9.1114767799,0.0013228194,0.0000185570
1991.43,0.0099843764,0.0103807607,0.4850722839,0.0000312084,0.1376304370,0.0058452391,2.7334391895,0.0062809801,0.0004164512,0.0432682558,9.2262058915,0.0014146777,0.0000221655
1991.45,0.0078916627,0.0081546054,0.5546269790,0.0000198559,0.0956922711,0.0060670230,2.8432593686,0.0041093748,0.0002797769,0.0330567600,9.4117128904,0.0015590579,0.0000297489
1991.46,0.0068642563,0.0073412284,0.5274600364,0.0000329950,0.1012575812,0.0060635602,2.7187976983,0.0046665945,0.0003153283,0.0347445675,9.2796499979,0.0015939025,0.0000254162
1991.48,0.0079347810,0.0082422937,0.5367190110,0.0000386939,0.1008416338,0.0056641326,2.6264043527,0.0060438361,0.0004053986,0.0419310547,9.2527240322,0.0016187009,0.0000296983
1991.5,0.0100592431,0.0101286542,0.5280415903,0.0000289559,0.1076423099,0.0055701940,2.2983577799,0.0073392787,0.0003956544,0.0617330576,9.5792840953,0.0017092664,0.0000366755
1991.51,0.0123094555,0.0123438278,0.4171281025,0.0000527939,0.1657644853,0.0051138320,2.2274983747,0.0109030659,0.0004805897,0.1208101202,9.5302441947,0.0017251145,0.0000577737
1991.53,0.0137414689,0.0142192510,0.4131316610,0.0000546865,0.1960840019,0.0053960544,2.4547143223,0.0122556825,0.0006860073,0.1164022959,8.9456115477,0.0016450978,0.0000345650
1991.54,0.0104349047,0.0107790978,0.5218101237,0.0000496061,0.1593388392,0.0058806442,2.6811980892,0.0129675931,0.0007489852,0.0977201366,9.6338791771,0.0016701105,0.0000414741
1991.56,0.0104892245,0.0100585541,0.5604369108,0.0000657104,0.1792050450,0.0058955142,2.7874248590,0.0126641639,0.0006691544,0.0798039587,9.6842283235,0.0016663143,0.0000330098
1991.58,0.0096508926,0.0093387737,0.5526320848,0.0000491834,0.1521130985,0.0056617570,2.7177433789,0.0102508733,0.0006840161,0.0690069183,9.1792809917,0.0015565523,0.0000308773
1991.59,0.0090676933,0.0097879281,0.5403946929,0.0000436535,0.1391978571,0.0056959939,2.4557720589,0.0079854113,0.0004723433,0.0689695776,9.3673325697,0.0016472573,0.0000350595
1991.61,0.0087140217,0.0088472707,0.5327744187,0.0000303979,0.1188956558,0.0054452043,2.3918695080,0.0056432602,0.0003481569,0.0465112070,9.5487430003,0.0017297169,0.0000344241
1991.63,0.0102924255,0.0100321058,0.5617370996,0.0000277804,0.1008856488,0.0060034799,2.5063651805,0.0045433247,0.0002503029,0.0588796575,9.3883538544,0.0016227740,0.0000271375
1991.64,0.0109018408,0.0111425974,0.5263208880,0.0000351648,0.0929405813,0.0059901896,2.4122440528,0.0055162338,0.0002195666,0.0921866900,9.5567860586,0.0016914592,0.0000343289
1991.66,0.0111269609,0.0107852679,0.5522262344,0.0000422613,0.0967808795,0.0059077561,2.7832001276,0.0070035274,0.0003369271,0.1182015265,9.4273292237,0.0015532293,0.0000300447
1991.68,0.0098268898,0.0099351072,0.5204066453,0.0000251348,0.1237625275,0.0058941373,2.7727724358,0.0058781888,0.0002953123,0.0438555073,9.1863920307,0.0014598288,0.0000269158
1991.69,0.0100861224,0.0101586550,0.5149102052,0.0000280179,0.1844794741,0.0057927218,2.7400109305,0.0086782501,0.0006669694,0.0457354659,9.1474542157,0.0014579364,0.0000296404
1991.71,0.0105798749,0.0109834109,0.4934351535,0.0000471420,0.1694748274,0.0057191822,2.7514065046,0.0079306300,0.0008100938,0.0465916673,9.1992067904,0.0014592207,0.0000313031
1991.73,0.0109870381,0.0108228271,0.5249875756,0.0000314550,0.2982418899,0.0059645076,3.1460553407,0.0109174294,0.0010501489,0.0473264733,8.9611176746,0.0013508928,0.0000271920
1991.74,0.0109581374,0.0106489145,0.4921497350,0.0000535092,0.2794788257,0.0057803209,2.9677593469,0.0106270877,0.0011542165,0.0492089928,9.1537795637,0.0013947618,0.0000271351
1991.76,0.0101490164,0.0105466029,0.5076858057,0.0000495081,0.2961321533,0.0059373077,3.2874855932,0.0140170671,0.0012178443,0.0503730613,9.1283611435,0.0013030184,0.0000243363
1991.78,0.0103616658,0.0105193494,0.4797882915,0.0000526256,0.2192178215,0.0057567982,3.0308493587,0.0114364108,0.0011316592,0.0536833800,8.9136029686,0.0013299260,0.0000288767
1991.79,0.0108539083,0.0107724876,0.4644614445,0.0000330770,0.1494868405,0.0052379687,2.6386209804,0.0049326341,0.0005805652,0.0273060894,9.0641769547,0.0014123026,0.0000339068
1991.81,0.0106245671,0.0111786405,0.4504884901,0.0000175233,0.1526827595,0.0054087649,2.4705923058,0.0046188539,0.0006412555,0.0362277723,9.0803151401,0.0014066250,0.0000385082
1991.83,0.0101785188,0.0106619453,0.4497486915,0.0000321801,0.1712566147,0.0054158387,2.6544468185,0.0043405973,0.0006025319,0.0351940162,8.9437180335,0.0013805136,0.0000276249
1991.84,0.0118213499,0.0117535797,0.4672043535,0.0000164916,0.1259947519,0.0053455511,2.5751736177,0.0026957286,0.0004671127,0.0222092390,9.2017954699,0.0014282272,0.0000277714
1991.86,0.0119321476,0.0122813303,0.4419244939,0.0000101461,0.1232382892,0.0052556036,2.6142080676,0.0022505952,0.0003519253,0.0208447560,9.1949856532,0.0014836726,0.0000306086
1991.88,0.0115068237,0.0113539353,0.4429335028,0.0000120406,0.1154575680,0.0051420030,2.7825162313,0.0014467148,0.0004601377,0.0202108883,9.0190014787,0.0014045530,0.0000279052
1991.89,0.0121035197,0.0117600005,0.4612412486,0.0000146435,0.1214569919,0.0057952633,3.1495908832,0.0023173955,0.0015817803,0.0295055263,8.9619918862,0.0013559256,0.0000326920
1991.91,0.0131855708,0.0135249353,0.4425234128,0.0000239143,0.1399071128,0.0052976628,3.1762136876,0.0028747764,0.0047475851,0.0388325829,9.0014251703,0.0013359008,0.0000238507
1991.93,0.0134559855,0.0137556945,0.4742049575,0.0000130952,0.1046192887,0.0053681322,3.1321115464,0.0020052165,0.0018831623,0.0363135965,8.9802778071,0.0013178602,0.0000255983
1991.94,0.0139372384,0.0141839724,0.4604191250,0.0000140031,0.1103098927,0.0056489820,3.3638050340,0.0017273523,0.0020846447,0.0277644719,8.7804418960,0.0012075250,0.0000174017
1991.96,0.0124192604,0.0126902515,0.4437839966,0.0000115334,0.1258042418,0.0055036736,3.3620638153,0.0026180156,0.0047491290,0.0192454525,8.8802695879,0.0011844951,0.0000213418
1991.98,0.0113795817,0.0111521966,0.4444497729,0.0000308086,0.1434325483,0.0053387822,3.2743572813,0.0019669964,0.0122781265,0.0241639542,9.0950813947,0.0013244361,0.0000375678
1991.99,0.0119323467,0.0121170684,0.4484776316,0.0000283399,0.1551292857,0.0057457287,3.2225363560,0.0020015506,0.0101091136,0.0360210528,9.1279376502,0.0013807786,0.0000325550
1992.01,0.0118679224,0.0118045092,0.4570013780,0.0000361402,0.1440475121,0.0055769098,3.1643360203,0.0022600064,0.0131410560,0.0292728371,9.0371413599,0.0013860994,0.0000370653
1992.03,0.0110746854,0.0108644127,0.4410182456,0.0000249418,0.1432207646,0.0056370013,3.1281958864,0.0021296887,0.0083767779,0.0293389675,9.1782309280,0.0013239135,0.0000392014
1992.04,0.0109706926,0.0109194551,0.4359470462,0.0000157090,0.1555161762,0.0057592525,3.4280953851,0.0022111165,0.0075241319,0.0262275101,8.9242893503,0.0012890984,0.0000302029
1992.06,0.0117656459,0.0116479840,0.4864252816,0.0000217344,0.1439948231,0.0056657473,3.5289688545,0.0021528859,0.0050132788,0.0243253631,9.0375511741,0.0012886056,0.0000246411
1992.08,0.0100586585,0.0098047959,0.4521935628,0.0000181458,0.1580213893,0.0053166552,3.0245713642,0.0018096949,0.0041614642,0.0201591429,9.0199637819,0.0014023087,0.0000304118
1992.09,0.0093807065,0.0101622028,0.4589665511,0.0000145319,0.1238261297,0.0057332981,3.4333082151,0.0013829689,0.0021597444,0.0142399291,8.9711748184,0.0011899985,0.0000242496
1992.11,0.0087258401,0.0089675471,0.4526696743,0.0000467145,0.1658029691,0.0057930103,3.5350963919,0.0026192928,0.0049333826,0.0209903207,8.7527087018,0.0011941417,0.0000213438
1992.14,0.0089024259,0.0088167102,0.4528173288,0.0000232943,0.1472652453,0.0058212674,3.6896386405,0.0018855279,0.0035296776,0.0173513933,8.9040493037,0.0011411896,0.0000215955
1992.17,0.0090204530,0.0092175428,0.4689635463,0.0000250127,0.1166873134,0.0060176423,3.6937834743,0.0015736938,0.0022271707,0.0187298271,8.7540804840,0.0010677059,0.0000168510
1992.2,0.0083263288,0.0081817811,0.4730260233,0.0000299188,0.1833969442,0.0059748806,3.6722058189,0.0022611665,0.0044086851,0.0202686621,8.8429328304,0.0011237353,0.0000196897
1992.23,0.0075521896,0.0075773082,0.4776351031,0.0000301189,0.1629879515,0.0058929478,3.5403933500,0.0023307212,0.0035548753,0.0173958626,8.8302444345,0.0011250806,0.0000202471
1992.26,0.0070046371,0.0070195915,0.4768721827,0.0000267379,0.1853328727,0.0055402179,3.3762359828,0.0022198104,0.0033036294,0.0194238143,8.7430389553,0.0011392603,0.0000172580
1992.29,0.0071926779,0.0072044105,0.4674885902,0.0000305950,0.1881135372,0.0056682082,3.1415295635,0.0028971989,0.0042468120,0.0255859995,9.0807739731,0.0011965043,0.0000227774
1992.33,0.0066678459,0.0069270881,0.4394651521,0.0000318615,0.1956219680,0.0056604318,2.9118543123,0.0023520148,0.0027330846,0.0256191316,9.0259529694,0.0012203158,0.0000260437
1992.35,0.0077362021,0.0076077723,0.5015209077,0.0000304776,0.1664006544,0.0057646819,2.7227075755,0.0018228789,0.0019287632,0.0248317014,9.0772525191,0.0013831512,0.0000227383
1992.39,0.0082224662,0.0083915121,0.4918194648,0.0000204725,0.2313633086,0.0057504637,2.7353326371,0.0026556946,0.0029131078,0.0323930168,9.3470707306,0.0014650483,0.0000221676
1992.42,0.0084087789,0.0081754384,0.4882111808,0.0000086451,0.1307782403,0.0055666456,2.5676193022,0.0014783713,0.0014401821,0.0200442287,9.2157874277,0.0014277599,0.0000257191
1992.45,0.0077264791,0.0076411267,0.4803378306,0.0000149958,0.1377342168,0.0054928148,2.5932185535,0.0015812137,0.0013293822,0.0224079508,9.2807194319,0.0014939077,0.0000252817
1992.48,0.0067432051,0.0068030246,0.5014359494,0.0000189982,0.1437246967,0.0054706146,2.4916072566,0.0014009924,0.0011875545,0.0223171859,9.3704605636,0.0015907905,0.0000233421
1992.51,0.0054046348,0.0056607157,0.5117247577,0.0000154763,0.1429866633,0.0059869371,2.7894894025,0.0015503107,0.0012004948,0.0208695595,9.0838371999,0.0013907766,0.0000185581
1992.54,0.0059755100,0.0060700639,0.5149136701,0.0000118036,0.1246875651,0.0055069679,2.4141978281,0.0012574278,0.0007838266,0.0174117461,9.3394563876,0.0015984652,0.0000242761
1992.57,0.0062835576,0.0063812953,0.4769922134,0.0000154452,0.1574000583,0.0054080335,2.3906560338,0.0014753951,0.0009880928,0.0230929151,9.2620856116,0.0014972442,0.0000271771
1992.6,0.0078421264,0.0078795804,0.4457933879,0.0000254971,0.1744063015,0.0055247776,2.3146970468,0.0022171783,0.0018050702,0.0343812354,9.4604710771,0.0015992550,0.0000386196
1992.63,0.0079733064,0.0079121833,0.4917991124,0.0000156317,0.1394034712,0.0057913689,2.3737310113,0.0020715680,0.0008274323,0.0245691215,9.5602805477,0.0017059306,0.0000277892
1992.64,0.0073882032,0.0072556507,0.5083182314,0.0000150004,0.1085780356,0.0055175774,2.3359382653,0.0014567161,0.0006040907,0.0232756371,9.4293967609,0.0015999793,0.0000234413
1992.65,0.0067381073,0.0068413200,0.5012747136,0.0000185184,0.1329082499,0.0055635180,2.2513102828,0.0016152966,0.0007532941,0.0257221697,9.3829945658,0.0016216754,0.0000341190
1992.66,0.0066456071,0.0068069201,0.5045621055,0.0000139182,0.1427320076,0.0056649669,2.2510734111,0.0015580143,0.0007298306,0.0274937027,9.4180659774,0.0015656494,0.0000290013
1992.67,0.0082324798,0.0081862606,0.4879031777,0.0000299498,0.1314697552,0.0059815105,2.3038244151,0.0021040740,0.0007398495,0.0262989512,9.5562982139,0.0016274096,0.0000310686
1992.69,0.0074719960,0.0078127646,0.4449271419,0.0000096632,0.1483782027,0.0050654549,2.0102244576,0.0014570983,0.0005927852,0.0261360441,9.3292401682,0.0016353912,0.0000358483
1992.7,0.0098253208,0.0099069698,0.3671907034,0.0000153090,0.1212273407,0.0047740793,1.9272818067,0.0014292051,0.0006012243,0.0273630091,9.2064174022,0.0014032094,0.0000339383
1992.71,0.0108437993,0.0113436554,0.3685896692,0.0000173734,0.1023756276,0.0049581015,1.9895027921,0.0012062651,0.0004675587,0.0229381347,8.8592742005,0.0012684329,0.0000198005
1992.72,0.0086431842,0.0085723175,0.5155309562,0.0000090550,0.0957446472,0.0052848792,2.1797234225,0.0009888575,0.0003496434,0.0187969861,9.2688307721,0.0015407527,0.0000227000
1992.73,0.0076175084,0.0078203630,0.4956434021,0.0000182576,0.0908260770,0.0052764087,2.0926850123,0.0007942263,0.0002589241,0.0188604054,9.4125010145,0.0016867729,0.0000230298
1992.74,0.0072976220,0.0074714346,0.5079174471,0.0000074102,0.0962026566,0.0054467691,2.2019151692,0.0005809639,0.0002665889,0.0180134960,9.3292527645,0.0016140458,0.0000255781
1992.75,0.0075981008,0.0075513895,0.4772404634,0.0000069706,0.1120033571,0.0052491920,2.1913848942,0.0008096077,0.0003270773,0.0247613092,9.3271861673,0.0016379027,0.0000321541
1992.76,0.0083509057,0.0084685715,0.4884831411,0.0000127493,0.0990286871,0.0053281714,2.1565657071,0.0010179262,0.0004556549,0.0210189710,9.3542114746,0.0016188630,0.0000316236
1992.78,0.0089112430,0.0087399620,0.5242119258,0.0000161458,0.1312255106,0.0056506526,2.4780750239,0.0016779006,0.0003970059,0.0270516775,9.2455917903,0.0015070943,0.0000237438
1992.79,0.0095650006,0.0093535345,0.5083814048,0.0000159659,0.1188668281,0.0054659787,2.4289652205,0.0013387126,0.0006628192,0.0214913293,9.3871724404,0.0016066109,0.0000286793
1992.8,0.0085062545,0.0084266283,0.5012155856,0.0000169772,0.1091809633,0.0054815154,2.3828395259,0.0009855729,0.0008389553,0.0227138934,9.2498379420,0.0015814785,0.0000314997
1992.81,0.0081103242,0.0082162488,0.5060839083,0.0000191003,0.1229099000,0.0050642011,2.4183965287,0.0010594086,0.0008664689,0.0194379642,9.0774050416,0.0015533231,0.0000300506
1992.82,0.0090606983,0.0089721760,0.4807177035,0.0000120971,0.1232695203,0.0051766138,2.4025932273,0.0011008144,0.0010239912,0.0250237881,9.2064895350,0.0016415922,0.0000340548
1992.83,0.0094344415,0.0098665207,0.4766509304,0.0000232928,0.1214524059,0.0056935534,2.6261985940,0.0010108591,0.0008631458,0.0333877392,9.3575384201,0.0016531808,0.0000382598
1992.84,0.0097030378,0.0098047229,0.4993654392,0.0000127884,0.1095811954,0.0052749066,2.4482703746,0.0007438447,0.0006654623,0.0242912201,9.1968426505,0.0016129280,0.0000364251
1992.85,0.0101991515,0.0101987280,0.5195953150,0.0000098049,0.0973145598,0.0054287598,2.6639441862,0.0008624570,0.0006318674,0.0210356449,9.1708608207,0.0015030120,0.0000291541
1992.87,0.0101949009,0.0101127394,0.5038165493,0.0000162372,0.0837145635,0.0054297667,2.6701988081,0.0005388574,0.0004148141,0.0200353460,9.1202349430,0.0014430406,0.0000348770
1992.88,0.0100183194,0.0101902846,0.4992682794,0.0000120003,0.0809849102,0.0055771203,2.7391777002,0.0004178678,0.0002439948,0.0192468809,9.0931843555,0.0014076083,0.0000267538
1992.89,0.0091725392,0.0094327858,0.4521733052,0.0000124082,0.0808520973,0.0053666166,2.8144755747,0.0004992837,0.0002571963,0.0154889345,8.8116817953,0.0012612414,0.0000260375
1992.9,0.0103453962,0.0105940834,0.4739025492,0.0000067541,0.1009718608,0.0055474301,3.0011197438,0.0005760688,0.0002275079,0.0148164813,8.9698692864,0.0013542868,0.0000255578
1992.91,0.0110091816,0.0109543776,0.4488540570,0.0000121078,0.0913506518,0.0053009320,2.8621433247,0.0006639348,0.0002891672,0.0190408905,8.8921534556,0.0014041798,0.0000362556
1992.92,0.0118393011,0.0120266311,0.4688305030,0.0000060342,0.0902861884,0.0055790194,2.9517917523,0.0007576067,0.0002556143,0.0143554069,9.0495468037,0.0014329374,0.0000307404
1992.93,0.0117622678,0.0118050097,0.4511427307,0.0000106819,0.0928060775,0.0054631028,3.0724085753,0.0008930831,0.0002377286,0.0151693972,8.8827450254,0.0012515811,0.0000201753
1992.94,0.0124711646,0.0122731697,0.4667778550,0.0000104038,0.1561111104,0.0055965823,3.1251925543,0.0013036543,0.0004354710,0.0213357177,8.9973153928,0.0012802453,0.0000234091
1992.95,0.0098220448,0.0099971109,0.4709782526,0.0000118932,0.1560924717,0.0055817096,3.0549264001,0.0014308314,0.0005492046,0.0238274777,8.8626772248,0.0012557423,0.0000240227
1992.97,0.0085574555,0.0087473985,0.4601418416,0.0000126737,0.1242159823,0.0056520120,3.0513971416,0.0013144282,0.0004159131,0.0205334834,8.8808900746,0.0012723882,0.0000268688
1992.98,0.0088285616,0.0092379989,0.4754798482,0.0000191126,0.1367741400,0.0055355150,3.1459550800,0.0012323774,0.0004429376,0.0200847794,9.2110819468,0.0013740387,0.0000264691
1992.99,0.0087990948,0.0090533851,0.4819673294,0.0000247851,0.1469500232,0.0059998604,3.2579282179,0.0014097857,0.0005239473,0.0243886908,9.0189723806,0.0013223549,0.0000262253
1993,0.0093535677,0.0096274452,0.4923879703,0.0000189597,0.1341882078,0.0060481551,3.0867999852,0.0012494175,0.0005152666,0.0245115568,9.1302646613,0.0014045853,0.0000306790
1993.01,0.0107264526,0.0110847031,0.4614495985,0.0000378741,0.1608774701,0.0053352944,2.9121426413,0.0015169806,0.0006318780,0.0273603600,9.2382891965,0.0015063641,0.0000359546
1993.02,0.0104117287,0.0105863715,0.4668456816,0.0000281598,0.1572719788,0.0055439402,2.9048776424,0.0014787937,0.0010186235,0.0240923196,9.1568634074,0.0014169243,0.0000272985
1993.03,0.0126834297,0.0125098671,0.4805865279,0.0000177343,0.1506880793,0.0051958434,2.8175818725,0.0018498452,0.0009268732,0.0248570656,9.0740147267,0.0014467482,0.0000302355
1993.04,0.0107875388,0.0106550141,0.4775736880,0.0000149124,0.1671353204,0.0056748674,3.0258750462,0.0016585981,0.0010184410,0.0258283857,8.8988462311,0.0013032841,0.0000259142
1993.06,0.0111811220,0.0107057978,0.4564152111,0.0000303261,0.1514629751,0.0053488426,3.0093814803,0.0017360238,0.0017839982,0.0306501409,9.1962003154,0.0014062606,0.0000357212
